,弹幕
66,《反客为主》
67, 艾马，这个场景就是我家里过年喝酒的场景
68,跨服聊天
69,搂够了哈哈哈哈
70,桌上那个绿色瓶装水是乐百氏吗？
71,那会儿的台词真的好，押韵真的棒
72,但是人家会训练航空母舰啊
73,这句话听着多心酸啊
74,请注意，老赵左手在搓脚气
75,送战友踏征程，默默无语两眼泪，耳边响起驼铃声，这歌非常好听
76,戴高乐：你礼貌吗
77,注意台下大佬表情
78,你俩合伙包的，23333
79,潘子把握不住
80,当年的时事：臭氧层破洞
81,太自然了本山大叔是小品里的神
82,个人心目中本山老师的最佳作品
83,小舅子不是一般人啊哈哈哈
84,本山大叔酒量相当好
85,后来可能是头发少了，就变彪哥那样了
86,范伟早期造型都是干部老板这些
87,哈哈哈哈哈哈全乡都知道台词太逗了
88,央视的这版范伟和蔼可亲，辽台版的听到永远活在我们心中这词，范伟发怒了
89,主要是潘子把握不住
90,这段脑补，太精彩了
91,高老师的动作表情多到位
92,对，就是这一段，当年笑到肚子疼
93,不是什么哑谜就是押韵
94,铁三角巅峰之作
95,高老师的笑声也是一个经典啊。
96,前方高能预警 神预言！
97,两口子鸡兔同笼
98,确实是大师，从老戏骨到编剧，牛
99,哈哈哈哈哈 这个笑声
100,——马丽的笑声导师
101,高秀敏老师这句挨个放血，我快笑死了哈哈哈哈
102,我也跟着笑出声hhhhhh
103,我清晰地记得，那一年我妈看到这里时笑声吓我一跳
104,前方持续名场面预警
105,千锤百炼当年也是红极一时的梗
106,瓦良格号航母购买谈判
107,瓦良格号航母谈判的事儿，民间都知道了
108,彪哥向奇怪的方向发展了
109,已是悬崖百丈冰，犹有花枝俏。
110,卧槽，突然发现我们办公室现在坐的就是乡长家这个凳子
111,什么都没变，变的是这种小品不让演了
112,当年的包袱一直不断 从头笑到尾
113,这演技简直出神入化要知道这可是直播
114,祖传俩帽子
115,大海航行靠舵手
116,注意这里海磕了一下鞋细节啊
117,潘长江直呼内行
118,小品史上巅峰之作
119,每年春晚要是能有有这样一个小品该多好啊
120,身高逐渐贬低
121,战术转圈
122,谐音梗扣钱！！！
123,这种反映社会现实的台词，20年没听到过了！
124,这句话好内涵啊
125,那不是彪哥你嘛哈哈哈
126,高老师这词太溜了
127,这么一会儿功夫给范乡长送走好几回了
128,歇后语大师
129,岸边露伴和东方仗助大笑
130,东北话经常这样说什么什么前（指时间）
131,哈哈哈这小眼神眨的 这是和媳妇的暗号么
132,黑潘长江的段子可以编成部小品由潘老师主演了全程包袱
133,看到这里发现这个剧本简直了！
134,这段接的太自然了
135,这句话现在的小品是听不到了呀
136,咔嚓一声霹雳响
137,使眼色：老婆子给我留点面子
138,整俩盅~~
139,表面看是三个人笑，其实是四个人在笑
140,就听咔嚓，一个炸雷，范乡长诞生了
141,乡长你忘没，选你那年当乡长我是村里代表嘛
142,耳边响起驼铃声嘛
143,当时老姑那心那，默默无语两眼泪
144,临别时送你上路，你回头跟相亲们一摆手
145,东头老高家，把门第一家，三间大瓦房，我叠高满堂
146,啊，咱俩原来一个堡子的，父老乡亲小米饭把你养大，胡子里长满故事，想没想起来？
147,只要乡长心一乐，保证沟通的差不多
148,卯劲给他戴高帽，唱赞歌，多说几句拜年嗑
149,现在都不时兴送礼了，都讲究用感情沟通
150,要是依着我啊，这俩玩意儿都不拿了
151,那乡长小舅子急了，他要承包
152,以前的小品真的非常有内容，最重要的给人感受还特别真实
153,正是陛下，那是个包袱，为什么要硬解释呢
154,上我们家吃点饭去呗？这句话说的太真实了
155,本山经典站姿
156,范伟这段接的话是包袱，现场没响，我当时还是个孩子，听懂了
157,赵本山:我不会玩语言
158,这个小品由真是故事改编
159,这段情节真的非常的妙，有了对比就更鲜明，更能突出了，设计的真的好
160,这个小品太好看了，简直无法形容的经典
161,本山这表情转换
162,哈哈哈哈哈 法国总统戴高乐
163,日常开涮潘长江
164,反客为主
165,注意，前方高老师一直到扔衣服等台词之前，舞台功力天花板，真·0表演痕迹！
166,注意：瓦良格是从乌克兰买回来的
167,喝酒这段东北的孩子肯定能找到自己身边的影子
168,潘长江 巨（锯）人
169,戴高乐：？？？
170,这一个个包袱，神了
171,后退一步很细节
172,三间大瓦房
173,把门第一家
174,把门第一家
175,高满堂是著名编剧
176,耗子尾汁
177,耗子尾汁
178,整两盅还行！
179,yongwu是因为的东北念法
180,地球非得围你转，你是太阳啊
181,以为是甲鱼笑死我了
182,哈哈，航母来还愿！！！
183,航空母舰在鱼塘里训练，哈哈哈！
184,何庆魁的押韵真是一绝
185,写信带孩子又告你
186,擦水摸脑门细节
187,一想到后面我已经开始笑了哈哈哈哈哈哈
188,教科书：看赵老师的眼神表情变化
189,跨服聊天
190,跨服聊天
191,哈哈哈哈哈哈哈何庆魁创作的小品都质量很高！
192,老看本山的坐姿，细节太到位了
193,小萌是个好青年，不简单啊不简单……
194,更佩服导演组，在当年能让这句话说出来
195,前方核能预警
196,075型两栖攻击舰首舰出海试航了
197,还是那时的春晚正宗!有欢乐喜气的味道
198,哈哈哈，尴尬而不失礼貌的笑声
199,驼铃，原曲出现在戴手铐的旅客
200,高秀敏太可爱了，都啥时候了还惦记筐呢
201,吓得电话都没放回原位。
202,父老乡亲和送战友歌词
203,从乡长到辽北第一狠人
204,上哪说理去哈哈哈哈哈
205,瞬间酒醒了
206,这个形象就很好，既正面又不虚浮
207,哈哈哈这个转身肩膀蹭了一下嘴
208,高满堂闯关东的编剧。
209,这梗是电影戴手铐的旅客的主题曲，主人公最后是戴着手铐走的
210,哈哈哈哈，这一摔好经典
211,虎扑一员，温习经典
212,这句话我哥也经常说
213,这句当年也是流行语
214,在俄罗斯谈判要买个航空母舰
215,致敬三位老艺术家！！！
216,这个不次于卖拐 特别精彩
217,你俩合伙包的哈哈哈哈哈哈哈
218,【你谁呀！喝酒呢！】
219,哈哈哈哈哈哈哈你俩合伙包的
220,当时范围还很帅气，扮演的角色也都是高干知识分子，直到卖拐和马大帅横空出世......
221,高满堂闯关东温州一家人的编剧。
222,王八:??????
223,注意本山大叔的眼睛
224,这句台词梗我现在还在用2333
225,什么手铐带走，这歌是前一句是送战友，踏征程
226,莫名其妙的想起了小张和小丽
227,慌不慌哈哈哈哈
228,这段词原本是高秀敏的，但现场她想让赵大叔接，蒙住了就出了这么一段，反而更好了
229,下一句不能说的，不然就完蛋了
230,哈哈哈哈哈哈哈哈喝酒上头
231,瞬间变脸2333
232,这句话我现在还用来怼人
233,摄像师都在笑
234,笑容逐渐恢复
235,后面的结局证明，本山大叔留下来喝酒真就喝对了
236,潘长江：mmp
237,戴高乐：？？？？
238,每次接话都笑死我
239,东北以前有这个习惯，拖鞋上炕，然后鞋搁在窗台上
240,由此可见，本小品剧本功力，老一辈表演的功力
241,当三陪的经典台词
242,看了这个小品知道的戴高乐
243,铁岭小舅子航空母舰哈哈
244,太突然太严肃太敢说了，哈哈哈哈哈哈
245,写信告你可还行
246,这情绪变化得真传神
247,张翰:？？？
248,太经典了哈哈哈哈哈啊哈哈
249,本山大叔躲在后面好可爱
250,东北话里的“拥护啥呀”就是“因为什么”的意思
251,写信告你可还行
252,赵本山回头这个笑啊
253,现在网络发达了看起来还是百看不厌
254,哈哈哈哈哈，好魔性的笑容
255,高满堂是闯关东的编剧
256,去到南极点，任何方向都是北
257,大叔小品的巅峰之作
258,正是陛下，才发现这句哈哈哈
259,陛下，航空母舰，妥了
260,产房传喜讯人家升了哈哈哈
261,喝不了急酒
262,meng不是我，代表“我们”
263,东北叫大舅哥、小舅子
264,最早的安排明白了找到了
265,咳嗽那一声儿突显人物性格
266,潘长江:没事，我习惯了
267,前方再次教课演技
268,这笑声太经典了
269,搂够了 太真实了 哈哈
270,太真实了，腰杆一下就直了
271,高老师的笑声太经典了
272,不愧是念诗之王
273,这儒雅的形象，很难想象得到他就是后来的范德彪
274,笑容逐渐凝固
275,自由法国总统
276,高老师的微表情
277,为高老师的笑声而来
278,高老师这个半起身，真的绝了
279,一转攻势
280,六亲不认的步伐
281,春晚日常黑潘长江
282,跟二毛子喝嗨了，买下来的！
283,押韵狂魔
284,镜头疯狂寻找潘长江
285,高满堂不是闯关东编剧吗23333
286,老赵这节奏，把握得太牛逼了2333333
287,长江：日常黑 
288,走出了六亲不认的步伐！！！
289,挨个，就是一个一个的放血的意思
290,这是故意的，什么忘词了，当时这个小品在过年的前一天辽视演过了
291,小舅子：我买航空母舰怎摸啦！怎磨啦！
292,但是小舅子钯航母买回来了啊
293,我喝不了急酒，就是喝的太快不行的意思
294,这表情，真是大过年在家吹牛的哈哈哈哈哈
295,是“呆着吧”
296,来个小贩当乡长
297,感谢本山大叔那些年带给我们的欢乐
298,还有筐，笑死哈哈哈
299,辽北地区著名狠人
300,送走的是被迫害诬陷戴手铐的战友hhhh
301,哈哈哈哈哈哈瞬间笑喷
302,高老师这笑声绝了！！！！
303,产房传喜讯人家生（升）了
304,《父老乡亲》演唱者彭
305,潘长江：？？？
306,法国总统：。。。
307,安排明白从这里就有了吗！！！
308,教科书级的陪笑
309,春晚排练这么多遍怎么可能忘词
310,两口子拌嘴演太好了
311,六亲不认的步伐
312,注意范伟打电话的细节
313,我个人认为这是本山大叔春晚最佳
314,虎扑温习jr
315,腰板和步伐 经典
316,高秀敏这个微微起身的小细节！
317,强行押韵，最为致命
318,腰板直了，胆子大了
319,尴尬而不失礼貌的笑声
320,最怕空气突然尴尬
321,他强任他强
322,那时候三陪这个词很火啊
323,这一段演的太好了，又好笑又真实
324,这爽朗的笑声，怀念高秀敏。
325,虎扑温习师师长在此
326,赵老蔫儿
327,虎扑温习团
328,哈哈哈回家搓衣板伺候
329,高秀敏这里表情表演真是高水准
330,真会笑，一笑解千愁
331,尴尬而不失礼貌的微笑.jpg
332,这个小品真的是把农民兄弟无奈和小小的狡黠演得很生动
333,原来我爸平常教育我的犯完再改，千锤百炼出自这里啊
334,高老师知道的太多了
335,看本山细节，站姿和搓手
336,一脸懵逼↓
337,咱爷俩儿……好亲切
338,三个都是实力派
339,他给我们下了最后通牒说啥不让我俩养鳖
340,98年东北年均工资就六七千
341,原来航空母舰是这样买的
342,难怪叫辽宁号，原来是铁岭的小舅子买的
343,这是公开泄漏国家机密啊哈哈
344,哈哈哈哈，躲在后面有点可爱
345,这小拳头攥的 太可爱了
346,你现在就是給我喝云南白药，也无法弥补我内心的创伤
347,就是挨个放血的意思
348,再次反转蓄力中……
349,每次看喜剧到最精彩的部分都莫名想哭 
350,哈哈哈哈哈哈哈赵老师表情动作绝了
351,三间大瓦房 我爹高满堂
352,我现在喝酒接电话就这个开场白哈哈哈
353,这三个人演技真是太好了
354,反应现实的小品
355,左手为了照顾镜头和观众。
356,给王八灌酒哈哈
357,为什么以前的流行语都来自春晚，而现在春晚却用老词
358,咣叽，掉下来一个宝石
359,给王八灌酒哈哈
360,结构紧凑，全程经典
361,潘长江日常躺枪十几年。
362,潘长江：MMP
363,戴高乐：“喵喵喵？”
364,还在屋子里多走了几圈，哈哈哈
365,何庆魁的剧本真的好
366,来钱道堵死了神了
367,之前赵本山还有个小品叫三鞭子，那讽刺的啊
368,这句话太经典了
369,法国：？？？
370,其实，当时应该是有买航母的风声了
371,这小品挺敢说啊
372,这段太精髓
373,完成成就B站看小品
374,本山大叔 在电视上的形象 实在太可爱了  形象塑造的都很成功
375,23333333不愧是喜剧大师
376,真怀念当时小品和春晚
377,潘长江：怪我咯
378,好魔性的笑声
379,变县长亲戚了感觉会更跳啊
380,潘长江：？？？？
381,新成就：在b站看小品，完成
382,这个年代的人有几个没有兄弟姐妹的
383,哈哈哈哈哈哈哈
384,98年西安一套六十多平的房子才八万，你想想什么概念，至少相当于今天五十万一年收入
385,98年五六万挺多了
386,有人怎么连小品都看不懂，还得给解释
387,负责发布精神
388,太直球了hhh
389,但是因为倒计时的问题，前面有节目拉了时间，后面有节目可能上不了，赵本山范伟就临时替换成了卖拐
390,按个=挨个，an前边加n是口音问题
391,这时候赵本山还要看别人的眼色行事
392,对比着辽视版，你会发现同一个剧本，演员的演出状态和后期打磨决定了笑点的多少
393,高大毛楞
394,这么多虎扑的jr
395,不对卤子，这里解释就是话不对味了
396,真的是，笑是好笑，但是看见有人说要哭了，是真的也是心酸
397,既然这大侄儿
398,哈哈哈哈哈哈哈哈哈哈
399,h h h h
400,哈哈哈太真实了
401,讽刺最好的是《三鞭子》
402,当年的流行语
403,范伟笑场了
404,哈哈哈还教上来
405,咳嗽笑死
406,上炕都费劲
407,具有这么大信息量的简单动作我觉得是经过设计，是与前后有重要的因果联系的，不像是因忘词而临时起意而为。个人见解哈
408,现在小品都是歌颂
409,哈哈
410,那时候的小品真的好看
411,不光是喝喝酒吃吃饭，肯定有事
412,《阶级》
413,脱鞋不算啥，陈佩斯春晚两次光膀子
414,哈哈哈哈哈
415,高秀敏老师太自然了
416,这句特别经典
417,醉甲鱼
418,2000年之前，一年五六万非常多了，在往前几年还是万元户时代呢
419,高大毛子，哦，俄罗斯人
420,写信带孩子
421,经典中的经典
422,杠铃般的笑声
423,正片开始
424,叫彪哥
425,哈哈哈哈哈哈
426,六亲不认的二郎腿
427,赵本山站姿666
428,赵本山小品巅峰之作
429,这里讽刺小人物的也很漂亮
430,这种血腥的招数真的魔幻又现实
431,都讲究话疗
432,这里太  贴切了 经典
433,赛诗会
434,在乌克兰买的也是俄罗斯的航母，不过是在乌克兰的造船厂制造
435,默默无语两眼泪，耳边响起驼铃声
436,前方超级高能
437,这里扔大衣是个伏笔
438,战术走圈！
439,赵本山老师确实是属鸡的1957年生人
440,现在的小品你能看出来他在演小品
441,高老师永远活在我们心中
442,哈哈 真是一个屯子的 小名都知道
443,陈冠希又名小赵本山（不是）
444,这个小品真的神
445,我发现有些人小品都看不懂
446,凭这几句话就能秒杀现在整个春晚
447,名人名言
448,没有任何表演的痕迹，不愧是大艺术家
449,前方核能
450,而且最关键的是讽刺到位。
451,细节品味真的好
452,98年没人买房，孩子
453,大叔在眨眼
454,前方高能预警
455,称呼都改了
456,98年农村5.6万。很多了
457,鞋在炕上
458,没那么夸张，一套房子四五万差不多
459,这句话当年老火了
460,范伟笑场了
461,现在整个春晚的小品我都没笑这么多次
462,反客为主
463,太经典了
464,不用高清，就这个画质强的一批
465,赵本山小品都是开场到结束都是笑点
466,1998年春晚，可惜只得了二等奖
467,神TM高清
468,严重被低估的作品，比卖拐好太多
469,杠铃般的笑声
470,中国三大喜剧天才啊，演技真的爆炸
471,满地找鞋
472,哈哈哈哈哈哈哈哈哈哈或或 云南白药打钱
473,不，是又上去了
474,哈哈哈哈哈哈哈
475,哈哈哈哈哈哈
476,前方核能警告
477,聊天鬼才
478,教科书级别的前倨后恭
479,家属答谢
480,小品天花板之一
481,大师级的表演
482,我现在也没有五六万
483,哈哈，还真的实现了
484,云南白药打钱！！
485,东北农村确实有这个习惯，上炕脱鞋，鞋放在窗台上
486,当年笑到肚子疼的作品
487,高老师这套动作一气呵成
488,浑然天成的演技
489,高秀敏这笑声太魔性了
490,十分怀念高老师！
491,不是忘词，是说错话了
492,哈哈哈哈哈哈 太特么经典了
493,什么叫做无敌，这就叫做无敌
494,谁问你了哈哈哈
495,春晚小品巅峰
496,这段太生活了
497,精彩精彩23333333
498,戴高乐：？
499,戴高乐：？
500,谁喝了一斤都意识模糊
501,居然有聊城的
502,这小品都过去20多年了，看了无数遍，现在还是觉得好笑
503,何庆魁确实厉害
504,这还需要字幕
505,何庆魁是真的厉害
506,笑点太密集了
507,不抽烟不喝酒，这个乡长高大上
508,赵老蔫、
509,哈哈哈哈哈哈哈哈江河湖海
510,按个放血没毛病
511,细节真好，把朴实也演出来了
512,哈哈哈哈哈哈哈哈哈哈支愣起来！
513,甲鱼汤100多
514,高满堂不是编剧嘛
515,高大毛楞，毛楞在东北有莽撞的意思
516,名人名言
517,叫将军！
518,本山腰和腿瞬间直了，之前都是弯的，细节
519,吟游诗人赵本山，哈哈哈哈哈
520,还有意外收获
521,这个乡长长得好像范伟。
522,这个是小品的巅峰吗
523,南极点四周都是北
524,24年过去了多少人还没达到6
525,现在工作时间晚上也不允许喝酒
526,影视作品都是小舅子形象不好，挺刻板的其实
527,宿迁jr
528,搂够了233
529,角色转换
530,陛下是对应养鱼大王吧
531,2021大年初二晚
532,剧本太接地气了
533,这玩意儿味儿才好
534,写信告你
535,这一段是跟前面高秀敏使唤他呼应的，没啥毛病
536,千锤百炼，美乐彩电！当年的名牌
537,这个小品节奏真好，各种包袱
538,出事就互相埋怨
539,这是留余地啊
540,哈哈哈哈哈哈
541,2021来滴
542,赵本山戴了两个帽子，棉帽子下面还有一个帽子哈哈哈
543,范乡长小舅子采购的
544,太敢说了我滴妈呀
545,写信又告你
546,反客为主
547,1
548,赵本山真实年龄41岁。1957年生人
549,搂够了，说的贴地气。
550,那年我记得是七月份，连雨天呐
551,我这个乡长当的，还没处说理去了？
552,我五十六
553,呃～这歌词我倒是想起来了
554,这回想没想起来
555,哎哟，我还是没想起来
556,快来认识认识啊
557,不是，我是他叠的老丈人
558,敲门 敲门
559,你既然到期了，说也没用
560,这么大事，咱不找乡长说说能行吗
561,你咋不知道着急呀，咱家那鱼塘快到期了
562,咋快呀，我还会飞呀？
563,《高      清》
564,现实未改变，嘴倒是堵上了
565,小市井体现的淋漓尽致
566,他得负责发布精神啊
567,高老师编不下去了，哈哈
568,范伟的形象立起来就是从卖拐开始，之前存在感都很低，也不火
569,老赵绝对有内部消息
570,牛 够讽刺hhh
571,哈哈
572,喝酒
573,让乡长跟你养鱼，可以滴大叔
574,搂够了！！！！
575,正在俄罗斯谈判，哈哈
576,全乡都知道我去
577,以前坐大巴回家过年，经常看本山大叔的小品，充满回忆
578,83年的我这届春晚最熟悉
579,普及义务教育
580,拆台老手
581,鞋放暖气上
582,好家伙刚看到帖子全来了?
583,喝酒
584,都是小事儿，承认了吧
585,好家伙，远古乳法视频啊~
586,高秀敏这个表情，演技真的太好了，喜剧天才啊
587,段子是高秀敏老头写的 何庆魁
588,这词儿现在还用
589,讲道理老赵表现挺好的没落井下石哈哈哈
590,前方名场面
591,2020年11月24日前来考古
592,你咳不咳嗽他也是五六万哈哈哈哈哈哈哈哈哈哈
593,这玩意味太好
594,哈哈哈哈
595,狄胖胖:前鞠而后恭，思之令人发笑
596,乌克兰震怒！
597,本山大叔日常diss潘叔
598,法国总统戴高乐
599, 拜年之后 再无巅峰
600,喝酒不行
601,真是小品版的“变色龙”！
602,哈哈哈哈哈哈哈哈哈
603,哈哈哈哈哈哈哈
604,哈哈哈哈哈哈哈
605,哇哈哈的包装居然还是这样 没变过
606,全乡都知道，这事儿
607,这小品真是经典
608,范伟这干部形象演的真好
609,这段话很真实
610,不对卤子：（东北方言）原意应为“不对路子”，即前后不一致，但随着日常使用渐渐的改变了读音
611,焖（四声）：东北方言
612,前方高能预警
613,这玩意儿味儿才好
614,xswl强行押韵
615,我就记住这个千锤百炼了
616,艺术来源于生活，现在的艺术早脱离群众了
617,哈哈哈哈哈哈哈哈哈
618,战术走圈
619,写信又告你！
620,那个时候老说臭氧层空洞
621,一年五六万啊
622,范伟把头发剃了才火起来
623,我也不是谦虚
624,哈哈哈看见jrs好开心
625,反客为主
626,这是春晚小品
627,哈哈哈哈哈哈哈哈就这句，笑死我了，一直记得
628,普通的农民形象，既有势利的一面，也有朴实的一面
629,还忘词，真是笑死我，造谣惑众
630,杠铃般的笑声
631,咔嚓一个响雷
632,本山大叔。这里看出来壶里没水了
633,我家三线城市，00年花4万5买一套98平房子三楼，当时三楼最贵其次是四楼
634,演的太好了，那几年是他表演的巅峰吧
635,98年东北一套80平米的房才8万
636,冰脚的感觉演真好
637,好实在
638,彪哥
639,永远活在我们心中
640,黑出感情了都
641,杠铃般笑声
642,喝不了急酒
643,拿手指头指
644,一下就站直了
645,哈哈
646,这功力，大叔就没坐踏实，肢体一直紧张，太厉害了
647,很贴近现实了
648,多少个小品黑潘长江
649,【你谁呀？喝酒呢！】
650,写信又告你………
651,这牛壁吹的！？！要买航空母舰？？
652,那时候万元户可不得了。。。。。。
653,这是极度真实的内容
654,极度真实的场景
655,日常黑潘长江
656,直接把乡长押走了
657,外号高大毛子！
658,@大张伟
659,喝酒二斤多说那话没处听
660,前方高能
661,写信告你
662,我现在找不到鞋，就想起这个小品
663,这句真牛逼
664,这是最后一句编不出来了 不是忘词
665,说卖拐后小品没深度了你是没看懂
666,这一段表演太自然了
667,这可不是忘词了，这是一种包袱
668,前方持续高能
669,卧槽句句经典
670,现在都2020年了我还是一年挣5，6万...
671,高秀敏真的厉害
672,【低下有个外国友人，他要能看懂那是真挺厉害】
673,呜呜呜这句话我爸总用来骂我
674,太经典了，越看越有味
675,哈哈哈哈
676,东北方言也有拥护就是因为啥的意思
677,哈哈 都是看完帖子来的jr吗?
678,1080都救不回来的画质
679,名场面
680,娄够了 太精辟了
681,感觉赵本山很实诚哈哈哈哈
682,2020 02 02 受疫情影响宅在家重温经典
683,后面卖拐系列没深度是因为时代不同了不能那么揭露现实了
684,以前的小品都会表达一个中心主旨的说一个人生观价值观
685,本山大叔真正的喜剧大师
686,绝对是升职了
687,这段当年笑的不行了
688,我也是2020年来的，初三夜
689,高能警告⚠️
690,哈哈哈哈哈哈
691,2020年的除夕，我来回顾经典了
692,高强度讽刺
693,讽刺力度极大的小品
694,经典台词来了
695,现在我们同事一说这个那个那个这个，后边必须说到消停年才算完。
696,小眼神儿
697,刚才是腾格尔？
698,这几句话把农村势利眼演的入木三分啊哈哈哈哈
699,潘长江：都坐下，基本操作
700,不对卤子=不对路子=前后矛盾
701,潘长江：？？？？
702,在俄罗斯找个对象，老丈人是军方大将
703,说的是乡长，前边听岔了
704,就是95年买的瓦良格号。当时春晚小品剧透，只是都不知道。
705,是因为在辽宁大连船厂改造的
706,我也喝不了急酒
707,在南极点不是哪个方向都是北么？
708,千锤百炼
709,掉凳了，记住他掉凳了
710,我小名叫大吃儿
711,虚空对线
712,接茬鬼才
713,单押狂魔
714,春晚预言
715,前方核能预警
716,当年笑死我
717,jr什么意思求大神
718,前方高能预警
719,哈哈哈哈
720,哈哈我觉的本山大叔好可爱
721,在场的管是不是特有感悟
722,把小农民形象演的太好了
723,买航空母舰去了
724,这小品真经典  
725,是yongwo  就是因为的意思
726,太精髓了 小农形象
727, 笑死我了哈哈哈哈哈
728,那是保证不挡脸才用的左手
729,躲老婆后面哈哈哈
730,蚁力神警告
731,个人认为这部小品是赵本山的巅峰
732,前方核能
733,一套房子了
734,哈哈哈
735,哈哈哈哈哈
736,升上去之后以后一喝多了就不是买航空母舰了，得买宇宙飞船了。更得瑟了
737,何庆魁的剧本大多神作
738,潘叔警告
739,咔嚓一声
740,这句应该是大众翻身得解放
741,可能乡长给的高配
742,现在再也没有押韵的小品了
743,拥务啥=因为啥=因为什么
744,我得培养他以后当我白手套A啊
745,这点特别真实
746,本山大叔演的多好
747,JR前奏 高能预警
748,法国总统
749,这个小品评奖败给了陈佩斯的王爷邮差
750,回来看辽宁号神级预言
751,老师们演得太好了，根本不像演，特自然!
752,句句高能的神作
753,那应该叫铁岭号或者象牙山村号
754,六亲不认得步伐
755,何庆魁的确是厉害
756,送战友，踏征程
757,这小品10秒一个包袱，超级经典
758,当年看只是好笑，现在看五体投地。
759,拥护就是因为的意思
760,就是挨个，就是一个接一个的意思
761,我家北京二环的小房子00年买的，才两万
762,2333333333333333
763,坐下没声，
764,当年北京一套房才多少钱
765,用为啥（就是因为啥）
766,这玩意儿，味儿才好
767,包给张贺了
768,我家七十平的房是2万
769,再也看不到这么真实的小品了
770,哈哈哈哈
771,前方高能
772,喝酒不行，上头
773,怀念高秀敏老师
774,聊城的在此
775,我小名叫小锁子
776,无欲则刚
777,高能预警
778,九十年代5-6万，买几套？？？
779,高老师永远活在我们心中
780,有辽视版，都是哼哼的最后一句
781,这个范伟演技是真好
782,说少的一看就是小孩子
783,高秀敏手上全是戏
784,后面还有一次反转 简直不要太精彩
785,总有些人自我感觉良好，以为鉴赏力多高
786,刚看到的帖子哈哈
787,刚看帖子来的 虎扑好强大b站很给力
788,本山大叔真的工装风
789,航母是从乌克兰买的
790,安排的明明白白的
791,据说忘词个头，明显是笑点
792,jr笑抽了
793,的确因为现在网络发达了
794,因为网络不发达
795,看一次笑一次
796,我喝不了急酒
797,高秀敏走的太早了，惋惜
798,jr来了，步行街的
799,赵和高都是左撇子吧
800,因为现在网络太发达了
801,哈哈哈，太经典了
802,前方高能
803,你现在就是给我喝云南白药，也无法弥补我心灵上的创伤
804,产房传喜讯，人家生（升）了
805,这小品无人能超越
806,还有筐2333333
807,高老师经典造型
808,咣当掉下一个宝石
809,说这事儿要是不答应就把我们那王八捞出来挨个放血
810,那时候的赵本山真的好
811,几百万不至于，五六十万应该差不多的
812,为了演刘老根里的药匣子，就把头剃了。
813,《父老乡亲》的歌词，演唱者是。。。
814,23333
815,这时候又神预言了。。
816,他强任他强！
817,他就是左撇子
818,哈哈哈。也是刚看了帖子。JR在此
819,最后一句是啥也是一个谜啊
820,哈哈哈哈背景音这个对对对太对了设计的好2333333
821,范伟那时候还一本正经，咋就慢慢变成彪哥了。。。。
822,戏剧冲突，全靠反转，这个反转铺垫的太棒啦
823,马冬梅的笑声和高秀敏有一拼
824,这小眼神
