,弹幕
71,给上面交税了啊
72,这就是为啥要开放三胎的原因了
73,鹤岗那才是住房，但那地方挣钱也难挣。
74,所以开放三胎
75,击鼓传花，郁金香泡沫
76,但是沿海地区还会持续不断有连清人涌入
77,08刚毕业，为了买房，快被搞死了
78,学到了～
79,政治经济学的价值……应用到如今依旧实用
80,击鼓传花
81,懂了，就是人口不够房价就涨不起来
82,未来年轻人的钱
83,是命
84,-
85,当A
86,你们以为A指的是一个人？
87,30年就翻倍了
88,梁建章：勿cue
89,八号当铺
90,所以就不买房，租它
91,m2
92,偷走了时间
93,怪不得鼓励三胎，折不动了呀
94,大四学的dcf模型
95,【折叠北京】么？
96,我觉得你说得对
97,双向打工，银行 老板 一个催账 一个催命  
98,所以有贷款的人大概率不会辞职
99,明白了
100,真正金钱买了时间
101,不买房
102,挤压其他行业的现金流
103,哈哈，不生了
104,消费别人的未来
105,庞氏骗局何时休
106,游戏交易平台都知道控制物品市场价不得超过多少
107,让他们自己承担风险损失呗
108,所以像北上广房价只会继续涨，别指望跌了
109,良心阿！
110,太对了
111,怪不得要鼓励三胎
112,我觉得三连了
113,击鼓传花
114,好家伙，万物皆可传销
115,大城市有人房价涨，小地方没人涨不起来
116,跟诈骗差不多啊哈哈哈
117,使劲卷
118,牛逼
119,卷起来
120,但是a没房子了
121,生3个
122,击鼓传花
123,没有没有，我就是自己住
124,实话，我房子是外快买的
125,万物基于传销
126,资本就是这样运行的
127,万物基于传销
128,炒房
129,退休也行
130,精辟
131,妙啊
132,哈哈哈，所以我不结婚
133,击鼓传花
134,时间
135,多米诺骨牌
136,庞氏永不过时
137,老哥太敢说了，大牛
138,精彩啊，敢于直言的老哥
139,房子还是那套房，还更旧了
140,20万不够啊
141,好家伙，也就是至少炒房的那批人拿走了未来年轻人的收入
142,击鼓传花
143,万物基于传销！！！
144,懂了
145,银行，两头吃啊
146,就是时间，压迫
147,卖出房子的那部分人再获得后者的未来现金流折现，来提回当期的人生。
148,我一学财务的，up主解释得很通透
149,这钱都是出在再当地工作的人员身上了
150,谢邀！鹤岗人
151,年金现值警告
152,击鼓传花
153,这不就是庞氏么
154,老庞你的活来了
155,银行将是最大赢家
156,赞\(≧▽≦)/
157,在B站听到家乡了
158,这部也是传销嘛
159,0.75倍，，
160,这就是套牢
161,透彻了
162,所以说，致富要趁早，机遇来了一定要抓住
163,时间反噬
164,玩蹦了怎么办
165,还有10年哟，10年后见分晓
166,当年轻人不再那么多，
167,年轻人的未来啊，因为你像美国一样转移给其他地区
168,杀富啊
169,呜呼起飞
170,真是万物皆可传销
171,有人也不带这么躁的
172,庞氏骗局
173,如果大家都不买房了  就直接爆炸了
174,所以鹤岗是个例子
175,我们的时间被富人偷走了
176,房价升值只有财产的转移而不是价值的增加
177,不会的，最后的人会拿命干活
178,没有人，没有需求，没有市场
179,庞氏骗局
180,年轻人还够用吗
181,年轻人还够用吗？
182,这是抢人大战的直接原因
183,时间递减这个思路让我醍醐灌顶
184,房子在很多城市供应量是有限的
185,疫情期间还想出国？
186,万物皆可传销
187,折不动了
188,落袋为安
189,泡沫……
190,妙啊
191,懂了
192,不能买房
193,B拿走了房子他把建造房子的时间折现了
194,银行赚疯了哈哈
195,人的未来
196,也是旁氏？
197,再买一套
198,这样就会积累矛盾
199,庞氏骗局
200,有14亿
201,庞氏了啊！？？！？！
202,未来现金折现
203,国内不够国外来凑
204,我不想参与这个游戏
205,不想被收割了
206,扎心了。。老付
207,为什么是两个
208,未来的钱
209,后浪成长手册
210,快了，危机快爆发了！！！
211,击鼓传花
212,未来现金流
213,房地产陷阱，断子绝孙之路……人口彻底扛不住之前库存清掉吧
214,哈哈哈哈哈嗝
215,你站在一个三四线城市角度来想这个问题是有道理的。
216,看城市
217,讲的太好了
218,醍醐灌顶
219,房子一直没变，ABC无限套娃，反复交税！
220,击鼓传花
221,万物基于传销
222,庞氏骗局
223,所以说会老家一般都是考公务员
224,北京折叠
225,精辟
226,玩不下去了，20年出生率破千万了
227,明白了，这就去鹤岗
228,我去
229,针不戳
230,niuniuniu
231,没底了
232,我觉得你说得对
233,原来如此
234,人口减少，放假不涨，无法折现
235,庞氏骗局破产
236,所以任泽平近恒大之后就高呼生孩子
237,讲的太清晰了
238,死循环
239,当然是拿着20万继续买房………
240,坚决不买房，更不能买二手房
241,时间成本
242,万物始于传销！！！！
243,人不够，玩击鼓传花游戏了
244,懂了
245,透彻
246,首先要有钱
247,为啥我不这么想？是因为我高尚吗
248,旁氏骗局呗
249,时间就是金钱
250,所以房价要崩了
251,通胀
252,打工租房子都不够
253,优秀啊
254,后者抛不出去了
255,击鼓传花
256,也不关开发商的事，背后推高楼价赚差价，另方式掠夺平民而已
257,御民之术
258,人们赌上未来几十年甚至一两代人来
259,张宇怎么来讲财经了
260,未来市场
261,原来是这样
262,用时间换未来
263,后路堵死再留以适当的孔隙
264,原来高速发展是透支年轻人的未来
265,折是是折磨的折
266,懂了懂了
267,懂了
268,。。。
269,打死不背贷款
270,战争
271,成本转嫁
272,庞氏骗局永远的神
273,货币的时间价值
274,深圳
275,深圳
276,新人的钱！
277,别时间了，时间是人类发明的用来度量生命的工具，
278,实际a继续买房
279,房租比公寓的月供还高
280,没人用全款几乎
281,问题是现金贬值
282,估计不会，会继续增值
283,明白！
284,能说说中国能不能搞房产税吗
285,道理都懂，要能力要资源，要行动
286,能贷款，不全款
287,靠什么提升？靠创新吗？
288,这也是为什么有利息的原因
289,这就是传销的模式啊，一旦你进入传销，要想获利就只能去坑其他人啊
290,旁氏
291,都别结婚！让泡沫破裂
292,掌声
293,银行笑而不语
294,所以不买了，老家房够住了
295,好耶
296,没事，开动印钞机就好了
297,懂了
298,完了
299,懂了，破局方法，少生，不生
300,年轻人坚持10年不买房我们的目的就达到了
301,所以，羊少了
302,还有健康哦
303,我早想 到了，我不买
304,万物基于传销
305,100万不够啊
306,杠杆的钱，未来的钱
307,我悟了
308,结论，深圳牛逼
309,就怕房价还跌了
310,不会拿那么多钱买砖头
311,理解了
312,哦
313,量子花钱
314,还有一种可能是收入不断增加
315,然后租房，若干年后一无所有。。。现在问题是资产涨得太多，不是买不买的问题
316,简单独到
317,1
318,击鼓传花
319,真敢说
320,坚决不生
321,挣的是未来的预期
322,庞氏骗局
323,干电池
324,彳亍
325,泡沫
326,A的房子是拆迁卖地来的
327,万物起源，庞氏
328,本质是将自己的快乐建立在别人痛苦之上
329,好耶
330,贷款
331,觉得语速快的可以0.75
332,北京折叠
333,拿了小钱卖了自己的未来
334,对的，听不懂的怎么想的
335,我真是为了住
336,四字成语:击鼓传花。
337,年轻人呢？
338,提供了新的思路，谢谢
339,A的房子是单位分的
340,懂了懂了
341,资本本来就是自我否定的
342,倒手的增值部分其实就是泡沫。
343,年轻人少了，这不就崩了
344,对啊，所以我觉得房子未来不会像现在这么离谱
345,这不是早就明白的事嘛
346,嗯，你这说的不是养老保险和医保吗？
347,可以建。。我村子就都是别墅。。
348,如果不买房 只租房是不是就没问题了
349,旁氏骗局
350,未来年轻人的钱
351,时间
352,债务消费，中国未来的趋势
353,最后崩了
354,08年以后美国的股市和实体也脱钩了
355,没电池了
356,毁灭吧！
357,@蚂蚁金服
358,用时间换钱。
359,三连
360,这么好的MAC放着不不录音。
361,去巴黎瑞士还不如买房
362,得到了自由
363,懂了！
364,我只是为了住房子
365,所以95后决定不买
366,庞氏骗局
367,请问A的代价是什么
368,？？
369,好家伙
370,印出来的
371,负债太可怕
372,租房子住，不要提前消费，因为你会被资产绑定。没有应付突发情况能力
373,空对空？
374,没有新玩家坑了
375,父子贷
376,父子贷
377,孙子：最终还是伤害了我
378,赚年轻人刚需的钱
379,下一代也实现自由
380,时间
381,我是刚需
382,百因必有果
383,还以为是钠盐
384,所以人口净流入的城市疯涨，人口流出的地方反跌
385,哈哈
386,根本买不起
387,不想工作了就把房子卖了嘛
388,靠工资还贷款啊
389,努力工作不如投胎投的好
390,工业的钱
391,卧槽
392,庞氏骗局
393,不靠工资靠什么？
394,牛逼
395,又来个10万亿的大放水
396,国之大坑
397,别生了，哈哈哈，不玩就好了
398,开发商相当于中介 是服务机构
399,这不考研数学张宇么
400,那岩同款毛衣？
401,贩卖焦虑
402,现在不行，国外疫情严重
403,一线城市房价还会升
404,还好我家全款
405,中国年轻人有青春吗？？？
406,花呗不也一样吗
407,租房子挺好的
408,房地产金融化
409,脱手折现
410,我也以为是张宇
411,一堆人恍然大悟的样子。。
412,击鼓传花
413,那房价跌了怎么算?
414,金融危机要来了吗？
415,不生孩子就好了哈哈哈
416,庞氏骗局
417,房地产变传销
418,老一辈工厂会分房子
419,张宇？
420,原来我是那颗韭菜
421,到时候我也死了
422,未来的钱
423,张宇老师？
424,别高兴太早，泡沫总会破的
425,真的，只有不生孩子，房价就会降
426,就是旁氏
427,没未来了，真的
428,卷
429,引进高端人才
430,老板在想要不要换新车
431,所以出生率下降就玩完
432,点赞了
433,泡沫
434,这些都是老美玩过的，最终是大资本家赚到钱了。
435,那怎么办
436,一下子明白了电影时间规划局的意思
437,大哥原谅我，你的眼角太美
438,天下之治乱，不在一姓之兴亡，而在万民之忧乐。
439,a也要工作啊
440,别说了别说了
441,城市发展的红利
442,青春跟房子相比一文不值
443,庞氏骗局
444,诶，就没有年轻人了
445,过分
446,年轻人现在少了
447,他还住了呢
448,一言以蔽之，周瑜打黄盖。
449,未来的钱
450,醍醐灌顶啊
451,我就是靠工资
452,所以这和房子有啥关系
453,恭喜加入传销(doge)
454,好了，我房子卖了，出去旅游了
455,闭环不了。要跳出循环，很简单。从上往下
456,还没成之前（都叫空想主义）
457,基础逻辑不对，即现金本身会贬值，即现金涨了，但是实际购买力增长并不多。然后，房价并不一定涨
458,所以都不买房就ok了
459,等再涨了卖了我时间就来了呀
460,击鼓传花
461,但是有家庭，有小孩，身不由己
462,所以就是炒房的只想让别人把自己的工作做了，他就不用上班了
463,还好我从来不借钱
464,还好我抢到了青岛5600的人才公寓
465,基础设施
466,人口流入型城市房价会越来越高 比如一线和新一线
467,真相是我还没老婆
468,不会倒的买就是
469,能买的尽快买
470,这怪不得年轻人追明星赚快钱，
471,全民炒
472,这个观点应该早十年提出来
473,时间移民¿
474,鹅城的税都收到三十年以后了
475,牛逼
476,并没有收入。。
477,借：固定资产 未确认融资费用 贷：长期应付款
478,生产力提高了
479,这人有点像张宇
480,不允许卖，不就完美了嘛，我真是个天才。
481,货币超发
482,不生孩子就是我们最后的抵抗
483,80万房子卖100万，哪里有赚20万，除非当初全款买的
484,问题来了，谁获利了，房地产商，银行，还有不能说的名字
485,中国所谓的发展就是在透支年轻人的未来？
486,北京折叠
487,侥幸心理
488,追涨杀跌的心理作用
489,那你们有没有考虑过房子还可以住。是实体，能产生价值。
490,房涨了之后我眼里根本没老板
491,给你三连！！！
492,牛逼
493,年轻人做错了什么
494,还好早点买房了
495,一般人不靠工资去偷去抢，一般人哪来本钱投资
496,加快城镇化进程
497,前面的，a可以有10套房子
498,不上涨更好
499,万物基于传销
500,这就是开放三胎的根本原因？
501,未来的钱
502,得到别人的时间！！！
503,庞氏骗局
504,大部分房价还在涨
505,击鼓传花
506,庞氏
507,2013年以后
508,庞氏
509,手捧雷
510,透彻啊
511,庞氏骗局
512,这跟传销一样、一瓶水卖给你2块你卖给下一家4块.最后无限翻翻.就看什么时候崩盘.
513,dcf
514,山海关
515,天呐
516,哭了
517,很明显现阶段新生代的人口远低于过去
518,卷起来
519,房价涨太快怎么办，答，放弃买房。
520,最终导致的是崩盘
521,别说那么高大上，直接说借钱不容易理解吗，什么未来现金流
522,万物基于传销，庞氏骗局！
523,肯定有极限的
524,让我们坚守不买房子
525,人不够坑了233
526,这击鼓传花游戏玩的好啊
527,老师牛逼
528,去幼儿园砍小朋友可以让房价下降吗？
529,人力资源是第一资源
530,你买我的楼，我就买回你的楼
531,击鼓传花
532,国家级传销
533,庞氏骗局
534,金字塔不就是传销模式吗
535,背上房贷的员工都比较老实，随便老板骂不敢吭声
536,没关系，提升以后年轻人的收入也可以解决问题
537,反正最后接手的就是倒霉蛋
538,牛啊。这是一个大神
539,折
540,庞氏骗局
541,不要结婚生孩子免得被别人折现了
542,所以别贷款买房？
543,时间？那叫工人的剩余价值应该更符合点吧
544,北上广深房价不可能降
545,银行高高兴兴数钱
546,钠盐是你吗？转行做金融了？
547,我觉很对
548,那我除了工资只剩下父母的存款了
549,万物基于传销
550,厦门什么情况
551,首付不打工来，难道去抢吗
552,眼神飘忽不定，必定六亲不认之人
553,上海已经涨疯了
554,鹤岗都能买就是都不买
555,哈哈哈哈，闭环了
556,指数增长
557,金融资产
558,上海要塌
559,所以那岩本体是毛衣？
560,好耶
561,庞氏
562,就是把明天的钱提前透支给一些人了
563,庞氏？？
564,骨折
565,A又买了一套120万的房
566,你这里面少了一个货币超发变量
567,大学毕业生创历史新高
568,再也不生了
569,懂了
570,也就是失去了自由
571,所以不买房吗
572,年轻人少了
573,击鼓传花
574,庞氏骗局
575,预期
576,老庞氏了
577,北上广怕没人？
578,A只有一套房的话那他没未来
579,万物基于传销
580,总结就是：买不起房的一群人人跑到一线去抬高了房价，还抱怨房价太高
581,天天都白干
582,a的房子来自于拆迁
583,银行的钱是谁存的?
584,银行贷款
585,这不传销嘛，哈哈哈
586,通胀出
587,当然是屏幕前的你啦
588,年轻人的未来收入
589,说白了就是卖命
590,泡沫呀
591,现在的繁荣是虚假繁荣
592,超发货币
593,然而人口实实在在的在减少
594,要跌了，准备好
595,懂了传销组织
596,卷啊卷
597,章鱼？
598,城市化
599,以后最多的就是房子
600,人口越来也少，击鼓传花玩不下去了
601,0.75倍速刚好
602,起鸡皮疙瘩了，说白了就是一个个人在透支另一批人的未来
603,我悟了大师
604,下线
605,醍醐灌顶
606,赚时间
607,懂了
608,银行印的杠杆
609,生啊
610,你这个模型里缺了时间拥有者：地主
611,醒醒，你没有未来
612,你错了，做生意同样不如炒房
613,鼓励二胎哈哈哈哈哈哈哈哈
614,你们才看清楚，其实还有更高维度的看这些事
615,所以鼓励多生，反正我不生
616,好像08年次贷危机，没有新韭菜入场的时候就是崩溃的时候
617,庞氏骗局
618,头发没打理
619,房子就一套，你怎么在2个年轻人手中拿？
620,20w利息可还行
621,拉不动了
622,征收资产税可不可以嘛
623,哈哈哈哈哈哈
624,但是房子也住了，也是真的
625,发展科技
626,那我明白了，一手房东才是最后赢家
627,怪不得我家拆迁不给房子了……
628,哈哈哈哈哈哈哈哈哈哈
629,所以，不要买房
630,这不就是经济里面的财务净现值
631,跟股票一样
632,真敢说
633,饮鸩止渴？
634,还可以通过印钞票呀
635,真的是庞氏骗局
636,庞氏骗局啊
637,来呀互相伤害呀
638,类似传销庞氏骗局
639,没钱怎么炒？
640,以前买房两夫妻，后来买房借亲戚，现在买房还三代息
641,非一线二线城市的年轻人就不要拿房价来找借口了
642,西伯利亚度假村表示赞同
643,底特律表示赞同
644,听到我想求天网给世界来个末日算了
645,这样压榨彼此的人吃人世界 最好局是【世界末日】
646,20万多看了一场电影，也是感受世界
647,可以发货币
648,饮鸩止渴？
649,击鼓传花
650,短期靠金融，长期靠人口
651,但是货币会贬值
652,庞氏骗局
653,全款买三套房，不存在这问题
654,目前有
655,不对，没有考虑a的房子从哪来
656,更可怕的是现在年轻人都不想生了，年轻人越来越少
657,说到底还是靠吃别人的肉，我表示不齿
658,问题是女方一定要房子，咋整
659,结论：北上深还要涨
660,最后一个人套死了
661,直到年轻人，无法生存在城市
662,万物基于传销
663,鹤岗人在此
664,自带1.5倍数
665,内卷啊
666,折腾年轻人
667,保护
668,庞氏骗局
669,击鼓传花，没人接手就盛自己路
670,高端旁氏骗局
671,底特律
672,泡沫刺破尽然是年轻人
673,因为借贷，所以房价涨的更厉害
674,我也是这么觉得！
675,A的房子是父母给的零花钱买的
676,还有个C，中了500W买了这房，这账怎么算？
677,这才是现在鼓励生育的根本原因
678,城中村自建房表示真羡慕你们这些需要买房的人！
679,感谢爹妈，让我有胆量踹前主管
680,大家被绑架了
681,急需重新洗牌
682,头发
683,我耳朵出问题了？
684,凝结于商品中的无差别的人类劳动
685,懂了  单身挺好
686,货币超发出来的钱
687,将学校为住宅配套，改为为单位配套，父母在哪上班，孩子在哪上学，可解决带孩子、学区房等问题，有助于减轻养孩成本。
688,但是未来50年人口基数是递减的
689,哇，这就绑定了
690,一个是印钞票，一个是让生孩子
691,原来是 生活与命
692,哦。。。。
693,万物皆可庞氏骗局
694,当下劳动赚钱效率太低了
695,可是我真的是靠工资买的房，2020年
696,所以真要抑制房价，把房贷年限降成最高10年，就搞定了
697,折不动了
698,这个角度好   点赞
699,跟庞氏骗局一样
700,通货膨胀啊，贷款买房肯定比全款划算
701,超发的货币
702,金融是工具宝贝们，就是菜刀你可以切菜但也可以杀人
703,消费者那里开的
704,那通过什么买房？
705,变相传销
706,谁说钱买不来时间的？
707,科技美学
708,我连人都是资本家的
709,厦门的房价有没有戏？
710,这不跟传销是一个道理吗
711,我以为是张宇
712,一个房子七十年
713,所以大城市抢人
714,汽车
715,击鼓传花
716,修
717,砸喽
718,庞氏骗局
719,哇槽
720,时间
721,可惜A只卖了79万
722,出生率很低了现在
723,工资不够
724,我还以为科技美学
725,钱不够用
726,房子可以升值
727,不好意思我全款
728,老师好棒 学习了
729,劳动价值需要时间，衡量劳动价值是采用金钱
730,所以，赶紧鼓励生育
731,差点以为是刘玄德
732,那没有超过呢
733,A的房子是资本原始积累。
734,三胎开放
735,这左右声道。是真的折腾
736,时间
737,庞氏骗局
738,我买房子没这么想
739,付老师，能不能别剪这么狠，语速够快了
740,哈哈哈
741,旁氏
742,这个不只要看全国大市场，还要看区域市场，说到底，房价都是年轻人用脚投票的结果
743,精辟
744,双声道妙啊
745,付老师买了几套
746,一线城市折二线，二线折三线，三线折农村，新城区折老城区
747,在这样的模式下，最终的结果就是
748,说的对
749,结论短时间内大差不差，但是推导的过程其实是有问题的
750,刚需啊！
751,大余进
752,用我的生命来为你圆梦
753,现在年轻人聪明了，不买房了，所以急眼了
754,所以银行才是罪魁祸首呗←_←
755,冷血
756,08年我五年级……MD
757,然后就金融风暴？
758,那A一开始的房子是从哪来的呢？
759,伪命题，A前期不买房的话哪来的房卖给B
760,不上涨符合国家利益
761,卷起来了
762,老旁氏了
763,是不是也得考虑通胀
764,不，我只需要一个人就可以，加杠杆啊，加，给我使劲加
765,哈哈哈哈哈哈，内卷
766,哈哈，现在年轻人不够用了
767,但是A的前提是他已经有多一套不住的房子
768,A买房的钱哪来的？A住哪？
769,新房呢
770,移民才是最终出路
771,可劲的贷款套现，多到一定程度了别人兜底
772,好家伙思路清奇
773,得到快乐
774,通涨的钱
775,这个是不对的，因为通货会膨胀……
776,想去鹤岗养老
777,真相了
778,通胀因素呢？
779,到金字塔了
780,赚的未来
781,再挣一个亿
782,所有的价值都是劳动者的劳动时间创造的。
783,00后比90后少了4700万 半个亿
784,不全对，不仅仅是人口，还有社会生产效率。原则上因为社会生产效率一直的提升，基础物价就会一直提升。
785,鹅城
786,买了土地的钱
787,加入货币超发的因素，这模型就是错的
788,问a房子哪来的真不知道以前拆迁户分几套吗
789,资产重新分配，持有核心资产的赚了
790,泡沫破裂
791,房贷利率是低于通胀水平的
792,不买房也得工作啊，不然吃啥
793,还有税收没算
794,不生了，都变鹤岗
795,不生了，叫你涨
796,危险发言
797,张宇？
798,内卷
799,声音时大时小
800,有道理
801,别庞氏了，你们懂庞氏么？
802,现在a买房时b还没成年或其他原因，b买房时房子已经100w
803,又是鹤岗，能不能好好去了解乡镇这几年炒房
804,每次交易税怎么不说？
805,税收呢？银行的按揭呢
806,最后都不还了，银行破产
807,还不是通货膨胀，是泡沫
808,bubble的形成
809,货币超发的钱
810,借贷100万，未来不足
811,通胀了
812,人口密度
813,日本，韩国出生率低于1
814,过了3年房价从100万涨到了150万 
815,所以，不买房，谁也折不到我
816,底特律
817,说的对
818,不买不买
819,这说法还是根据经济学和社会学理论方面的影响，更关键的是人均幸福指数是会下降的，并不是你幸福吗这种问题，而是社会上普遍生存压力过大，因为都在透支消费
820,恶性循环，最终结果就是生存压力大，新生人口减少，人口老龄化，社会发展缓慢，整体过程金字塔从底层一层一层抽掉一样
821,a的房子来自于前期血腥的资本积累
822,金字塔结构
823,我觉得你说得对
824,我觉得你说得对
825,赚的是最后一个人的钱
826,cx游戏
827,都是泡沫
828,张宇？？？？
829,印钞机啊
830,击鼓传花
831,房子哪止涨了20万，翻了三四倍
832,人家只是举个例子
833,行啊
834,金字塔骗局
835,20万感受世界想多了，
836,从实体经济里挤来的
837,未来没有那么多人可以供折了
838,借未来二三十年的钱现在花
839,所以这是仿的传销模式
840,年轻人才是真正的资源
841,这不是庞氏骗局吗
842,也是因为银行只认房产，导致房子成为了金融工具
843,燕郊人不服
844,哈哈，懂了
845,庞氏骗局吗
846,2倍速，付总很上道嘛
847,时间好贵啊…
848,北上广深永远有
849,泡沫
850,多数的普通老百姓都是自住，这套逻辑说的通，但是实际不是这样的
851,剪辑有问题，声道一直在变
852,到底生产了什么啊？
853,这个音响……一跳一跳的
854,庞氏
855,奥特之舅
856,房子多了，炸了不就又涨了
857,万物皆可传销
858,a与b的未来很像
859,谢谢
860,没有未来了
861,我的天，饶舌啊
862,说白了金融就是庞氏骗局嘛
863,极端操作，甚至内乱
864,所以，房价不降，人口不增，
865,所以大城市在涨
866,懂了，去一线买房最保险
867,这样不对
868,这不对，房子只能卖给一个人，再多的人也折不了。
869,泡沫呗
870,对，所以4.5线城市的房价涨再高也没用，没工作机会社会资源，人口净流出，总有一天人口出问题了房价就炸了
871,所以说啊，万物基于传销，哈哈哈
872,a赚20万后会去买z200万的房子帮z打工还银行贷款
873,农村不让建别墅
874,通货膨胀，供需关系，时间价值
875,所以买房之前你是睡大街的？
876,大不了回老家
877,时间是最大的成本
878,卖了环游世界啊
879,B给A打工
880,那A吃完喝完等死咯
881,贷款
882,万物基于传销
883,200w卖了不行？
884,赚的是未来的钱。
885,简单，全款买
886,先来它一个亿
887,现代社会的地主与佃户
888,击鼓传花
889,外汇也不是万能神药，重要的是要形成生产力和财富
890,鼓勵:躺贏，就開始…
891,合法传销哈哈
892,懂了 不买房
893,相当于超发货币
894,没有房子
895,A拆迁来的呀
896,得到现金流
897,时间
898,这是我一直想学的
899,出生率大于死亡率，则房涨。
900,庞氏骗局
901,赚的下一代的钱
902,就是中等收入陷阱
903,房东—现代地主
904,都21年了还相信房子不是炒的这句鬼话呢
905,我想问，房子都一样么？鹤岗100平房子抵的过上海10平的房子么
906,合法传销哈哈
907,说到底银行赚了
908,资本抢的不是钱，抢的是人的时间
909,靠抢银行么？
910,禁止套娃
911,可是我没房子住啊
912,按B站规矩，先三连
913,赚的是未来的劳动力
914,十几年利率更高工作更辛苦，现在随便干个外卖工资都比我以前工资高
915,就是我现在了！
916,鹤岗还是贵了
917,所以，上海房价不会降
918,A卖80？B买成100？
919,庞氏骗局在高纬度就不是犯罪
920,p2p拉下家
921,房贷是绝大部分人一辈子最大的杠杆，用好这个杠杆，有机会达成社会阶级提升，给别人讲太宏观的东西就是害人。
922,付总也来b站啦
923,去大城市打工，回来买房的没见到过，都是高知白领公家背景退休的能买起，再就是孩子在国外的能买起
924,挣钱的目的当然是为了花钱
925,不同意，中国人完全可以不消费
926,有点道理，但是现在房价一致看多
927,这是在工资水平差不多的情况下
928,就是没有房贷就大家都没有负担，有房贷就是绝大部分人背上负担
929,击鼓传花
930,逐渐超纲
931,庞氏骗局
932,庞氏骗局也靠人口
933,庞氏骗局
934,然而现在生育率下降到平均值以下，未来年轻人不会多反而更少
935,所以现在国家鼓励大家去生育
936,张宇？
937,贷款让我不敢跳槽换工作，虽然现在的工作已经毫无激情
938,我觉得可以卖掉人口多地方的房子去叶孤城当城主
939,庞氏骗局直呼内行
940,都是设定好的，打工挣钱吧，都创业入坑的更多
941,我用房子贷款了，千万别跌
942,找c
943,c呢
944,折不动了
945,那A的房子哪儿来的？
946,难道还房贷不算热血青春的一种表现 
947,金融泡沫了解一下，虚高罢了，如果无法换成外汇就是一堆混凝土
948,普通人未来的钱
949,时间规划局
950,国家印的啊
951,那岩同款毛衣
952,说到房价，总有人跳起来，动蛋糕了
953,农村几层的房子补发证件了，你使劲涨吧。
954,租就不用打工，不用透支么？这是一个假命题
955,问题来了，如果不买，纯租，到最后更一无所有
956,为钱打工
957,庞氏的味道
958,庞氏骗局
959,所以现在鼓励多生
960,日本人当年可能也是这样想的，房子永远不跌
961,A是天
962,马后炮，现在房价已经涨到天花板了，不可能大涨了
963,卷
964,所以北上广房价不会降
965,刚需是不会用来折现的
966,说这么多就是因为没钱
967,不，我不这样想，我买房就是为了住，涨不涨无所谓
968,击鼓传花
969,深圳 
970,泡沫钱
971,但是做主要的点是A拥有基础的一套房子
972,时间规划局
973,但是他有房子
974,赚的未来啊
975,懂了，房价要跌
976,万物基于传销
977,妙啊妙啊
978,我不买还不行吗
979,点个赞新的知识点
980,所以你要跟他学理财，让他攒钱买房
981,是通货膨胀
982,透彻
983,行小伙子
984,那时候酒开放外资对房地产和土地的投资
985,不买了
986,A这个时候还能用80买同样的房吗？
987,已经折不了了
988,卷
989,崩盘
990,还有c呢，c是不被纳入统计的.因为c全部都在偏远农村
991,解锁新词：内折
992,祖宗留下来的
993,击鼓传花
994,请问A的房子怎么来的
995,传销，哈哈哈
996,付老师的视频声音会出现环绕声，不知道如何解决
997,卖方赚的是市场估值的钱。
998,5000万
999,卷！
1000,万物基于传销
1001,付老师牛逼！所以一定要在能不停折现的城市买房
1002,醍醐灌顶啊
1003,“A把80万的房子卖给B”
1004,好像传销，不断地发展下家
1005,有了北京折现的画面.....
1006,付总都来b站了……
1007,太厉害了！佩服up的角度和论证！
