,弹幕
78,我看帅气慵懒，又有点温柔
79,Eminem:你说什么？
80,安妮海瑟薇失散多年的兄弟
81,哈哈哈哈安妮海瑟薇失散多年的兄弟
82,该来的总会来的
83,哈哈哈哈哈哈名师出高徒笑吐了
84,哈哈哈哈哈侮辱性极强
85,茶道赛高快给我咕噜咕噜
86,我当时害怕极了
87,经典老番
88,这里就不用the(滴)了吧
89,啊哈哈哈Eminem是得意门生
90,Cet4录听力的英语老师
91,《rap god》
92,《rap god》
93,标题里也有咕噜咕噜哈哈哈哈哈
94,眼神都温柔了
95,阿姆咬字好清晰啊……
96,经  典  永   流  传
97,反复鞭尸
98,真的好像安妮海瑟薇哈哈哈哈哈哈哈哈
99,安妮海瑟薇哈哈哈哈哈哈哈哈
100,好家伙安老师越来越会整活了
101,好的我知道了安妮海瑟薇
102,姆爷音很清晰的啊
103,So I choose you (doge 
104,初音未来的消失
105,好就决定跟这个老师学英语了
106,帅气➕温柔
107,姆爷直呼内行
108,哔———————（一种拟声词）
109,开始广告植入（狗头
110,我们英语老师还有方言的口音
111,我就知道是她哈哈哈哈哈哈
112,她这学生可就厉害了doge
113,这个老师是抖音上的，叫理塘英语角
114,《Rap God》
115,终于来了，万恶之源
116,无缝衔接
117,重点来了
118,up主笑得好苏啊
119,你可以谷歌一下咕噜咕噜（狗头）
120,梅开二度哈哈哈哈哈哈
121,咕噜咕噜～
122,md安安太可爱了，为什么笑得这么治愈
123,高情商：特色 低情商：有病
124,《你肯定不行》
125,还有人在等她念全称，我已经开始笑了
126,开 始 吟 唱
127,《特色》
128,金 典 老 番
129,只听懂了最后一句
130,毫无违和感
131,我怎么听到了 阿拉斯加的山巅
132,梅开二度
133,安老师，能出一期牟老师的嘛！
134,好家伙，快@六秒八句姐
135,小妹妹说得好可爱
136,又是她哈哈哈哈哈哈哈哈
137,这里视频剪了一下，看来海瑟薇老师还是笑场了哈哈哈哈哈哈哈哈哈哈
138,印度的英语是最正宗的（doge
139,咕噜咕噜，好可爱，哈哈哈哈，
140,尴尬而不失礼貌的微笑哈哈哈哈哈
141,哈哈哈哈哈哈梅开二度
142,名师出高徒
143,经典吟唱
144,《你啃电不行》
145,这是在漱口水吗？？？？？
146,小孩子的声音太好听啦
147,my god 笑死我了 咕噜咕噜
148,啊哈哈哈哈哈咕噜咕噜太可爱了
149,太高估我了，根本听不懂
150,Eminem：WTF？
151,笑疯了哈哈哈哈哈哈
152,爱来~
153,哦~
154,哦~
155,《尴尬》
156,半夜要笑死我
157,感觉“t”都咬得有点重
158,每个音都发了出来
159,其实老师可能都是fendi哈
160,安妮海瑟薇你回来了
161,哈哈哈哈哈哈哈哈经典围巾
162,公开处刑
163,我们老师说的英语连我们都听不懂
164,特意放0.5倍还是啥也听不清
165,ROSS：？？？？
166,哈哈哈哈哈哈已经在笑了
167,Andrew=gorgeous 
168,哇，好帅啊。而且中文讲的也是挺好的。
169,哈哈哈哈哈哈饭给爷笑喷了
170,这就是我英语老师了
171,印度人还说我们应该多向他们学英语（？）
172,这个侧颜好帅
173,哔哩哔哩
174,我开始笑了哈哈哈哈哈哈哈哈哈
175,我开始笑了，你们呢哈哈哈哈
176,你太可爱了吧
177,有一说一，发音清楚真的很重要
178,管它中式还是英式，在目前这些孩子这个阶段说的已经可以了
179,姆爷觉得这布星
180,卧槽笑喷了
181,坎油踹？
182,我可以：略略略略略略略略略略
183,标准中式发音
184,梦幻联动
185,阿姆直呼内行
186,这好，这是我妹想到的
187,哈哈哈哈哈哈哈哈人才
188,名场面啊哈哈哈
189,Google~咕噜咕噜~
190,我就知道哈哈哈哈哈哈哈哈哈哈哈
191,你好可爱啊哈哈哈
192,说实话，挺想学的，想成为rapstar
193,大师念咒
194,那个老师我记得好像是疫情期间的一个教育片，老师在大山里没信号就和她老公跑到山顶上，老公在树上收信号，老师在树下讲课
195,我已经猜到结局了
196,开。始。吟。唱
197,我已经开始笑了
198,我已经知道是谁了哈哈哈哈哈哈哈哈哈哈哈
199,听力考试就需要这样的
200,疯狂暗示
201,姆爷知乎内行！
202,忍不住了，哈哈哈
203,一个敢教一个敢学
204,茶道表示有被内涵到
205,哈哈哈哈跟机关枪一样
206,@茶道赛高
207,哈哈太可爱了吧
208,我确实不行哈哈哈哈哈哈
209,哈哈哈哈哈名场面
210,卧槽哈哈哈哈哈哈哈哈哈哈
211,经典咏流传
212,《你肯定不行》
213,that‘s is wrong哈哈哈哈哈哈哈
214,你好安德鲁卡帕
215,好可爱的男孩子
216,爱了，很有修养
217,有点帅啊
218,学生很牛啊哈哈哈哈
219,哈哈哈哈哈哈哈经典重现
220,好帅，我承认他比我帅
221,咕噜咕噜
222,咕噜咕噜~
223,我已经开始笑了
224,听见没有，李阳！对说的就是你！疯狂英语的那个！
225,完全没有连读，但是很清楚
226,救命 你好可爱 好帅！
227,咕噜咕噜还挺可爱的
228,受不了了 每一次笑的时候就摸一下后脑勺 我我我啊啊啊！
229,懂了，找说话快的老师我可以变成Eminem
230,笑起来好暖
231,初音未来的消失(误
232,春节快乐安德鲁
233,安安无语
234,安安好帅 我直接自信hi老公（doge
235,我就知道！哈哈哈哈哈哈哈哈哈哈哈哈
236,哈哈哈哈哈哈哈哈哈砍油踹
237,咕噜咕噜哈哈哈哈哈哈哈哈哈
238,我们口语老师第一节课讲的
239,哈哈哈哈哈哈哈是这很绝
240,哈哈哈这才是咕噜咕噜本噜吧
241,我直接自信：嗨，老公！！！
242,hhhhhhhhhhhhhhh笑得确实苏
243,这个，，我们好像也学过
244,把阿姆炸出来了！！！
245,完全一致
246,你好帅啊我哭了学什么英语啊呜呜呜
247,笑死我了哈哈哈哈哈哈哈
248,有点帅啊小哥哥
249,反复鞭尸
250,等一会，大家先慢慢看，我家烧的水开了，我去弄一下……
251,我头笑掉了
252,我就是为了看帅哥
253,笑起来真好看
254,笑死啦哈哈哈哈哈哈哈
255,这英语比我厉害
256,卧槽真帅啊
257,看安安笑就好治愈
258,rap queen哈哈哈哈哈哈哈
259,不能说毫无关系，只能说一模一样
260,口音嗓音好评啊啊啊啊啊！！！
261,叫哔哩哔哩
262,啊啊啊啊up笑起来好帅！是我未来男朋友对我笑的样子
263,笑的好暖啊我天
264,哈哈哈哈哈哈哈哈太草了
265,人类迷惑行为
266,耶，这个背景音乐
267,哈哈哈哈哈哈哈哈哈哈不愧是你
268,哈哈哈哈哈哈我已经开始笑了
269,55笑起来好好好看
270,哈哈哈哈哈哈哈哈救命
271,阿巴阿巴，加密通话
272,giao好帅！！！！！！！
273,哈哈哈哈哈太皮了
274,can you try哈哈哈哈
275,太可爱了吧
276,我已经开始笑了
277,srds！姆爷真的好帅！！！！
278,哈哈哈哈哈哈哈哈哈救命
279,破防了
280,经典老番
281,我没听懂
282,还真像安妮海瑟薇
283,I CAN
284,好温柔
285,高情商
286,好家伙
287,三观很正
288,埃米纳姆直呼内行
289,这说的就很清楚
290,Eminem直呼内行:-)
291,经典永流传
292,好喜欢他这样笑啊
293,哈哈哈哈哈哈
294,XQC
295,梦幻联动
296,扶眼镜
297,很懂嘛!
298,美国不同地方也有不同的口音，和塑料普通话一样
299,《忐忑》
300,帅哥你谁
301,哈哈哈哈哈哈哈哈牛逼
302,一模一样
303,哈哈哈哈哈哈哈哈笑死我了
304,毫无违和
305,又帅又可爱啊我死了
306,哈哈哈哈哈哈
307,哈哈哈哈哈好可爱
308,哈利波特
309,这个尾音太重了
310,咕噜咕噜哈哈
311,咕噜咕噜是肚子饿了吧
312,咕噜灵波~
313,表白BGM-talk
314,突然想学！！！
315,我已经开始笑了
316,java语言
317,帅哥（*/∇＼*）
318,安妮海瑟薇
319,我有预感是不是几秒好多句
320,高情商
321,帅哥你谁
322,哈哈哈哈哈我看过这个视频，笑死了
323,这句我也会
324,不行这个真的要笑死
325,梅开二度
326,这里好帅！
327,再来亿遍
328,梦幻联动
329,情商高
330,我已经开始笑了
331,嗨，老公！！！！
332,咕噜咕噜叽里咕噜
333,提前笑场
334,经典永流传
335,超喜欢你说英语
336,Andrew好帅！！！！！！！
337,We can’t choose 
338,很温柔
339,哈哈哈哈哈哈哈哈名场面
340,安妮海瑟薇好帅啊
341,我男朋友说咕噜咕噜的样子真帅
342,帅哥你好
343,现在的英语高考听说就是特别讲速度
344,白人饶头
345,救命哈哈哈哈哈哈哈
346,我喜欢up好温柔
347,藏族小朋友
348,青出于蓝
349,先笑为敬了
350,哈哈哈哈哈姆爷上身
351,他的学生是要去说RAP吗
352,建议去看看6秒挑战十句英语
353,戴fendi的老师能差到哪儿去
354,公开处刑
355,我已经开始笑了
356,哈哈哈哈哈哈哈太草了
357,前方超高能预警
358,哈哈哈哈哈哈哈哈哈哈哈要笑yue过去了
359,又来了又来了！！！
360,哈哈哈哈哈哈哈哈high
361,我觉得有口音。但是没什么关系
362,哈哈哈哈哈哈哈哈哈哈
363,哈哈哈，我就知道是她
364,笑岔气了不行啦
365,老rapper了
366,燃起来了
367,来了来了
368,越来越帅了！！
369,开幕雷击
370,恐怖如斯
371,真的好像安妮海瑟薇
372,我喜欢安妮海瑟薇老师~
373,一模一样
374,老师在哪教英语呀
375,这不是佳慧第一章节里收音机里的声音吗
376,叽里咕噜叽里呱啦
377,开幕雷击
378,安安侧颜好好看～
379,对我不行我不行
380,哈哈哈哈哈哈我就知道是这个
381,帅哥你谁
382,好可爱啊你
383,up这样笑好帅啊
384,我快笑疯了
385,茶道赛高
386,日语咕咕噜
387,听懂
388,初音未来的消失
389,大学同班有一位我认为说的比我好的同学，但是大家更喜欢听我起来读课文，就是因为我的语速很适中。
390,哈哈哈哈哈哈就哈哈哈哈哈哈
391,救命哈哈哈哈哈哈
392,Andrew真的好帅
393,笑死了
394,哈哈哈哈哈哈哈哈哈哈哈哈哈哈
395,笑死我了
396,越来越离谱
397,救命哈哈哈哈哈
398,我听不到啊啊啊
399,我就是来看帅哥的
400,埃米纳姆哈哈哈哈哈
401,GK！
402,哈哈哈哈哈哈哈哈哈哈哈哈哈哈
403,Rap God！！！！！！！！
404,三Q歪瑞嘛吃
405,名场面
406,rapper！
407,咕噜咕噜
408,hhhhhh我是他学生的学生
409,辱姆了哈哈哈哈哈哈
410,哈哈哈哈哈哈
411,名场面
412,考高分就可以…
413,好温柔
414,当场死亡
415,这个0.5倍，我都没听清
416,前方核能
417,这个镜头太帅了啊啊啊我没了
418,高情商
419,这是rap吗红红火火恍恍惚惚
420,安安笑得好好看
421,ABCde阿波斯蒂
422,好可爱呜呜
423,哦牛
424,咕噜咕噜
425,azazazaz
426,我已经开始笑了
427,好可爱！！！！！
428,好棒的老师
429,哈哈哈哈哈哈哈
430,海瑟薇
431,前方高能
432,Eminem哈哈哈哈哈哈
433,哈哈哈哈哈哈哈哈哈哈哈哈
434,我听不懂啊
435,选你可以嘛！！
436,待定区眼桥是病娇。
437,咕噜咕噜
438,？。。。我听不懂
439,藏族同胞啊
440,哈哈哈哈哈
441,笑死了救命啊
442,名场面
443,车老师警告
444,他好帅！!!
445,好家伙
446,前面的，真的好像安妮啊哈哈哈哈
447,哈哈哈哈
448,说的多了就快了
449,初音未来的消失hhhhhhhhhhhhh
450,好帅！！
451,老师可以听一下vtuber张京华的英语吗，想知道他的英语在母语英语的人看了是不是特别厉害
452,这男的好像安妮海瑟薇
453,哈哈哈哈哈哈哈哈哈
454,该来的总会来
455,哈利波特？
456,安老师好帅啊
457,我全都要
458,哈哈哈哈哈哈哈哈哈哈哈
459,别笑，日语的谷歌也是这么读的，也是咕噜咕噜
460,安妮海瑟薇
461,哈哈哈哈哈哈哈哈哈
462,绝了这
463,提前笑呵呵哈哈哈
464,哈哈哈哈哈哈哈哈哈
465,帅哥你好
466,哈哈哈哈哈哈哈哈
467,安妮海瑟薇
468,有预感了
469,笑死我了
470,ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
471,猜到了哈哈哈哈哈
472,好温柔哦
473,我为啥要try哈哈哈哈哈～ 
474,哈哈哈哈哈哈哈哈跟我想的一样
475,老活哈哈哈哈哈哈哈
476,不能说一模一样只能说完全一致
477,发型好看！！
478,皱眉头
479,是藏族ya！
480,开始吟唱
481,up真的好帅啊……
482,好温柔
483,前方高能
484,车老师铁霉粉了
485,提前 哈哈哈哈哈哈
486,好可爱！！！！
487,太可爱了
488,哈哈哈
489,哈哈哈哈哈哈哈哈
490,哈哈哈哈哈哈！！
491,名场面
492,哈哈哈哈哈哈哈哈哈哈
493,帅哥你谁
494,哈哈哈这歌好听的
495,埃 米 纳 姆
496,这个什么意思？不知道，你咕噜咕噜一下
497,可以去学rap
498,哈哈哈哈哈哈哈哈哈哈  咕噜咕噜
499,哈哈哈哈哈哈
500,我学会了，咕噜咕噜
501,0.5都听不清？！
502,来了哈哈哈哈哈哈哈哈哈哈哈哈
503,初音未来的消失
504,哈哈哈哈哈哈哈哈
505,双厨狂喜
506,哈哈哈哈哈哈哈哈我知道了
507,哈哈哈哈哈哈哈哈哈
508,草哈哈哈哈哈哈
509,哈哈哈哈哈哈哈哈哈哈笑死直接笑死
510,哈哈哈哈哈哈
511,好可爱
512,砍油揣？
513,我指定是不行了
514,您好可爱
515,哈哈哈哈哈哈
516,我没有听懂！
517,哈哈哈红红火火恍恍惚惚
518,我不行我不行哈哈哈哈哈
519,哈哈哈哈哈哈哈咕噜咕噜
520,哈哈哈
521,Google
522,哈哈哈哈哈哈
523,有点帅哦
524,裂开了呀
525,哈哈哈哈哈哈哈哈哈哈哈哈
526,哈哈哈哈哈哈哈哈哈
527,名场面
528,我直接自信，嗨，老公！
529,新说唱没你我不看
530,哈哈经典
531,我选咕噜咕噜
532,咕噜咕噜
533,哈哈哈哈哈哈哈笑死我了
534,哈哈哈哈哈哈
535,哈哈哈哈哈哈哈哈哈哈哈哈哈
536,茶道赛高
537,哈哈哈哈哈
538,哈哈哈哈哈哈哈
539,帅哥
540,哈哈哈哈哈
541,名场面
542,哈哈哈哈哈哈哈
543,进度条
544,古咕噜
545,哈哈哈哈哈哈哈靠
546,好家伙
547,hhhhhhhhhh
548,哈哈哈哈哈哈哈哈哈哈
549,经典
550,哈哈哈哈哈
551,谷歌
552,草哈哈哈这个
553,是藏族的
554,哈哈哈哈就
555,哈哈哈哈哈哈哈哈
556,卡油踹~
557,好帅气哦
558,？？？
559,哈哈哈哈哈哈
560,哈哈哈！
561,提前砍油踹
562,我全都要
563,？？？？
564,但是发音不太标准，还是应该去国外的语言环境里学
565,kaishil
566,发音好好
567,我不行我不行哈哈哈哈哈哈
568,名场面
569,哈哈哈，印度总说中国英语不标准
570,哈哈哈哈哈哈哈哈
571,典中典
572,好家伙
573,Eminem请求出战
574,哈哈哈哈哈哈哈
575,哈哈哈哈哈哈哈哈
576,哈哈哈哈哈
577,笑死了
578,哈哈哈哈哈哈哈哈啊哈阿米纳姆打钱
579,Google
580,高能预警
581,哈哈哈哈哈笑死我
582,安妮海瑟薇
583,嗨！老公
584,前方高能
585,哈哈哈哈哈哈
586,笑死我了
587,？？！
588,名场面
589,车迟弹道
590,这不就是我们老师吗
591,哈哈哈哈
592,哈哈哈哈哈哈哈哈哈哈哈哈哈哈
593,哈哈哈哈哈哈
594,我笑死了
595,哈哈哈哈哈哈
596,没有对比就没有伤害。。
597,高情商
598,rap god（雾
599,哈哈哈哈哈
600,哈哈哈太喜欢安安了
601,救命哈哈哈哈哈哈
602,来了来了
603,开幕雷击
604,笑死我了
605,五年级狂喜
606,笑死我了
607,三克油
608,坎油踹？
609,哈哈哈哈哈
610,开幕雷击
611,说的挺不错的
612,哈哈哈哈哈哈哈哈堪忧踹？
613,梦幻联动
614,哈哈哈哈哈哈
615,哈哈哈哈哈哈哈哈哈尴尬
616,终于来了
617,啊吗粽！
618,必须发音
619,梅开二度
620,大悲咒
621,我需要0 .1倍速
622,Google Chrome
623,姆爷附身了
624,哈哈哈哈哈我又来了
625,还是没有那味
626,好帅好帅好帅好帅好帅好帅好帅好可爱好帅好帅好帅好可爱好帅好帅好帅好帅好可爱
627,哈哈哈哈哈哈哈哈哈哈
628,哈哈哈哈哈哈哈
629,哈哈哈哈哈哈
630,哈哈哈哈哈哈哈元
631,好帅啊啊
632,我全都要
633,这个有意义吗，这么快
634,终于来了
635,你好帅啊
636,哥哥好帅
637,哈哈哈哈哈哈哈哈哈哈哈哈哈
638,可爱
639,哈哈哈哈哈哈哈哈
640,哈哈哈哈哈哈哈哈哈哈哈哈
641,哈哈哈哈哈哈哈哈哈草
642,我知道我肯定不行
643,哈哈哈
644,好可爱
645,名场面
646,好窒息啊
647,帅
648,我没有，我听不懂
649,ohhhhhhhhhhh
650,哈哈哈哈
651,哈哈哈哈哈哈哈哈哈哈哈哈
652,你还挺帅的
653,哈哈哈哈哈哈哈哈哈哈
654,哈哈哈哈哈哈哈哈哈哈哈哈
655,哈哈哈哈哈哈
656,咕噜咕噜～
657,@茶道赛高
658,？？？
659,哈哈哈哈哈哈哈哈哈哈哈哈
660,哈哈哈哈
661,BGM爱了
662,哈哈哈哈
663,谷歌
664,哈哈哈哈哈哈哈哈哈哈哈哈哈哈
665,经典老番
666,我好爱海瑟薇的颜
667,咕噜咕噜
668,啊哈哈哈哈哈哈
669,哈哈哈哈哈哈哈哈哈哈哈哈哈哈
670,哈哈哈哈哈哈哈
671,哈哈哈哈哈哈
672,bgm好评talk
673,背景BGM是啥啊啊啊
674,蜘蛛侠？
675,哈哈哈哈哈
676,hi哈哈哈哈哈哈哈
677,哈哈哈哈哈哈
678,哈哈而过
679,好像。。海瑟薇？
680,你好帅啊
681,哈哈哈哈哈哈哈哈哈
682,来了来了
683,好帅！
684,哈哈哈哈哈哈哈
685,好看!
686,日本也叫咕噜咕噜
687,哈哈哈哈哈哈
688,哈哈哈哈哈哈哈哈啊哈
689,好帅呜呜呜
690,哈哈哈哈哈哈哈
691,哈哈哈哈哈哈哈哈
692,说的也太好了叭
693,哈哈哈哈哈哈
694,名场面
695,哈哈
696,笑死我了
697,Bgm Talk
698,These two both important. 
699,我猜到了
700,经典老番
701,可以
702,高能预警
703,哈哈哈哈哈哈哈哈哈哈哈哈
704,cool
705,哈哈哈哈
706,哈哈哈哈哈哈哈哈哈哈哈哈哈
707,哈哈哈哈哈哈哈哈哈哈哈
708,开屏暴击
709,坎油船‘
710,@mr杨
711,连读没有了
712,哈哈哈哈哈哈哈哈哈哈
713,哈哈哈哈哈哈哈
714,哈哈哈哈哈哈哈哈哈哈哈哈哈哈
715,xqc
716,hhhhhhhhhhhhhhhh
717,pronunciation
718,开屏雷击
719,哈哈哈哈哈哈
720,哈哈哈哈哈哈哈哈哈哈哈哈哈
721,哈哈哈哈哈哈哈哈哈哈哈我笑抽了
722,哈哈哈哈哈
723,@Mr.yang 杨家诚
724,哈哈哈哈哈
725,Cindy？
726,哈哈哈
727,哈哈哈哈哈
728,哈哈哈哈哈
729,帅！
730,啊这
731,哈哈哈哈哈哈咕噜咕噜
732,哈哈哈哈哈哈哈哈哈哈
733,哈哈哈哈哈哈哈哈哈哈
734,哈哈哈哈哈
735,哈哈哈哈
736,哈哈哈
737,哈哈哈哈哈哈
738,慢？
739,砍优踹?
740,哈哈哈哈哈哈哈哈哈哈哈哈哈哈
741,前方高能
742,哈哈哈
743,哈哈哈哈哈哈哈哈哈
744,GK
745,哈哈哈
746,蜘蛛侠？
747,Gollum! Gollum! Gollum 
748,哈哈哈哈哈哈哈
749,咕噜咕噜
750,_
751,哈哈哈哈哈哈哈哈哈哈哈哈哈哈
752,哈哈哈哈哈哈哈
753,哈哈哈哈哈哈哈
754,这里好帅
755,OMG
756,忐忑
757,哈哈哈哈哈哈哈哈哈哈哈哈哈哈
758,bgm是talk！
759,哈哈哈
760,哈哈哈哈哈哈哈哈哈哈哈哈
761,哈哈啊哈哈
762,哈哈哈哈哈哈哈哈哈哈哈哈哈哈
763,哈哈哈哈哈哈哈
764,咕噜咕噜
765,哈哈哈哈哈哈哈哈哈哈哈哈哈哈
766,哈哈哈哈哈哈哈哈哈哈
767,哈哈哈哈哈哈哈哈
768,咕噜咕噜
769,哈哈哈哈哈哈
770,哈哈哈哈哈哈哈哈哈
771,哈哈哈哈哈哈哈哈哈草
772,笑死了
773,好帅
774,笑死我了
775,牛壁
776,哈哈哈哈哈哈哈哈
777,不好的预感
778,老师好帅啊
779,哈哈哈哈哈哈哈哈哈哈哈哈哈哈
780,哈哈哈哈
781,姆爷附体
782,哈哈哈哈哈哈哈
783,好帅啊！？
784,哈哈哈哈哈哈哈哈哈
785,哈哈哈哈哈哈哈哈哈哈哈哈
786,哈哈哈哈哈哈
787,哈哈哈哈哈哈哈哈
788,哈哈哈哈哈哈哈
789,危
790,好棒啊
791,安安好帅 我直接嗨老婆！
792,草哈哈哈哈哈哈
793,你今天好帅
794,帅帅帅帅帅
795,我起了啊哈哈
796,我就知道是她
797,哈哈哈哈哈哈哈哈哈哈h
798,哈哈哈哈哈
799,哈哈哈哈
800,经典
801,哈哈哈哈哈哈哈哈哈哈哈哈哈哈
802,哈哈哈哈哈哈
803,鹅鹅鹅鹅鹅
804,咕噜咕噜
805,帅
806,我觉得有点快。。
807,哈哈哈哈哈哈哈
808,好帅啊
809,哈哈哈哈哈哈哈哈哈哈
810,哈哈哈哈哈哈哈哈哈哈哈哈
811,up好帅
812,哈哈哈哈哈哈哈
813,哈哈哈哈哈哈哈哈
814,我裂开了
815,哈哈哈哈哈哈哈哈哈哈哈
816,哇你好帅
817,@杨老师
818,哈哈哈哈哈哈哈
819,很棒啊
820,哈哈哈哈哈哈哈哈哈哈哈哈哈哈
821,哈哈哈哈哈哈哈
822,哈哈哈哈哈哈哈哈哈
823,哈哈哈哈
824,wow
825,important
826,哈哈哈哈哈哈哈哈哈哈哈哈哈
827,茶道赛高
828,希望是个1
829,哈哈哈哈哈哈哈
830,咕噜咕噜
831,不是英式
832,笑的好好看啊
833,哈哈哈哈哈哈哈哈
834,哈哈哈哈哈哈哈哈哈哈哈哈哈
835,@茶道赛高
836,哈哈哈哈哈哈哈哈哈哈哈哈哈哈
837,哈哈哈哈哈哈哈哈哈哈哈哈哈
838,你好可爱啊
839,咕噜咕噜
840,哈哈哈哈哈
841,哈哈哈哈哈哈哈哈哈哈哈哈哈哈
842,你好帅
843,好帅呀
844,茶道赛高
845,哈哈哈哈哈哈哈哈哈哈嗝
846,哈哈哈哈
847,好红红火火恍恍惚惚哈哈哈哈
848,安妮海瑟薇？！
849,好帅
850,咕噜咕噜
851,我直接嗨老公
852,啊！好帅！！
853,咕噜咕噜
854,哈哈哈哈哈哈
855,咕噜咕噜
856,哈哈哈哈哈哈哈哈哈哈哈哈哈哈
857,咕噜咕噜
858,哈哈哈哈哈哈哈哈哈哈
859,你币有了
860,哈哈哈笑死了
861,哈哈哈哈哈哈哈哈哈姆
862,我来听英语
863,哈哈哈哈哈哈哈哈哈
864,Em
865,红红火火恍恍惚惚哈哈哈哈哈哈哈哈是她
866,哈哈哈哈哈哈哈哈哈嗝
867,好帅啊
868,我好像猜到是谁了
869,好可爱
870,哈哈哈哈哈哈哈
871,哈哈哈哈哈哈哈哈哈
872,哈哈哈哈哈哈哈哈哈哈
873,哈哈哈哈哈哈哈哈哈
874,好棒啊
875,哈哈哈哈哈啊姆
876,咕噜咕噜
877,好帅
878,哈哈哈哈哈哈哈哈哈哈哈哈
879,哈哈哈哈哈哈哈哈哈哈
880,咕噜咕噜
881,0.5提醒
882,哈哈哈哈哈哈哈哈
883,好可爱
884,好帅
885,哈哈哈哈哈哈
886,哈哈哈哈嗝
887,好像也还可以
888,哈哈哈哈哈哈
889,Eminem附体
890,睫毛呜呜呜
891,我裂开了
892,妈耶真帅
893,哈哈哈哈哈哈哈哈哈哈
894,帅
895,哈哈哈哈哈哈
896,咕噜咕噜
897,哈哈哈哈哈哈哈哈哈
898,哈哈哈
899,勒克莱尔
900,好帅啊
901,哈哈哈哈哈哈
902,I can’t even understand 
903,咕咕噜
904,哈哈哈哈哈哈
905,哈哈哈哈哈哈
906,哈哈哈哈哈哈哈哈哈哈哈哈哈哈
907,哈哈哈哈哈哈哈
908,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
909,???????
910,我认输
911,热乎
912,啊哈哈哈哈哈哈
913,哈哈哈哈哈哈哈哈
914,你好帅啊
915,好帅！！
916,哈哈哈哈哈哈哈哈
917,特色
918,好帅
919,阿勒
920,你好帅
921,哈哈哈哈哈
922,你好帅
923,哈哈哈哈哈哈哈哈哈哈哈哈
924,哈哈啊哈哈
925,六妙
926,哈哈哈哈哈哈哈哈
927,哈哈哈哈哈哈哈哈哈
928,哈哈哈哈哈哈哈
929,经典
930,哈哈哈哈哈哈哈
931,安安
932,真的帅
933,笑死我了
934,哈哈哈哈哈哈哈哈哈哈哈哈哈
935,笑yue了
936,哈哈哈哈哈哈哈哈
937,艾米阿姆
938,哈哈哈哈哈哈六六六
939,up好可爱
940,哈哈哈哈哈哈哈
941,Hahahahahahaha
942,哈哈哈哈哈哈哈哈哈
943,哈哈哈哈哈哈哈哈哈哈哈
944,我笑死了
945,哈哈哈哈哈哈
946,哈哈哈哈哈哈哈哈哈哈
947,哈哈哈哈哈哈哈哈哈哈哈哈
948,咕噜灵波！
949,哈哈哈哈哈哈哈哈哈哈哈哈哈
950,哈哈哈哈哈哈哈哈哈
951,哈哈哈哈哈哈哈哈
952,哈哈哈哈哈
953,哈哈哈哈哈哈哈哈哈哈
954,咕噜咕噜
