,弹幕
100,时空穿越 活动限定
101,水 滴 皮 肤 和 章 北 海 皮 肤 赠 送
102,史诗级
103,限定皮肤
104,帝 国 猎 魔 战
105,贵族尊享·晶莹蓝宝石
106,我已经感到窒息了
107,排行榜前三限时限定
108,首充获得
109,赫  卡  提  亚
110,二 周 年 限 定
111,马化腾：冲100年VIP立得这些皮肤
112,荣耀典藏..暂无获取方式
113,豪华年会员专享
114,脱   水
115,就莫名有一种要走向灭亡的感觉
116,年 费 专 属
117,商城限时购买获得（288元）
118,绝对零度活动限定
119,海神活动限定
120,月食活动限定
121,《R     E     D                G      l      A      N       T》
122,卡冈图雅限定
123,累计充值一百元获取
124,小人：救命我要被太阳热死了
125,科技公司限定
126,蓝钻限定
127,抽奖获得
128,草 莓 味 阿 尔 卑 斯
129,宝箱夺取
130,活动限定
131,中秋限定
132,！！！星际穿越
133,黑洞不算星球（狗头保命）
134,冥王之空活动限定
135,海洋世界活动限定
136,飞星不动
137,传说宝箱1%的概率获得(传说宝箱一箱就要1万个宝石)
138,在此界面开通SVIP获得一个月使用权
139,蓝钻限定
140,通过《流浪者.海王星》系列自动解锁
141,活动限定
142,传说限定
143,宇宙限定
144,水瓶座狂喜(？)
145,蓝钻限定
146,内测限定
147,究极扭蛋星球获得
148,Q Q 大 会 员 限 定
149,参与策划限定
150,首充任意金额获取
151,注意金星是反着转的！
152,天  王  遥
153,这上面有地球博物馆吗？有的话氪爆。
154,敬请期待……
155,人：我TM
156,《星球》
157,小人：？？？？？
158,新手礼包
159,荣耀典藏抽取
160,累充获得
161,首充获得
162,武 器 A
163,只有官方制作人员才能解锁
164,宇宙之星兑换
165,寒冰要塞通关获得
166,人：什么鬼东西……无所谓了
167,水晶兑换
168,美丽水世界联动获取
169,解锁流浪地球章节可获得
170,草莓雪王圣代蜜雪冰城知乎内行
171,无人深空玩家已经想进去了
172,四周年限定
173,VIP 3 限定
174,流浪地球 活动限定
175,一周年限定
176,终 生 VIP 限 定
177,可惜命题就限制了数量不能是三个
178,吞噬这不是结束，而是开始
179,三       体
180,天呐被星际穿越支配的恐惧
181,无获得方式！
182,被踢出群限定
183,新闻联播
184,老玩家限定
185,战令限定
186,月球这两个字有那个味儿了
187,     贵     族     限     定     
188,苏     联     版     图
189,土  萌  萤
190,火  野  丽
191,星光璀璨活动获得
192,机械神教
193,世界末日限定
194,我每次梦到星球都很害怕
195,月卡获取
196,暂无途径获取
197,血红圣诞
198,小——人——
199,武器A太草了哈哈哈哈哈哈哈哈哈
200,典藏
201,怒斥吧，怒斥光的消逝
202,MIUI土星壁纸doge
203,海王星看起来就很贵。。。
204,年费VIPs限定
205,最爱冥王星了！很神秘的！
206,水  野  亚  美
207,太阳真绝
208,中秋节限定皮肤
209,这个真漂亮
210,VIP3免费获取
211,天王星色
212,传奇VIP限定
213,琉璃之夜活动获得
214,草莓圣代！！！
215,贵族二获得
216,罗辑快乐星
217,戴拿奥特曼联动获取
218,首充六元获取
219,哦哀乐观积极分子全体不
220,海王星永远滴神！！！
221,卧槽太阳好可怕
222,感觉要窒息了
223,贵九专属
224,再来个三体限定
225,经   典
226,经典皮肤
227,冰蓝梦想
228,老玩家限定
229,登录七天即可解锁
230,雷迪亚兹进入直播间
231,海  王  满
232,月  野  兔
233,官方绝版
234,初始皮肤
235,能不能有武器A？
236,草好绝
237,奥特之星
238,反向细节
239,感觉海王星下面和上面转的方向不一样，是我的错觉吗（懵逼jpg
240,获得成就五杀
241,DX3906——玫瑰星——/什
242,我怎么感觉月亮在发光(✧∇✧)
243,【战神连胜100场并终身限定 虚无才是一切 敬请期待】
244,【流浪地球限定专属】
245,【梦幻琉璃拱顶  黄金段位获得】
246,真的美，有一种无限星空的浩瀚感
247,S6赛季皮肤
248,夺魂之王降临
249,其实木星也有星环，只是太小了看不见
250,首充获得
251,卡 冈 都 亚
252,三日同辉
253,贵三专属
254,卡鲁斯的妹妹下赛季上线
255,巨物恐惧当场去世
256,殖民太阳系是吧
257,钝角限定
258,这个功能
259,好漂亮
260,血色苍穹，太酷了
261,爱心
262,至臻
263,pluto！！
264,648十连抽，满二百抽保底
265,天王星压轴
266,天王星和海王星都好美
267,哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦
268,老三体了都
269,小马哥快来给我们换皮肤吧
270,敬请期待
271,绝了这个
272,天王星颜色不对吧，天王星是灰白色的啊
273,奖池限定
274,中秋限定
275,伴生
276,BGM星际穿越好评
277,玉米地好评
278,月球是黑暗限定
279,理想城:都市星球
280,土星最美！！！！！！！！！
281,地球上最后一个人类
282,腾讯：得充钱
283,这首音乐针不戳
284,武器a
285,人才啊你们
286,看不见我（doge）
287,啊啊啊啊啊海王星好好看
288,默认
289,小人（冷静）
290,本命来了
291,[ohhhhhhhhhhhhhhhhhhhhhhhhhhhhh]
292,荣耀典藏
293,cv0
294,木  野  真  琴
295,武         器             A
296,下面的人：wdnmd 
297,月球作弊好吧
298,好的你没了
299,情人节活动获得
300,阿姨压一压
301,集齐全部获取
302,小人：你不要过来啊
303,额
304,那个人应该已经死了
305,头6618是个最大的黑洞。
306,日之呼吸，继国缘一
307,等一下，他就把你吃掉
308,不要温柔的走进那个良夜
309,虽然小人到底站在哪个星球
310,副本扫荡获取
311,首充获取
312,月亮完美诠释了什么叫一白遮百丑
313,嫦娥计划限定
314,人：wdnmd
315,卧槽你不要过来啊啊啊啊
316,活动专属
317,哇塞这个好漂亮啊（*/∇＼*）
318,哇！！这个好漂亮（*/∇＼*）！！
319,玻  璃  拱  顶
320,你不要过来啊(」゜ロ゜)」
321,塞德娜就像火山女王但是颜色不一样
322,情人节限定
323,黑洞不是洞
324,是什么波？（你还走不走）
325,冥王之心
326,夸父追日 活动限定
327,逃出地狱 活动限定
328,三 体 II·黑 暗 森 林 雷 迪 亚 兹 章 节 完 结 自 动 解 锁
329,黑人：牛顿哭了
330,会员专享
331,这小人是e总吗
332,活动专属
333,深 岩 墓 室
334, 这是我要给你的 宇宙级别的浪漫
335,这是我要给你的 宇宙级别的浪漫
336,土 味 十 三
337,这个金星会骂人吗？
338,塞拦泡澡3======1
339,脱水！脱水！
340,死 神 永 生
341,不要温顺地走进那良夜
342,SVIP专享
343,猩红之球
344,那兄弟肯定很慌
345,那么请问小人站在哪里（doge）
346,小人:我是高Way
347,脱水
348,脱水
349,脱水的同志们hhh
350,令人窒息的开机
351,好友分享
352,天王好美啊……不愧是水瓶座的星球
353,呐，现在要开始脱水了哦
354,准备脱水喽doge
