,弹幕
218,这么晚还在看
219,我是2025年的
220,哈哈哈哈哈
221,66666
222,哈哈哈
223,不错
224,1
225,中年危机啊
226,三十好几了
227,等级压制
228,这一会、儿
229,可以用nvm管理node版本 害挺好用的
230,哈哈哈哈
231,太年轻
232,中间层
233,呀（yarn）
234,全栈工程师
235,php表示不服
236,讲的好详细啊
237,别瞎说，我没有
238,爪哇
239,2020？？不是2050吗
240,真相了
241,下载2050
242,盲猜老师25
243,开心
244,MVVM
245,现在2022年了
246,6666  竟然是昨天更新的视频
247,单线程处理高并发？？？
248,nice
249,哈哈哈哈哈
250,中端
251,开心+1
252,药水哥
253,deno
254,几十年。。。
255,怕了怕了
256,？？？
257,还没呢
258,直接2.0
259,有道理
260,wc
261,哈哈哈，讲的真好
262,no的
263,厉害厉害，环境变量
264,好详细啊
265,promise+async
266,应该是后端开发技术吧？
267,上课上的有点开心
268,学校上课不能加速
269,2.0倍数 正好食用
270,noder noder
271,noder
272,为什么有点困了
273,直接1.5倍速
274,好快
275,药酱
276,保护
277,eeeeeeeeeeeeeeeeeeee
278,、
279,太真实了
280,deno支持更好
281,node.js
282,一巨二二二二二二二二7
283,打呼的声音？
284,棒棒哒
285,1
286,？？？？
287,？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？
288,爱了爱了
289,直接2.5倍
290,？？？
291,已经开始害怕了
292,123
293,no的
294,？？？？？？
295,？？？
296,hhhh
297,黑屏吗
298,真的想外放
299,w 2021 - 9 - 15
300,？？？
301,2倍住
302,直接 50.0
303,郭澳一爱了爱了
304,2020-12-05
305,2020-11-15
306,？？？？？？？
307,node
308,？？？？？？？？？？
309,不1.5没法看
310,2012年的路过。。
311,no得
312,？？？？？？？？？？？？？？？？？？？？？？？？？？
313,耨的
314,？？？？？？？？？？？？？？？？？？
315,haha
316,？？？
317,？？？？？？？？？
318,000
319,？？？？？？？？？？？
320,速度太慢
321,no的
322,deno
323,？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？
324,????????
325,deno
326,?????????
327,？？？？？？？
328,？？？？
329,非阻塞IO模型
330,怎么没什么弹幕
331,微软手机525我买过 垃圾的一笔
332,low的？
333,农民工前来学nodejs
334,0.5倍很性感
335,老师是台湾人吗
336,去学英语吧 隔着学程序？
337,看不起php？
338,4103年报道 现在地球已经被人工智能占领了 我现在正偷偷学习有朝一日推翻它们的统治
339,kp
340,node 不是 js 是
341,家人们 今天几月几号
342,。。。有点太自以为是了，资本家肯定看重高效，而不是只是这种原因，只是这种原因还用什么新技术
343,一直盯着上面的蓝色小球。。
344,巴适
345,<h6>我小吗<h6>
346,good
347,先找环境变量，再找目录，子目录
348, 第一次有up讲这个原理
349,异步非阻塞
350,第一次接触nodejs
351,把车门焊死谁都别想下车！
352,<h1>我大吗</h1>
353,"node单线程可以做分布式,高并发?别搞笑了"
354,你笑什么
355,"为什么用NODE? 我也想用JAVA啊,可惜我不会~"
356,"node是个运行环境,但是这个运行环境封装了一些方法,可以让你通过js的代码去对数据库进行增删改查"
357,加中间层有啥好处呢？
358,真实
359,前端技术人员想干到技术总监，几乎是痴人说梦
360,取下耳机才确定 没有外放
361,你胖吗
362,郭澳一
363,2021/1/4 有16个老哥在看？
364,?
365,刘波？
366,不看你去自己拍个视频
367,吹牛逼吧
368,声音听起来舒服
369,你不对劲
370,mmcw
371,webpack简直了，不会用
372,太啰嗦了
373,好啰嗦呀，光一个介绍就讲半个小时
374,非阻塞。。。。。。。
375,有人没睡的吗？
376,直接就开车？？？？
377,我是手机看的，今天11月16日21:01
378,睡一觉加速一节课
379,老师废话有点多
380,后端就数据库啥的，前端就html页面
381,别闹
382,js 牛逼
383,你怕吗那个留一下
384,。。
385,乐于分享
386,？
387,low 的
388,你怕吗
389,npm
390,您配吗(npm)
391,卧槽你想看我女朋友们?
392,哈哈哈这字想鬼画符一样
393,有点惨
394,有点东西
395,很多老外也都读爪哇
396,变色了吗？
397,抓我
398,太难了
399,您配吗
400,看起来这个老师英语不怎么的呀
401,npm pip
402,干得漂亮
403,真实
404,就这么教？
405,2050?学编程从小蝌蚪抓起？
406,NODE不是一门语言...是目前最简单的全栈式语言。   到底是不是所以?
407,闸瓦
408,有人吗
409,发车了
410,芽儿嗯
411,MWM
412,no  的
413,看不懂
414,全干工程师
415,小视频？
416,不是说觉得不行了么
417,有人么
418,一言不和就开车
419,牛逼吗
420,牛逼吗
421,直接关弹幕
422,天天保护，**上脑？
423,太可怕了
424,去污粉
425,没人
426,耳朵怀孕了
427,保护周淑怡
428,我怀疑在来车
429,确实
430,老陈
431,良心up主
432,种子?
433,星期一晚上这么多人看吗
434,人才
435,这音频 我带着耳机以为外放了
436,七老八十。。。
437,呵，你别听啊
438,没有种子
439,没人
440,??
441,弹幕人均哈弗清华
442,弹幕人均大佬
443,你怕吗
444,自己讲的都笑起来了
445,你行你来呗
446,deno再观望一下吧
447,语言还称不上
448,手把手教学
449,求源码
450,老师语速有点慢 2倍速度刚好
451,感觉被冒犯
452,这个发音真是很有感啊
453,种子，哈哈哈
454,药郎才尽
455,给我冲
456,开车？？？
457,啂的
458,有人吗
459,真实。。
460,有点东西
461,刘波？
462,恐怖
463,可怕
