,弹幕
362,伞兵一号卢本伟准备就绪
363,机器学习的基础i就是数学呀
364,生物统计前来报道
365,高斯分布，高二数学
366,机器少一点
367,想起了csapp
368,来了
369,大神
370,+!
371,南理工材料本科报道
372,我大二上学期结束，反正能看懂50-70左右
373,西瓜书并不好，说推导简单易懂不如李航统计学，说深度不如PRML和MLAPP
374,帅死了
375,大神太强了
376,西瓜
377,花书
378,田神和李宏毅
379,花书
380,MIT保安报道
381,来来来
382,PRML我看过
383,eang
384,李宏毅讲的很清晰
385,杰克琼斯同款T恤。。
386,？？？
387,什么是三联
388,37
389,6666
390,大佬啊
391,来了来了
392,字好好看
393,没有机器学习基础看这个能懂吗？
394,31个人
395,我要这币有何用
396,加油！
397,看不懂高斯分布怎么办，需要先看什么
398,第一个视频22个朋友过来了吗
399,感谢！
400,先三连，再看
401,龚俊清爹报道
402,hh我是秦皇岛人但不是东秦的
403,同济硕士报道
404,、、、、、、、、、、、、、、
405,苏大的，+1
406,翻译得不好吗？
407,东秦在这！！！！！
408,好帅啊
409,凌晨四点，14个人
410,杭电小硕来了
411,加油自己
412,看个弹幕笑死我
413,哈
414,不熟悉233
415,pattern recognition
416,周志华永远滴神
417,a
418,csapp 不错
419,20个人
420,22章了
421,国科大研究生
422,花书
423,2022-01-01
424,窝工大二报道
425,北矿报道
426,csapp课别提了呜呜呜
427,watermelon book
428,西瓜书
429,CUST新生报到
430,YHF一刷
431,这不是硕士的课么
432,中科大少年班报道
433,南航博士报道
434,现在22章
435,没有东秦学子？
436,东秦学子集合
437,花书
438,花书
439,牛逼
440,西瓜
441,对的
442,老师是不是挺紧张
443,51个小伙伴，你们好！
444,为什么我的是20章呀
445,第二遍。。
446,好诗
447,还有37个正在看
448,1.5倍正好
449,大数据18报到
450,你们好呀
451,二倍速食用
452,经济统计报道
453,开始学习了 加油22年1月22号
454,东秦？
455,我买的窝瓜书
456,666
457,别卷了
458,ESL太难
459,我买的冬瓜书
460,。。。
461,是花书
462,西瓜书
463,西瓜书
464,38在看
465,来了
466,花书
467,好的呢，果然我是来凑数的，轻轻跪下。
468,51个，，，
469,HIT来看看
470,牛大博士+10086
471,第二版有22章了
472,hhh
473,12.16.20:42
474,机器学习
475,花书
476,机器学习
477,西瓜书
478,是花书吗
479,这个瓜好不好呀？
480,666
481,李佳航?
482,我爱机器学习
483,我爸叫曹志华，我应该有点机器学习天赋吧
484,带专
485,太强了 大佬
486,黄志华
487,西南交大来报道
488,你们听着噪声大吗
489,西瓜书好难啊，多少吃不消
490,带专
491,带专
492,我妈吞了个手机，本胎盘正在看
493,明白了 改名叫达也行
494,胎教
495,李宏毅讲的偏DL更加直观 适合入门 没有
496,是我老公
497,硬train一发的你别走哈哈哈哈哈哈哈哈
498,你们不要再吵了
499,老公
500,这个叫老公的是个抠脚大汉吧
501,圣经不是prml么
502,Up主的课最好
503,这个老师的课最好
504,马德华
505,马志华我叫
506,西瓜不好啃啊
507,你可真行
508,hit小菜鸡
509,机器学习扫地僧 不留姓名
510,machine learning a probabilistic perspective
511,你们这些改名的是不是也是统计派的？
512,就是这个视频
513,难啃是基础不行，补数学去吧
514,"别231n了,泛泛而谈,看完了啥也不会"
515,跪了
516,老婆
517,王志华
518,李宏毅怎么你了，就不能提了？
519,声音好小
520,大司马老师好
521,大司马
522,想知道大家为什么赖学这个
523,】
524,带专都是人上人
525,大佬
526,带专路过
527,硕士学过，读到博士回来看
528,弹幕总能出来几个超越21世纪的存在
529,有没有李子源
530,请叫我夏志华
531,齐鲁工业大学本科毕业生来学习
532,nku来学
533,黄渡理工本科生报到
534,在想要不要学习
535,x' 读作 X-prime
536,加州理工前来报到
537,统计学习方法看谁的比较好
538,统计学习方法看谁的比较好
539,统计学习方法看谁的比较好
540,统计学习方法看谁的视频比较好
541,苏大研究生报道
542,带专加一
543,博士还看？
544,实在是太强了！
545,北交大报道
546,养老院老人路过
547,是我老公
548,老公
549,带专
550,生信本，计科研
551,志华牛
552,我正在看
553,EM算法我学了三遍就是没学会过
554,这就改名叫志华
555,硬train一发
556,果然看绪论的人多 20210602
557,老公的那个笑死我了
558,山大临床医学七年制报道
559,您好厉害
560,别一天到晚李宏毅李宏毅了，烦不烦
561,膜拜大佬
562,哪本适合入门
563,好湿
564,这叫顺口溜
565,来  大家先跪下听
566,弱鸡报道
567,我听不懂这些是不是不能学人工智能了
568,假笑天王
569,东北大学秦皇岛分校
570,小迷弟来了
571,一看就老程序猿了
572,浙大炸博报道
573,脑子就是书
574,跪了
575,频率派和概率派，子
576,一看就像大佬
577,更准确 笑了 就你懂 装什么逼 好好看
578,真这个东西没用
579,rf
580,大佬说的这些网课可以去哪看昂？
581,老公，我来了
582,大司马是你么
583,thu来学学
584,收藏比赞多
585,有上交的吗
586,大佬你好
587,一点儿?
588,mlapp全名叫什么
589,南邮渣博报到
590,这就是大佬吧
591,为啥叫圣经
592,翻译的垃圾
593,西瓜书不好看
594,山威跨专业研一小弱鸡报道
595,我浙大工控的
596,同浙大的，你们哪个专业的
597,浙大博士+1
598,浙大博士 报到
599,大专生来报道
600,混！
601,大家都是单生狗吗
602,这么多人正在看
603,大神，收下我
604,飞雪连天射白鹿 笑书神侠倚碧鸳
605,不止学废了，学傻了都
606,新版扩充了
607,脱发圣经
608,大佬
609,小学生路过
610,大1  就是我
611,带专，国中
612,zzh
613,都忘了，还得重回小学二年级深造
614,这个老师上课太逗
615,老马是你吗？
616,稀疏啥啥？
617,专科路过
618,小学三年级
619,小学三年纪
620,你看了多少东西我去
621,初中生可以看吗？
622,今天开始初学机器学习 加油
623,加油 奥利给
624,主讲是何人？
625,带专
626,大佬大佬
627,真大佬
628,好多人
629,字变得越来越抽象了。。。
630,看他就行了
631,徐老师的视频本站就有，很好
632,讲得很好 概念很清晰
633,阿婆主的声音很好听，有磁性，让人有听下去的欲望。
634,太强了吧  脑子全记下来
635,都看了，还来这干啥
636,张志华的课根本听不懂
637,听起来就不这么无聊了
638,逻辑
639,PRML
640,大佬公告里面有个算法群，大家有兴趣的加入哦~~
641,什么身份？
642,收藏大于点赞+投币+转发
643,李宏毅 机器学习里的宅男之光 
644,光看弹幕吵架，都没好好听了
645,怎么翻译不重要，重要的是你学废了吗
646,37人你们好
647,徐亦达老师的github网站是？？？
648,神经网络是黑箱
649,心理学的走过
650,脑子里装着一张学习线路图。。太厉害了
651,这大佬都觉得可能看不下去了。。。。
652,hh一看就是我们理工男的口诀
653,还有这么多人在看， 不是假的吧
654,神经网络模型的似乎不多啊，
655,"42,報道"
656,大佬
657,deep
658,"看过李宏毅老师的课,挺好的"
659,貌似course上有
660,李宏毅老师老二次猿了
661,是UP主本人吗
662,大爷
663,白嫖失败
664,20200214情人节开始
665,这么多人在看呢？
666,大佬
667,看就看呗告诉谁
668,大很多吧
669,能别杠吗，logit probability是odds ratio，logistic regression就是逻辑回归
670,进来膜拜一下
671,李宏毅是个死宅！
672,大佬
673,圣经
674,来了。老弟
675,跪了
676,你真无聊
677,真的看不下去
678,看不完呀
679,膜大佬
680,逻辑回归你是杠精吧
681,打扰了
682,大佬
683,我好像大部分都看过哎~~~
