,弹幕
223,又刷一遍 太上头了 
224,一睹芳容
225,【生动形象】
226,爸爸妈妈ki米卧槽
227,镇站之宝
228,播放量破亿了
229,▄▅▆▇█▇▆▅▄▄▅▆▇█▇▆▅▄▄▅▆▇█▇▆▅▄▄▅▆▇█▇▆▅▄▄▅▆▇█▇▆▅▄▄▅▆▇█▇▆▅▄▄▅▆▇█▇▆▅▄▄▅▆▇█▇▆▅▄▄▅▆▇█▇▆▅▄▄▅▆▇█▇▆▅▄▄▅▆▇█▇▆▅▄▄
230,请选择你的英雄
231,牛逼
232,破亿贺电
233,仙                                  人                                          指                     
234,哈哈哈PDD那个笑死我了
235,进击的巨人！奇行种！！奇行种一起跳篝火舞
236,人类……还有希望吗……
237,物业敲门
238,镇站之宝
239,众          神          归          位
240,物业敲门
241,我觉得可以！！！！！！！！
242,全世界超市德芙消失案
243,婀娜多姿
244,众神归位
245,一睹芳容
246,秦王扫六合
247,《加减乘除》
248,没有弹幕
249,我爱你
250,镇站之宝
251,镇站之宝
252,牛奶  咖喱  土豆  豌豆  梨   西瓜   咸蛋
253,镇站之宝
254,说iphone解锁的笑不活了
255,回家哈哈哈哈舅舅好
256,啊哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
257,镇站之宝
258,物业敲门
259,每日亿遍
260,镇站之宝
261,镇站之宝
262,镇站之宝
263,镇站之宝
264,仙人指路
265,籽岷的MC单人极限生存
266,钢笔没水
267,您的iPhone已解锁
268,龙卷风摧毁停车场
269,您的iPhone以解锁
270,《  光  翼  展  开  》
271,黄  磊  老  师  未  公  开  出  道  早  期  作  品
272,鲤                    鱼                     打                     挺
273,黄        金        体        验        镇        魂        曲
274,仙                     人                       指                           路
275,停      车      场      反      杀      龙      卷      风
276,众               神               归               位
277,加减乘除
278,请选择你的英雄
279,光翼展开
280,仙              人                 指                  路
281,破亿了！！！
282,天人之姿
283,每日考古
284,跳宝岛00:00
285,跳楼00:00
286,玄凤鹦鹉
287,圣地巡游
288,2E提前预定
289,跳楼0：00
290,恭喜老哥破亿
291,加减乘除
292,街头霸王
293,光翼展开
294,一枝独秀
295,重现经典
296,恭喜破亿！！！！！！
297,六神归位
298,经典
299,欢迎回来
300,黄磊颠勺
301,龙卷风这个停车场
302,每天一遍
303,每天一遍
304,每天一遍
305,帮22找面膜
306,[《ohh》]
307,每日一遍
308,鲁迅杀阿长
309,每天一遍
310,服务员端菜
311,一睹芳容
312,经典永流传
313,月下六兄贵
314,19年的破亿神作
315,鲤鱼打挺
316,主角黄玉米
317,跳转00：00
318,平a连招
319,跳转00：00
320,物业敲门
321,选择你的英雄
322,经典回顾~
323,@黄磊
324,跳楼00：00
325,又来了
326,每日一遍
327,跳楼00：00 
328,上头
329,越看越像黄磊
330,跳回00：00
331,随时都有人是吗
332,龙卷风摧毁停车场
333,籽岷挖矿
334,众神归位
335,智慧的眼神
336,物业敲门
337,欢迎回来
338,00：00
339,欢迎回来
340,牛逼!
341,哈哈哈哈
342,赞美太阳
343,跳楼13:28
344,众神归位
345,一睹芳容
346,C
347,神之播放量
348,一人独秀
349,仙人指路。
350,每日一遍
351,仙人指路
352,光   翼    展    开
353,众神归位
354,《1.3亿》
355,籽岷挖矿
356,[ohhhh]
357,凌空六子
358,物业敲门
359,猛男必看
360,一天一遍快乐无限
361,真不错，每天亿遍
362,仙                     人                       指                           路
363,便宜点便宜点
364,龙卷风摧毁停车场
365,火钳刘明
366,跳转00：00
367,凭实力6刷
368,这次一定
369,牛奶  咖喱  土豆  豌豆  梨   西瓜   咸蛋
370,物业敲门
371,请选择你的英雄。
372,秦      王      扫      六      合
373,齐           楚                燕                    秦                  赵                魏            韩
374,众                  神               归                  位
375,经典影片
376,winsxs
377,仙人指路
378,czh好帅
379,跳转00:00
380,经典
381,关晓彤
382,HH
383,HII
384,万恶之源
385,文艺复兴
386,人家素颜
387,黄磊
388,太顺了
389,00：00
390,跳跳00:00
391,跳宝岛00:00
392,跳槽00:00
393,空间00:00
394,_/
395,LOL
396,空投00:00
397,火钳刘明
398,00:00
399,黄        金        体        验        镇        魂        曲
400,光翼展开
401,2亿助攻
402,k'l'm'm't'b'w'z
403,火钳刘明
404,转至00:41
405,315
406,3·
407,二倍开始新世界
408,赵跃琪好帅
409,ww
410,帮22找面膜
411,加减乘除
412,跳楼00:00
413,每周必看
414,鲤鱼跳龙门
415,起飞
416,2.3亿就离谱
417,50遍了
418,帮22找面膜
419,空间00:00
420,宴请八方
421,                                                                        众。        神。         归。    位
422,我是第1.3亿个看的人！！！
423,1.3
424,哈哈哈哈哈哈哈
425,六神归位
426,66666
427,笑死我了
428,技能
429,哈哈哈哈哈
430,lidilidili
431,666
432,宴请八方
433,每日一刷
434,镇站之宝
435,镇站之宝
436,籽岷挖矿
437,光是展开
438,宴请八方
439,主角登场
440,镇站之宝
441,妖娆
442,跳舞00:00
443,镇站之宝
444,经典老番
445,破亿纪念
446,电子包浆
447,宴请四方
448,无法超越的经典
449,1.3亿
450,宴请八方
451,光翼展开
452,hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
453,猛
454,破亿了！！！
455,秦  王  扫  六  合秦  王  扫  六  合
456,[ohhh]
457,秦灭六国
458,关晓彤
459,hhhhh
460,飞
461,跳楼00:00
462,2022/3/26再来亿遍
463,666
464,鲤鱼打挺
465,赛    博    朋    克    2    0    7    7
466,6666
467,1.3
468,镇站之宝                                                                                                
469,2022.4
470,ᕕ( ᐛ )ᕗ
471,00:00
472,00:00
473,22.4.6重温
474,0：00
475,今天4月5号
476,23333333
477,1亿合影
478,每日一刷
479,跳楼00:00
480,佩恩六道
481,1.3亿播放...
482,哈哈哈哈哈哈哈
483,1.3
484,哦
485,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
486,有感觉。
487,哈哈哈哈哈哈哈hhhhhhhhhh
488,黄家驹
489,dlildlil
490,贺峻霖喜欢的贺峻霖喜欢的贺峻霖喜欢的贺峻霖喜欢的贺峻霖喜欢的贺峻霖喜欢的贺峻霖喜欢的贺峻霖喜欢的贺峻霖喜欢的贺峻霖喜欢的贺峻霖喜欢的贺峻霖
491,1.4亿助力
492,为啥弹幕这么少
493,1．3亿播放
494,万佛朝宗
495,一睹磊荣
496,1.3
497,优雅优雅优雅优雅优雅优雅优雅优雅优雅优雅优雅优雅雅优雅优雅优雅优雅优雅优雅优雅优雅优雅优雅优雅优雅优雅优雅优雅雅优雅优雅优雅
498,1
499,1
500,(　ﾟ皿ﾟ)
501,00:00
502,哦哦哦
503,l
504,哈哈哈哈
505,ጿጿኈቼዽጿኈቼዽጿኈቼዽጿኈቼዽጿኈቼዽጿዽጿኈቼዽጿኈቼዽጿኈቼዽጿኈቼዽጿኈቼዽጿኈቼዽጿኈቼዽጿኈቼዽጿኈቼዽጿኈቼዽጿኈቼዽጿኈቼዽጿኈቼዽኈጿጿኈቼዽጿኈቼዽጿኈቼዽጿኈቼዽጿኈቼዽጿዽጿ
506,这首歌好听
507,[ohhhh]
508,彩
509,考古
510,6666
511,仙          人          指          路      仙          人          指          路
512,能充
513,亿看不厌
514,请       选       择       你       的        出        场        英         雄
515,籽岷
516,一日一遍
517,1.3亿！亿啊兄弟们
518,看视频没有笑，看弹幕笑死人
519,鲶鱼甩籽
520,黄磊早期跳舞视频
521,我正光着膀子跳着锰男舞
522,md
523,跳忆往昔峥嵘岁月稠00:00
524,恐龙妈妈提笔忘字
525,1.3亿播放 ·  总弹幕数78.3万
526,牛奶，咖喱，土豆，豌豆，梨，西瓜，咸蛋
527,当然蔡徐坤要是会这个，也不至于混成这样
528,破亿你我都有责任
529,破亿你我都有责任
530,我叶庆磊今天要死在这里
531,我叶庆磊要死在这里
532,上下打点
533,弹幕比视频还好笑
534,恐龙妈妈提笔忘字～
535,这视频热度这么高，有什么说法，怎么看不懂
536,笑
537,你给打哟
538,恐龙妈妈提笔忘字
539,恐龙妈妈
540,恐龙妈妈提笔忘词，奶开一哭多
541,40个兄弟你们好啊
542,您的 iPhone已解锁
543,操
544,牛奶，咖喱，土豆，豌豆，梨，西瓜，咸蛋
545,您母敲门
546,都给我低调点
547,跳绳00:00
548,嫖
549,可怕
550,有震动也
551,牛奶咖喱土豆豌豆梨西瓜咸蛋
552,牛奶 咖喱 土豆
553,我软禹锡全要了
554,盗库老爸了 恼巨哦【空耳】
555,黄 磊 上 菜
556,。
557,恐龙妈妈踢你裤子
558,三  个  师  娘  排  干  了  寂  寞
559,突发恶疾
560,牛奶咖喱土豆豌豆梨西瓜咸蛋
561,爸爸妈妈ki米卧槽，来泰迪孤独
562,籽岷盗你家
563,恐龙妈妈提笔忘字~
564,败                        者                        食                        尘
565,败                        者                        食                        尘
566,恭迎师兄弟们归位
567,非 物 质 文 化 遗 产
568,狗  熊  蹭  树
569,这腿毛堪忧
570,恐龙妈妈提笔忘字
571,黄 磊 s o l o 
572,试管震荡
573,弹幕笑死个人
574,破亿的视频
575,为啥我手机震动马达一起动起来了呢
576,哦奶带了口罩
577,恐龙妈妈提笔忘字
578,╔囧╗╔囧╝╚囧╝╚囧╗
579,圣堂武士 拔刀
580,早期黄磊
581,狗 熊 蹭 树
582,突 发 恶 疾
583,牛奶咖喱土豆豌豆梨西瓜咸蛋
584,岷叔是你吗
585,choess your heros
586,雨刮器
587,…
588,跳的是真好
589,男神
590,震动嗨起来
591,精神食粮
592,牛奶，咖喱土豆，豌豆，梨，西瓜，咸蛋。
593,牛奶 咖喱 腐乳 豌豆 梨 西瓜 咸蛋
594,借问酒家何处有 ，牧童倒拔垂杨柳
595,黄 磊 上 菜
596,实验室震荡试管（标准操作，狗头）
597,狒   狒   挠   头
598,恐龙妈妈提笔忘字
599,牛奶咖喱土豆豌豆梨西瓜咸蛋
600,让我独享经验
