,弹幕
312,到现在忽悠也是常用词
313,李大师原版copy
314,欲擒故纵
315,桂英风味饭店厨师长
316,高老师好有喜感
317,现在看到这种小品了，可惜
318,辽北狠人范德彪，心眼这好大忽悠
319,心理暗示
320,世界级小品
321,没事您卡了一下您卡了一下
322,反间计直接收下
323,开始施法
324,反客为主
325,捷安特很贵的，一般买不起
326,句句经典
327,锁柱子，东北话
328,句句经典
329,当时我就信了
330,本山大叔有点要笑
331,DNA启动
332,高秀敏撇嘴233
333,哈哈哈哈哈哈头笑裂了
334,看一遍笑一遍
335,看一遍笑一遍
336,哈哈哈咱们玩的梗都是本山大叔玩剩下的
337,贵啥贵，01年普通的耐克鞋也七八百
338,神助攻
339,早期谜语人
340,这车当年五六百
341,哈哈哈哈哈
342,背后小框都是小屏幕6666
343,节奏带跑了
344,直奔诸葛亮四轮车！
345,经典咏流传
346,听说人家要小孩
347,这太真实了 
348,还是捷安特的自行车
349,05年的时候我妈给我买了一双凉鞋才20块钱。已经很不错了，超市里买的
350,强助攻
351,心理暗示
352,就这笑的跟我婶一模一样
353,哎等会这么多年我才反应过来你为啥不去医院那
354,名人名言
355,暂停学表情
356,撞衫榴莲
357,哈哈哈哈哈哈发发发发
358,吐字真清晰
359,句句经典
360,小品的天花板
361,看真正的小品
362,卓别林23333333
363,这个姐姐爱了
364,走出个恍然隔世
365,范围演技好评
366,勾起好奇心
367,哈哈哈哈哈哈哈哈
368,传世经典名句
369,高手高手高高手
370,范伟懵逼80%
371,这里清晰度不够 但还能看到赵本山还冲高秀敏眨巴眼呢
372,居然还是捷安特
373,牛津皮鞋
374,二十多年后看还是那么有趣
375,上头了上头了
376,乐器登场
377,佳佳女神
378,要啥自行车！
379,鹅鹅鹅鹅鹅鹅
380,江户川，本山
381,记住这个自行车
382,那时候是小姐姐的今天怎么也税务师了
383,经典咏流传
384,经典咏流传
385,经典咏流传
386,江户川.本山
387,建议全文背诵
388,你先蹲坑半小时立刻起来就走路试试？
389,大 聪 明
390,而且很押韵
391,很有内涵的小品，将人性的丑陋、贪婪、良知、愚昧刻划得栩栩如生。
392,以前的小品是创造梗，现在的只是套梗。这就是差距。
393,马大帅与范的一彪
394,我已经开始笑了
395,这地方有失误，他根本没看到赵本山对眼儿。
396,直接植物人
397,君弓复合体
398,经典咏流传
399,普通人表示无压力
400,怀念以前的日子
401,2022，乌克兰被俄国打了
402,世界名言
403,杠铃般的笑声
404,笑得我眼泪都出来了
405,谢谢啊
406,高秀敏好像更稳
407,这才叫小品
408,踢踏踢踏
409,要啥自行车！！！！！
410,谁像我心眼这好啊
411,要啥自行车！
412,笑场哈哈哈哈
413,你怎么这样呢！！！！
414,哈哈哈哈哈哈哈哈神剧情
415,笑出眼泪了我。。
416,哈哈哈哈哈哈笑死了
417,哈哈哈哈哈哈哈哈
418,卓别林步伐
419,这是彩排，直播没出错
420,哈哈哈哈哈哈哈skr滴
421,全文背诵
422,skr滴
423,个哈哈哈哈哈哈哈哈哈哈
424,220够我当时的生活费了
425,2022春节观望团
426,斯德哥尔摩综合症
427,哈哈哈哈哈哈哈哈哈牛！！！
428,我已经开始笑了
429,哈哈哈哈哈哈哈
430,@吴老二
431,哈哈哈哈哈哈哈哈哈哈哈哈
432,万恶之源
433,哈哈哈哈哈哈哈哈h
434,哈哈哈哈哈哈哈
435,cosplay那个谁了属于是
436,哈哈哈哈哈哈哈哈笑死我看了好几遍
437,要什么自行车？！
438,汉语的力量
439,精彩精彩
440,笑得太可爱了
441,哈哈哈
442,卧槽名言啊
443,老赵带给我们太多欢乐
444,憋大了
445,笑死我了哈哈哈哈哈哈哈
446,世界名言
447,大聪明
448,咋还走欢快了捏？
449,那年我的鞋才三四十块钱
450,节奏大师
451,高秀敏是在东三省先出名的角，再上的春晚。
452,腿好使了又
453,彪记靓汤
454,出现了，经典
455,有一个版本是不是高干就是伙夫
456,这波大气层
457,哈哈哈哈哈哈啊哈哈哈哈啊哈
458,高跷啊
459,铁岭人听着无压力
460,高老师也跟着摆
461,名场面
462,哈哈哈哈哈哈哈哈哈哈哈哈
463,那个年代800左右的捷安特
464,就桂英那饭馆的厨师德彪啊
465,这么做是不是有点太过分了
466,哈哈哈哈哈真实
467,捷安特的还是
468,缺德三部曲
469,全是经典啊
470,左手六右手七
471,梦开始的地方
472,梦开始的地方
473,好看的节目时间过得真快
474,桂英饭店行政主厨
475,要啥自行车！！
476,已经笑拉了
477,我买！！高秀敏老师多可爱
478,何庆魁真他么厉害
479,范伟演技绝了
480,本山大叔永远滴神
481,积年的老合了
482,心理暗示
483,前方高能预警
484,前方带偏高能
485,医学生震怒
486,锁柱子
487,怎么两个镍了是不是记错了
488,截屏学表情
489,经典永流传
490,那个时候的220好值钱啊
491,开始了开始了
492,哈哈哈哈哈哈
493,这才是经典
494,要啥自行车！！
495,带预言家
496,何庆魁太厉害了
497,epic行为
498,做人的差距怎么这么大捏？！
499,哈哈哈哈笑死我了
500,要啥自行车！
501,哈哈哈哈哈哈哈哈哈哈
502,哈哈，没事
503,记住何庆魁这个人
504,《对啦》
505,转移了
506,前方高能
507,跺脚脚
508,节奏大师
509,节奏大师
510,前方千古名句
511,节奏大师
512,姜太公钓鱼
513,前面苹果嘉儿那位AJ是品牌你去看看
514,我还得要哈哈哈哈哈哈哈哈哈哈
515,世界名言
516,颠勺
517,葱花味
518,这是高手
519,那时候是小姐姐的今天怎么也四五十了
520,AJ应该是苹果嘉儿的意思
521,免费的东西都挺贵的
522,都是心理学套路
523,讽刺善恶不分的上当者
524,对称了
525,致敬高老师
526,哎呀我滴妈呀，忽悠瘸了
527,30个人
528,你这是坑我！
529,捷安特
530,好套路！
531,大数据前身
532,好戏开始了
533,牛 ~~~
534,说的没错 哈哈哈哈
535,千古名句
536,葱花有油香，和卖葱不一样？
537,梦开始的地方
538,各部门注意
539,记笔记。。
540,经典永流传
541,喊缺氧了呗
542,这cosplay
543,rickroll
544,哈哈哈哈哈哈哈哈
545,来了来了来了！！
546,预言家！
547,转移了
548,2022正月初七晚九点二十五
549,大师风范
550,捷安特打钱
551,2月6日早两点零七到此观看
552,要啥自行车！
553,范伟好年轻啊
554,哈哈哈哈哈哈妞
555,怀念一下巅峰时候
556,好贵啊
557,2022年了 扔无法超越
558,梦的开始
559,架拐
560,得是冬天的时候才会麻
561,哈哈哈哈哈哈哈哈哈哈
562,2022大年初二
563,大年初一712个人跟我一起看
564,哈哈哈哈哈哈哈哈哈哈哈
565,虎年大吉
566,2022大年初一又来回顾了
567,808人新年好！
568,谢谢嗷～
569,哈哈哈哈哈哈哈真的牛
570,节奏真快
571,2022春晚来回顾
572,2022虎年大吉
573,依然范德彪
574,心甘情愿被骗
575,你怎么这样呢？！
576,我差点信了
577,最早带节奏
578,缘分呐！
579,哈哈哈哈哈哈哈 笑死
580,联系上了
581,经典
582,谁像我心眼这好啊
583,套路开始
584,这画质好评！！！
585,背靠背
586,epic
587,拐卖
588,2022插眼
589,现代成语
590,真假，我还有一辆捷安特1700的自行车，我以为就是不那么太老旧的自行车，合着还稍微有点档次？
591,对啦！
592,红红火火恍恍惚惚 经典名句
593,梦开始的地方
594,要啥自行车！
595,节奏太好了
596,转移了
597,节奏大师
598,哈哈哈哈哈
599,转移了
600,哈哈哈哈哈哈哈哈哈哈哈哈哈
601,转移了
602,我知道你性格，哈哈
603,过切！！！
604,这里赵本山忘词了，明年没有在辽台的好
605,容易上头
606,心理暗示
607,你买呀？
608,过几天就好啦！
609,麻了
610,忽悠瘸了的由来
611,教科书级
612,表情包
613,开始吟唱
614,做人差距咋就这么大捏！
615,哈哈哈哈哈哈
616,哈哈哈哈哈哈哈哈哈哈哈
617,哈哈哈哈哈哈哈哈哈哈哈
618,镜头也是会切
619,03年我买一辆捷安特，450元
620,捷安特打钱
621,捷安特的啊
622,呜呜呜以前看春晚就为了等赵本山的小品
623,哈哈哈哈，转移了
624,哈哈哈哈哈哈哈
625,捷安特！！
626,哈哈哈哈哈哈
627,足力健
628,心理学大师
629,谢谢啊
630,火腿呀！
631,哈哈哈哈哈笑死了
632,要啥自行车！！！
633,笑疯了
634,精辟
635,经典永流传
636,太欢乐了
637,哈哈哈哈哈
638,捷安特
639,2021年8月打卡，这才叫小品
640,间接道德绑架
641,带跑偏了
642,哈哈哈哈哈哈哈笑死我了
643,捷安特打钱
644,范老师也很年轻
645,基本告别自行车了
646,我给我就上当了
647,哈哈哈哈哈哈哈哈哈哈哈哈哈哈
648,都二十年了
649,你把握不住
650,蜀中无大将，范伟打天下
651,要啥自行车！！
652,哈哈哈哈哈哈哈哈哈哈哈哈哈
653,准备截图
654,出来时还好好的
655,skr滴
656,哈哈哈哈哈
657,德丽莎表情
658,收拾收拾
659,鹅鹅鹅鹅鹅鹅
660,范德一彪
661,全是经典语录
662,维多利亚
663,揣手手
664,千古名句
665,笑死我了这动作
666,哈哈哈哈哈哈哈哈哈哈哈哈
667,世界名言
668,要害自行车
669,老高呀
670,富兰克斯
671,哈哈哈哈
672,哈哈哈哈
673,转移了
674,来自广东，超爱看，正常不
675,2000年220？
676,[前方高能]
677,哈哈哈哈
678,广东人表示听得懂啊
679,全文背诵
680,哈哈哈哈
681,[前方高能]
682,要来了
683,直接走啊，
684,拐了啊拐了
685,捷安特
686,麻了
687,赵本山好可爱
688,哈哈哈哈
689,2022年初六凌晨一点
690,麦啊，麦
691,哈哈哈哈
692,哈哈
693,牛逼
694,哈哈哈哈哈哈哈
695,哈哈哈哈哈哈
696,哈哈哈哈哈哈
697,2022年没想到又回来寻找快乐
698,对头
699,新年好啊
700,2022虎虎生威
701,489个小伙伴们你们好
702,缘分呐！
703,上钩了
704,转移了
705,2022来回顾
706,2022春晚过来
707,2022春节打卡
708,2022大年初一
709,2022春晚回归
710,2022虎年吉祥
711,++++++
712,2022年春晚回看
713,2022年除夕前一天
714,呼呼呼
715,哈哈哈哈哈哈
716,拐歪
717,开始忽悠
718,经典
719,是nen好（四声，河南话那么的意思）
720,都是梗，
721,哈哈哈
722,原来梗在这儿
723,配套产业
724,哈哈哈哈哈哈哈
725,全文背诵
726,哈哈哈哈哈哈哈哈
727,哈哈啊哈哈
728,谢谢啊
729,还真是过几天就好了
730,哈哈哈哈哈啊哈哈
731,完蛋
732,馆饺子
733,不到几年呢？
734,哈哈哈哈哈哈哈哈哈哈哈
735,大忽悠
736,封神三部曲
737,经典
738,前方高能
739,千古名句
740,时间
741,时空开始
742,25个人
743,緣分吶
744,很神奇
745,名场面
746,20年了啊，，，
747,笑晕了
748,哈哈哈哈哈哈
749,自行车高能
750,我还真想买
751,哈哈哈哈
752,笑死我
753,hhh
754,哈哈哈哈哈哈哈哈哈
755,哈哈
756,哈哈哈哈哈哈哈哈哈哈
757,大忽悠
758,哈哈哈哈哈哈哈
759,世界名言
760,节奏真好
761,哈哈哈哈
762,笑喷了
763,经典嗷
764,麻了哈哈哈哈哈哈哈哈
765,前方高能
766,忘词了吧
767,skr滴
768,Epic
769,哈哈哈哈
770,哈哈哈哈哈哈
771,谢谢昂
772,提前枪哈哈
773,哈哈哈哈哈哈哈哈哈哈哈哈
774,好家伙
775,经典永流传
776,哈哈哈哈哈哈哈哈哈
777,刺探经济实力
778,套路啊
779,名场面
780,哈哈哈哈哈
781,笑yue
782,走两步
783,过去！
784,哈哈哈哈哈哈
785,要啥自行车！
786,回力鞋
787,经典
788,经典
789,请回答2004
790,捷安特
791,哈哈哈哈哈哈哈
792,哈哈
793,笑死我了
794,哈哈哈哈哈哈哈
795,哈哈哈
796,2022年回来打卡
797,高能10分钟
798,拐了啊
799,开始了
800,哈哈
801,佐助
802,名言
803,要哈自行车
804,哈哈哈
805,2022年留个纪念，明年还看
806,高手
807,哈哈哈哈哈哈哈
808,2022虎年大吉
809,缘分呐
810,2022年打卡
811,太经典了
812,2022年 这个梗还很常见
813,skr滴
814,哈哈哈哈哈哈哈
815,经典
816,太绝了
817,哈哈哈哈
818,哈哈哈
819,哈哈哈哈哈哈
820,哈哈哈哈哈
821,哈哈哈哈哈哈
822,以前都是小品造梗，现在是用烂梗凑个小品
823,哈哈哈哈
824,233333
825,哈哈哈哈哈
826,哈哈哈哈哈哈
827,2022 虎年大年初二
828,范厨师
829,哈哈哈哈哈哈哈哈哈
830,哈哈哈哈哈哈哈哈哈
831,哈哈哈哈哈哈哈哈哈哈哈哈
832,2022年春晚来的
833,2022三十晚重温经典
834,笑的脸疼
835,2022年春晚现场前来报到
836,谢谢啊
837,哈哈哈哈哈哈哈哈哈哈哈
838,哈哈哈哈
839,哈哈哈
840,哈哈哈哈哈哈哈哈哈哈哈
841,谢谢啊
842,哈哈哈哈
843,2022xinvuanc
844,忽悠宇宙
845,我不会忽悠
846,要啥自行车!!
847,Skr
848,经典永流传
849,最爱的小品
850,21年了
851,猛犸
852,喊麦！
853,座太高了
854,哈哈哈哈哈哈
855,哈哈哈哈哈
856,肉馅
857,哈哈哈哈哈哈
858,猛犸
859,谢谢啊
860,谢谢啊
861,麻了麻了
862,哈哈哈哈哈哈哈哈哈哈哈哈哈
863,早期谜语人
864,笑死了哈哈哈哈
865,哈哈哈哈哈哈哈哈哈哈
866,演的好好
867,哈哈哈哈哈哈哈哈哈哈哈
868,哈哈哈哈哈哈哈哈哈哈哈
869,哈哈哈哈哈哈哈哈哈哈哈
870,哈哈
871,哈哈哈哈哈哈哈
872,哈哈哈哈
873,哈哈哈哈哈哈哈哈哈哈哈
874,太经典了
875,说错了
876,转移了
877,哈哈哈哈哈哈
878,哈哈哈哈哈哈
879,开始了
880,要啥自行车！
881,otto！
882,哈哈哈哈哈哈哈哈
883,2333333
884,啊哈哈
885,千古名句
886, 传世经典
887,鸿星尔克时期
888,哈哈哈哈哈
889,哈哈哈哈
890,哈哈哈哈
891,哈哈哈哈哈哈
892,(≧∇≦)/
893,哈哈哈哈哈哈哈哈哈哈哈哈哈
894,哈哈哈哈哈哈哈哈哈哈哈哈哈
895,转移了
896,21年打卡
897,市场
898,哈哈哈
899,要哈自行车
900,..
901,拐了
902,哈哈
903,skr
904,节奏真好
905,还有12人再看！好幸福
906,转移了
907,大聪明
908,接拐
909,666
910,哈哈哈哈哈哈哈
911,笑疯了
912,笑死了
913,富兰克林
914,哈哈哈哈
915,哈哈哈哈哈哈哈哈哈哈
916,哈哈哈哈
917,要啥自行车！
918,千古名句
919,我买
920,彪哥
921,6666666
922,哈哈哈哈哈哈哈哈哈
923,哈哈
924,睡前 必听
925,智慧
926,好好好
927,喊麦
928,哈哈哈哈哈哈哈哈哈哈
929,22年春晚回来的
930,百分比40
931,2000
932,2020年2月8号报道
933,哈哈哈哈哈哈哈哈
934,Skr
935,哈哈哈哈笑
936,哈哈哈哈
937,哈哈哈哈哈哈哈
938,文艺复兴
939,弹幕呢
940,2022年过来治愈一下
941,哈哈哈哈哈哈哈
942,哈哈哈哈哈
943,要啥自行车！
944,哈哈哈哈哈哈哈哈哈哈哈
945,哈哈哈哈哈哈哈哈哈哈哈绝了
946,2022-2-1
947,2022回来重温
948,开始了
949,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
950,7111
951,7111
952,2022回顾经典
953,哈哈哈哈哈哈
954,哈哈哈
955,哈哈哈哈哈哈哈哈哈哈
956,哈哈哈
957,2022年
958,2022年年初一
959,0
960,哈哈哈哈哈哈哈哈哈哈哈yyds！！！
961,2022除夕 过年好朋友们
962,哈哈哈哈哈哈哈哈
963,2022年1月31日 除夕
964,哈哈哈哈哈哈笑死
965,21人出来
966,当年的100
967,哈哈哈哈哈
968,还是吉安特的
969,1991/8/13
970,呀～
971,2333
972,二十二吧
973,2022
974,哈哈哈哈
975,哈哈哈哈
976,哈哈哈哈哈哈哈哈哈
977,哈哈哈哈哈哈
978,哈哈
979,van期
980,哈哈哈哈哈哈哈
981,啊哈哈哈哈哈哈哈
982,哈哈哈哈哈哈哈哈哈
983,哈哈哈哈哈哈哈哈哈哈哈哈哈
984,雅
985,哈哈哈笑死
986,晚期
987,红红火火恍恍惚惚
988,经典咏流传
989,蚌埠住了
990,不知不觉看完了
991,哈哈哈哈哈哈哈哈哈哈哈
992,再看亿遍
993,哈哈哈哈哈哈
994,过切
995,哈哈哈哈哈哈哈哈哈哈
996,赵本山永存
997,哈哈哈
998,哈哈哈
999,谢谢啊
1000,233333
1001,哈哈哈哈哈
1002,  ｉ
1003,哈哈哈哈哈哈
1004,嘎嘎嘎
1005,范得瓦尔西特洛伊彪
1006,谢谢啊
1007,接拐
1008,太经典了
1009,来了
1010,哈哈哈哈哈哈
1011,谢谢啊
1012,哈哈哈
1013,谢谢嗷
1014,买
1015,哈哈哈哈哈哈哈哈哈哈哈哈哈哈
1016,哈哈哈哈
1017,笑死我了哈哈哈哈哈哈哈哈哈哈哈哈
1018,高秀敏老师，想你了
1019,哈哈哈哈哈哈哈哈哈
1020,哈哈哈
1021,2001
1022,哈哈哈哈哈
1023,哈啊哈哈哈哈
1024,哈哈哈哈哈
1025,哈哈哈哈哈哈哈哈哈
1026,有意思
1027,哈哈
1028,经典
1029,哈哈哈哈哈哈哈哈哈哈哈哈哈
1030,哈哈哈哈
1031,你怎么这样捏
1032,经典
1033,哈哈哈哈哈哈
1034,赵本山yyds
1035,....
1036,乌克兰了
1037,2022—03—10
1038,哈哈哈哈哈哈哈哈哈
1039,哈哈哈哈
1040,哈哈哈哈哈哈
1041,上道了
1042,666
1043,经典
1044,哈哈哈哈哈哈哈哈哈哈哈哈或或或
1045,2022
1046,太经典了
1047,一小时不到就好了
1048,？？？
1049,哈哈哈哈哈哈哈
1050,！
1051,2333333
1052,2022年打卡
1053,258人
1054,原来如此啊
1055,哈哈哈哈哈哈哈哈哈哈哈
1056,哈哈哈哈笑死
1057,2022 2 3
1058,啊哈哈哈哈哈哈哈哈哈哈笑死我了
1059,都来怀旧啦
1060,笑死
1061,传世经典！
1062,315
1063,哈哈哈哈哈哈哈哈哈哈哈哈哈或或或或或或
1064,哈哈哈哈
1065,2022
1066,带节奏
1067,哈哈哈
1068,2022新年快乐
1069,哈哈哈哈哈哈
1070,3Q
1071,2022大年三十
1072,哈哈哈哈哈哈哈哈
1073,2022 1 30
1074,哈哈哈哈哈
1075,哈哈哈
1076,太经典了
1077,缘分
