,弹幕
118,全是假设就能有结论了，懂混沌么
119,明明是6300多平方公里
120,别麦肯锡了就算麦当劳这题出的也没意义
121,随便说个差不多的数儿，说我错的请拿出证据
122,答案都出在假设上面
123,和黄浦江里的鱼一样多
124,这是招聘科学家吧
125,这是都是自己说的啊，那我说百分之二十也行咯
126,这么多那么也得给你开了
127,并不是考察答案正确性而是考面试者逻辑思维
128,我猜有10万
129,绿化树有鸟窝？？？
130,上海有17347729只鸟
131,标志重捕法
132,天文算法，哈哈，银河星有多少恒星？
133,这确实是咨询公司扯淡的能力之一
134,回家等通知吧，光崇明东滩每年春秋两季就二三百万只，东滩上没有一棵树。
135,一城鸟
136,不筑巢的鸟多了去了
137,一大概就完了
138,这根本通不过假设检验，结论直接拒绝接受
139,全是假设，就算每一步95%的可信度乘到最后也就个位数精度了
140,燕子窝又不在树上
141,，，，，，我们这没鸟窝的树多了，
142,花鸟市场的鸟怎么搞。
143,上海面积6000平方公里，绿化率约40%，先做好功课再来解题吧
144,我架设上海有1000只鸟
145,上海绿化率40%，这个15还就那个信口拈来
146,对对对，鸟是不会飞的
147,本地的还是外地的？
148,怎么知道一个数呢，就是用一大堆我不知道的数来算
149,麦肯锡：？？？？？？？？？我没出过这样的题
150,每棵树上都有鸟？
151,也不是所有的鸟窝都有鸟
152,3000多万人，只有1200万鸟，不科学
153,美国有个学者写了一本书专门写这类内容，书名（论扯淡）
154,上海绿化率接近40%
155,草地上有树？
156,深刻说明了咨询公司的套路
157,这种选手我直接淘汰
158,费米推定
159,你才5000平方，你才15%绿化
160,我直接回答不知道
161,07年毕业时候，咨询公司就有类似这种题目。
162,能看出麦肯锡的咨询结果也不见的靠谱
163,算家里的宠物没
164,麦肯锡自我陨落
165,0只 我眼里只有工作 没空赏鸟
166,你的树就是一条线是吧
167,好家伙都是假设
168,金融泡沫就是这种思路造成的吧？
169,成功学大忽悠
170,我不信面试的时候能回答出来
171,我家里两套房你问我这些？
172,全部是理想状态。。。
173,总之一顿忽悠
174,那么多假设，如果有一个不成立，距真实数据的偏差只会越来越大。所有假设得出的数据不过是自圆其说
175,你确定吗？如何证明真的有一千两百万呢？。空想家
176,假设太多，，最终结果就变得离谱了
177,浦东新区大约23%
178,我选择直接回家
179,很多时候理想与现实差距很大的。
180,卧槽麦肯锡妈
181,好家伙，全是假设，没一个确定量
182,陆域面积是6833
183,关键是吹得有逻辑
184,谁能告诉我鸟为什么在窝里？
185,不，答案是有一上海的鸟
186,面试给你时间计算？
187,说的越多错的越多
188,草地也算绿化面积的
189,完全不靠谱完全不靠谱(*￣m￣)
190,如果这题是真的，只能说明麦肯锡的数据都是编的
191,上海是谁
192,真就从头到尾全是假设的呗
193,离谱
194,。。。
195,这种计算误差太大了吧
196,误差极大
197,牵强，准确还得加上大概
198,大概 大概 假设
199,何必呢，直接假设有多少只鸟不就完了
200,鸟不迁徙的么
201,经典大忽悠
202,太简单了
203,宠物鸟怎么算
204,这是随意编造
205,全部基于假设假设的越多错的越离谱
206,肯德基面试这么严格啊？
207,结果不重要，重要的是你能大言不惭的，说下去
208,鸟窝4只鸟怎么来的？
209,问加油站跟合适
210,全是假设题不成立
211,各种假设能得出什么答案
212,一切都是估算，那直接估算1只好了。
213,间距5米一棵树 那1000米是201棵吧 
214,我为什么不能直接假设答案嘞？
215,误差太大了
216,从头到尾都在假设，那我给公司做审计可不可以都假设就行了？
217,所有鸟不迁徙的咯？
218,所有都是你自我感觉良好猜的
219,所以麦肯锡的报告靠不靠普知道了吧？
220,为什么不用标记重捕法
221,鸟窝不一定在树上
222,？？？
223,随便说多少，难道他会去数吗
224,城市没有鸟
225,考虑到中国发展很不平衡
226,不准确
227,我也行，我这里直接假设上海有10只鸟，答案10只
228,大概那么多次，还准吗
229,那这算法也不对呀
230,标志重捕法就行了
231,问题不是大概多少只鸟
232,费米预测…
233,思路不严谨
234,不是所有鸟都有鸟窝
235,怎么可能这么多鸟？？？
236,考的就是忽悠能力
237,直接不知道
238,全凭自己猜
239,那么x5
240,那么x4
241,那么x3
242,用中国绿化面积推上海绿化面积就犯了统计学上的区群谬误
243,上海动物园答应吗
244,所以大家知道找麦肯锡咨询有多不靠谱了吧？
245,进这种公司是不是天天要受到这种刺激？
246,基础建模
247,一城鸟
248,2781万只，不信你数数
249,为什么要出这样的题？
250,全是假设的得出来的是什么
251,这叫不负责任的臆测
252,1050881只，反正你也不知道
253,这样算真是有够好笑的
254,面积就相差大了，上海面积是6000多平方公里
255,所以麦肯锡的分析报告都是这样做的？对不起告辞了
256,两只
257,每个数据都是编的
258,太刻板
259,两只
260,不考虑人工饲养的鸽子吗
261,这种假设等于没算
262,前面设定的十棵树一个鸟窝就有问题，后面全错
263,咨询忽悠人就是需要这种能力
264,临场发挥这样就不错了好吧
265,算法主观性太强，不着调。
266,求分享更多CDD相关的视频
267,这是搞笑的还是真的我怎么没看明白
268,所以麦肯锡是什么
269,各种假设，毫无意义
270,还没算好，下一位
271,上海根本没鸟窝
272,春天的时候一只窝四个小鸟，冬天也是一只窝四个小鸟？
273,麦卡锡
274,？？？？
275,？？
276,不是200是201啊
277,原来咨询公司就是这么扯淡的。。。
278,无意义的推算，无厘头
279,？？？？
280,全程假设
281,？？？
282,？？？？？
283,？？？？？？
284,这种题目有什么意义吗
285,费米估算
286,还不是要假设？
287,那这个答案是假设的？
288,？？？？
289,？？？？？？？
290,鸟窝为啥不能在高草丛里，为啥不能在屋檐下
291,候鸟不用算？
292,迁徙的怎么算
293,笑死
294,那么多假设？？？
295,难怪叫麦肯锡的人做的方案一点用都没有，就PPT好看
296,这些的估算没有任何意义
297,谁说的？
298,咨询公司要估算？
299,都是假设，哪里来的实际数量
300,鸟只在树上？4和10这两个数据哪来的？
301,切
302,？？？
303,这考的是逻辑。但是这推理逻辑混乱。。而且极度不切实际
304,误差多次相乘。。。
305,这...
306,一亿三千六百万六千二百七十八只，真的，我昨儿刚数的
307,城市的树没鸟窝
308,？？？
309,煞笔
310,绿地率不一定有数
311,鸟是不是不会飞？
312,？？？？？
313,那么x6
314,那么x2
315,那么x1
316,完全不靠谱
317,？？？
318,哪来的数据？
319,有5万只不信你数数
320,每一步都是假设。。
321,麦卡锡？
322,所有数据都是假设
323,大概大概大概有毛线意义？
324,然后呢
325,然后呢
326,绿化就一定要是树吗？
327,完全说不通……
328,如果说是估算上海有多少鸟还差不多
329,我说一个数～98
330,？？？
331,谁规定的？
332,费米估算
333,........
334,我想假设答案是100W
335,这样算我也可以
336,1200w
337,宛平南路600号面试题
338,钓鱼
339,1
340,不太相信
341,面试这个？
342,还真有算的
343,直接上网查不好吗？
344,？？？？
345,？？？？？
346,逗
347,全是假设。。
348,0
349,面试不过
350,？？？
351,伞兵
352,费米问题
353,25783482只
354,1
355,没必要喷，看的是思路，答案肯定是错的，而且也不会有人知道答案
356,4乘4不是16？
357,我觉得有55337846只
358,不严谨
359,？？？？？？？？？
360,那么
361,伞兵
362,跟纽约一样多
363,燕子不算鸟？
364,不严谨
365,假设到底
366,哈？
367,误差有多少？？？？？
368,算法
369,没有任何依据
370,考的是逻辑
371,666
372,数据呢
373,有什么难得吗？
374,鸡鸭鹅算不算
375,煞笔
376,上海是圆形？
377,全是假设，误差十倍以内就谢天谢地了
378,没有意义
379,咨询就是忽悠人 企业买ppt就是心理安慰 
380,咨询都是问费米推定吧
381,很多
382,？？？？
383,搁这小学数学是吧
384,每一步的误差都好大
385,那你回去等通知吧
386,。
387,你没算养鸽人
388,有病，左转
389,扯淡，麻雀和斑鸠住房檐
390,凭啥？
391,神经病
392,有病
393,鸟：你比我还能bb
394,所以咨询都是瞎扯
395,去你的吧，没听说过
396,全是假设
397,扯淡
398,上海有多少鸟我不知道，我对面就有一只，还是傻鸟
399,举报了
400,您说有几只就有几只
401,一本正经的胡说八道
402,一本正经的胡说八道
403,家里养的鸟没算进去
404,问的是什么鸟问题
405,鸡算不算鸟？ 鸭子算不算鸟？ 蜂鸟算不算鸟？
406,过去没有鸟 现在没有鸟 未来也没有鸟
407,不对。我家附近有个养鸡场，那里面有好多鸡和鸭。
408,我啥也不计算，45362只鸟，不信你拿证据反驳我，估算本质还是猜的，不算证据
409,这种公司不去也罢
410,啥b
411,疯狂拍脑袋
412,滚
413,弱智题目
414,太扯了
415,数学建模都不敢这么建
416,这么多假设，设计这题的人真能装
417,很简单，知道上海人口和男性比例就行
418,没有调查 全靠拍脑袋
419,一本正经的胡说八道
420,瞎扯淡
421,典型的数据分析 厉害
422,一上海的鸟
423,我以为你要整什么数学建模 结果是牵强逻辑
424,啥比
425,NT
426,所以你家上海市绿化都是树？
427,你在城里见过鸟窝？
428,条件全特么自己假设
429,瞎扯淡
430,这都是假设和估算啊，题目没意义吧
431,假设你的每一个假设正确率90%，请算下你的正确率是多少
432,鸡算不算鸟？
433,这题主要是针对任何扯淡问题要给出数学模型
434,谁和你说鸟窝是住的？
435,花鸟市场的鸟不配叫鸟嘛
436,估算太多了吧
437,垃圾题，无用知识考点，和茴香豆哪四种写法一个样
438,跟广州的鸟一样多
439,鸟：有病是吧这个人
440,一本正经的胡说八道
441,8759万只鸟 不信你去查 
442,你没考虑灌木和草本
443,傻题
444,。。。。一棵树一个鸟窝？谁告诉你的
445,金山区就不算是上海了吗 朋友你局限了
446,全都是假设
447,有病
448,哗众取宠！
449,la
450,一本正经的胡说八道
451,好多只
452,你说是就是
453,假设的 不是真实的 虚
454,假设你吗呢
455,有病
456,这个平均数是怎么得出来的？靠蒙？
457,我随便说一个数，你自己去数吧
458,2只，老鸟和菜鸟
459,？
460,胡说八道
461,迟早没鸟完美回答
462,傻嗨
463,一本正经胡说八道
464,这是学规划的吧？
465,装聪明
466,有病吧
467,我一直以为这种题是脑筋急转弯，没想到真的要算
468,看成了上海有多少只鸡....
469,什么乱七八糟的
470,啥用都没有得胡扯～
471,一亿只 不信你数
472,你特么的知道均值方差不？学过统计做吗？
473,开局一张嘴
474,自说自话的计算
475,？
476,放你马屁
477,一本正经胡说八道，现在多少树上有鸟窝？
478,没有一个好鸟
479,这种变态公司
480,报告老师 你计算的时候有只鸟从上海飞到江苏了
481,十棵树一个鸟窝？高速上一溜光秃秃的树，难得一两个鸟窝
482,没有水平的问题
483,一本正经地胡说八道
484,两只，一只下蛋一只不下蛋
485,误差太大
486,弱智吗
487,鸟：你比我还能叽叽喳喳
488,一半男人
489,你把公园算什么
490,鬼扯
491,举报了
492,侮辱人的问题还是不答了，玩不到一起！
493,我家鸟笼子里关的是狗？
494,放屁呢你
495,扯尼玛蛋！
496,我问你几只鸟你给我估算一下是个啥
497,你去数啊
498,和你的头发一样多，不信你数数
499,全是估算，有意义？
500,鸡算不算鸟？
501,扯捷豹蛋。城市绿化要喷药杀虫，鸟都饿死了还问个鸟。
502,直接说不知道就行了，不懂装懂最搞笑
503,不是，这么多假设你统计学？
504,就看你一本正进的瞎扯淡
505,这是有病啊！
506,还假设
507,自己都说大概了，还算啥？
508,纯粹就是乱搞啊。
509,原来麦肯锡招的都是拍脑门的人，大家别再被忽悠了
510,这种傻逼问题
511,全是假设
512,这么大约大约 我是没脸讲下去
513,假设，假设性假设
514,全是假的
515,那你怎么知道上海没有动物园，或者鸟类养殖基地呢
516,呵呵
517,脑子有病
518,你在玩我
519,你这多少假设了
520,养鸡场密度有多少
521,请问鸡算不算鸟
522,鸡算不算鸟
523,太扯了 上海有多少树园林部门没数据的么
524,啥玩意
525,简直是胡说八道
526,扯淡问题，扯淡解，听起来就扯淡
527,请问怎么拉黑？
528,扯犊子
529,人养的就不算了咯
530,所以崇明不配？
531,你可能对上海有什么误解
532,小学生来估计就信了
533,犯病了吧
534,一本正经的胡说八道
535,？
536,一本正经的胡说八道
537,bbc面试题目，瞎逼猜树
538,?
539,?
540,?
541,？
542,都被你“大约、假设”完了，爱咋说就咋说
543,好无聊(~_~;)
544,费米狂怒 听说你们懂估算？
545,扯犊子
546,一本正经的胡说八道
547,鬼
548,滚滚滚滚滚滚滚滚
549,滚滚滚滚滚滚滚滚滚滚滚滚滚滚滚滚
550,有多少男人有多少鸟
551,出题人没有自然科学的常识吧
552,两只鸟。雌鸟和雄鸟。
553,瞎掰
554,这种公司就是考察你敢不敢忽悠的
555,麦肯锡这种脑筋急转弯都坑了多少人了
556,全他妈假设
557,你在说你妈呢
558,吃饱了。。。
559,一本正经地胡说八道
560,考生漏算了男女比例，不及格
561,对不起 你少算了一只 我们不能录用你
562,没必要杠的
563,如果是认真的，这种自以为是很蠢
564,一本正经胡说八道
565,胡扯蛋的问题
566,读书读傻了
567,扯淡，麻雀、燕子，还有其他在湿地芦苇上搭窝算不算鸟？
568,看成麦当劳面试
569,扯淡
570,有病
571,光崇明岛保护区鸟就有一大批
572,你到底有多傻才能问这样的面试
573,公鸟母鸟
574,闭着眼瞎扯
575,是圆形的吗？
576,这不扯淡呢吗
577,养殖场的鸽子没算，辣鸡
578,哪那么多假设
579,太扯了，没学过标记重捕法？
580,你哪那么多假设？
581,扯淡模型
582,家禽市场算进去了么?，还是家禽不算鸟?
583,那你还得加上上海的up主数量嘞
584,有病
585,一共两只一公一母
586,滚犊子
587,鸡，鸭算鸟吗
588,？
589,???这大脑里装的啥？
590,瞎编
591,没上户口不算上海鸟
592,假设假设假设 大概大概大概
593,这人是不是有病
594,？
595,装逼胡说的，懂的都懂
596,胡说八道就对了
597,你这个大概 做过统计吗？
598,扯淡
599,行了举报了S。B营销号
600,恶心
