,弹幕
102,哈克：弗兰克我一点消息都没有收到
103,安妮：旋律？
104,弗兰克：杰克得了卫生部 弗雷德得到了资源部
105,亲爱的 是门铃响
106,你居然能在正确的日期找到投票点
107,他就一定会再次致电，或者你可以打给他
108,烟 我一根烟都找不到
109,我希望人们别打电话来祝贺我
110,来了！！ 吉姆·哈克 是的  哦 是你啊
111,弗兰克·埃瑟尔 他马上过来
112,车队刚从王宫回来 我在电视上看到的
113,衬衫的价格是六便士
114,英语听力现在开始
115,*钉钉咣咣*
116,给广播剧加弹幕练听力，再从弹幕列表复习，大家一起坚持
117,我已经给后面的困难部分听力配上了部分字幕和生词翻译，坚持就是胜利
118,precipitate a reappraisal
119,gaping 裂开 finesse 策略
120,take a message 类似于把电话里面要说的话转述给 Hacker
121,根据语音提供的信息来看，这道听力的答案毋庸置疑三短一长故远c
122,"“Frank Weisel. He’s coming over."""
123,Our Prime Minister.Girl what do you think?
124,衬衫的价格是九磅十五便士
125,英语听力现在开始，下面每段话只读一遍。
126,汉弗莱：尤其是海外的合同
127,弗兰克：为什么?
128,汉弗莱：哦 是的  给白厅的公务员用的
129,哈克：弗兰克刚刚发现这个
130,汉弗莱：谢谢 大臣
131,哈克：汉弗莱先生 请坐
132,弗兰克：就是啊!
133,哈克：然后呢?
134,哈克; 你说什么呢?
135,哈克：怎么了     弗兰克：看看我找到了什么
136,弗兰克：吉姆 吉姆
137,弗兰克：吉姆 吉姆
138,汉佛莱：我也能
139,汉佛莱：要不是他们死命地保住了秘密不用三个月就成了别人的笑柄了
140,阿诺德：如果人们不知道你在干什么他们就不知道你做错了什么
141,伯纳：是啊 我是说 这毕竟是大臣的政策
142,阿诺德：你越不想做什么事情就越会不断地说这件事
143,伯纳：是的 他都完成了
144,汉佛莱：想要掀翻英国和美国人的船?
145,伯纳：很抱歉打扰了 阿诺德先生 汉弗莱先生
146,阿诺德：暂时别让内阁听到
147,汉弗莱：阿诺德 我听说最近美国的大使经常和首相在一起
148,"哈克：""缩短申请上诉手续的提案""?"
149,汉弗莱：我们只是来帮助执行您的政策的
150,哈克：我真的很惊讶
151,汉弗莱：然后是11月23号
152,伯纳德：下午好 大臣
153,旁白：原影子内阁农业大臣
154,汉佛莱：看看我们以往的那些大臣要不是他们死命地保住了秘密
155,汉佛莱：你会给一个酒鬼白兰地吗?
156,汉佛莱：不，他们有无知的权利，知识代表着阴谋和罪行
157,阿诺德
158,汉佛莱：长难句7：首相会给你指定两个国会私人秘书
159,伯纳德：是啊 我是说 这毕竟是大臣的政策
160,伯纳德：为什么公众不能对正在发生的事知道的更详细些?
161,伯纳德：是的 他都完成了
162,汉佛莱：长难句7：然后你会指定你自己的国会私人秘书
163,汉佛莱：长难句6：首相会给你指定两个国会私人秘书
164,哈哈哈哈哈
165,哈克;还剩下什么了?  我还有什么?
166,弗兰克：你知道马丁得了外交部吗?     哈克：真的吗?
167,哈克：不过我就是这种人...
168,伯纳：来杯雪利酒 大臣?
169,这是我的zz顾问...
170,下午好 大臣        下午好
171,原影子内阁农业大臣
172,新的内阁职位
173,10号宣布了一组
174,话又说回来 这个部门最近
175,不过这对于他来说绝对是一个飞跃
176,是啊 不过 他已经快步入五十了
177,肯尼思（衍生意义青涩的人名） 他对于内阁职位来说 难道不是很年轻吗?
178,行政部的一把手是吉姆·哈克
179,is the minister aware that the planning procedures make building a bungalow in the 20th century
180,i mean well it's not up to me to?say
181,伯纳：抱歉打扰一下阿诺德先生，汉佛莱先生大臣的演讲稿需要你审批
182,汉佛莱：是的，我们总是把难的部分放在标题
183,伯纳：我认为那份白皮书就叫“透明政府”
184,汉佛莱：我们必须让他忘记透明政府这种瞎话
185,伯纳德：是的，他全完成了
186,汉佛莱：是的，我们马上就会培训好他
187,伯纳：非常不错
188,汉佛莱：说一说你对我们新大臣的看法
189,汉佛莱：坐下，伯纳
190,阿诺德：没问题
191,阿诺德：我想是人仰马翻
192,汉佛莱：多么绝对？
193,阿诺德：绝对的羞耻
194,汉佛莱：想掀翻英国人和美国人的船
195,汉佛莱：不是吗？一个喜欢幻想的大臣
196,汉佛莱：给你自己倒杯咖啡吧
197,伯纳：哦，谢谢汉佛莱先生，不过我现在很忙
198,伯纳：很抱歉打扰了阿诺德先生，汉佛莱先生，如果你能通过以下大臣的演讲稿我就能把他交给议会了
199,汉佛莱：这个航空的东西对首相来说应该算是一个妙举，是吗？
200,阿诺德：暂时别让内阁听到
201,汉佛莱：那个航天系统的合同？
202,阿诺德：两者都有
203,阿诺德：是的    汉佛莱：敌对还是友好？
204,汉佛莱：阿诺德，我听说最近美国的大使经常跟首相在一起
205,阿诺德：很难找出来跟上一届有什么不同
206,汉佛莱：你的新内阁怎么样?  阿诺德：没问题
207,汉佛莱：以一个新人来说学得很快
208,阿诺德：你的新大臣怎么样，汉佛莱？
209,伯纳：所有的？ 哈克：所有的
210,哈克;所有的文件都要给弗兰克复印一份
211,弗兰克：埃瑟尔
212,哈克：是的，我同意弗兰克
213,汉佛莱：为什么？
214,弗兰克：我需要在这个楼里有一个办公室
215,汉佛莱：据我所知沃森街道是一个很棒的地方
216,弗兰克：我不想在沃森街道 汉佛莱：那地方在一个很好的地区
217,汉佛莱：政府掌握伦敦所有的地产
218,弗兰克：沃森街道？  汉佛莱：是的，真让人惊喜
219,哈克：我坚持
220,汉佛莱：当然，您坚持的话
221,哈克：汉佛莱，弗兰克必须在这个部门有一个自己的办公室
222,哈克：冷静点弗兰克
223,弗兰克：那我也应该在这里
224,弗兰克：被关在等待室里
225,哈克：你去了哪里弗兰克
226,弗兰克：吉姆，这到底是怎么回事？
227,伯纳：让我把这些提议的草稿放进去..然后...给这是您的钥匙，大臣
228,哈克：很好
229,哈克：不不不不，这里一切都由我来决定，那周一我什么时候来？
230,汉佛莱：我们可以减少一些书面工作，你只要做一些主要的政治决策就好
231,哈克：韦拉在家里等着去利物浦，而且我周六还有个手术要做
232,你的司机就会收走他们（4个文件箱），再把剩下两个带来
233,伯纳：如果你在周六晚前完成前四个的话
234,哈克：这是什么意思？
235,汉佛莱：不过，我恐怕....这轮不到我去评论
236,汉佛莱：是的，竞选时我们保留了上届大臣所做的工作
237,哈克：档案盒？已经开始了吗？
238,哈克：不 不 当然不会
239,伯纳：什么其他事情？
240,伯纳：到时候你还要发表一个讲话.....
241,伯纳：星期二早上十点半会见英格兰电脑协会的代表团
242,伯纳：你要发表讲话
243,伯纳：九个内阁委员会，星期一八点钟法律协会的年度晚会
244,汉佛莱：是.....也不是...（经典yes..and no）
245,哈克：一定很难吧
246,汉佛莱：女王殿下的确希望政府能够继续运转，即使没有政治家
247,伯纳：很抱歉 尽管我们不知道那会是你
248,哈克：又来了
249,伯纳：我们知道会有一个大臣，大臣
250,哈克：我的行程表？你又不知道我会来
251,伯纳：如果你能看看下周的行程表，大臣
252,哈克：还有事？
253,汉佛莱：还有一..或者两件事
254,哈克：好吧，我想应该就这些事了吧？
255,汉佛莱：的确如此，大臣
256,哈克：他们并没有真的因羞愧而哭泣
257,汉佛莱：“使得在20世纪建一栋平房比在12世纪建造一间大教堂还慢？”
258,汉佛莱：不，说正经的
259,汉佛莱：那份白皮书可以叫做透明政府
260,哈克：这你都知道?
261,哈克：这是否让你耳目一新？请坐
262,哈克：是...哦上帝，我指的是让他们下岗
263,汉佛莱：我想您说是重新部署他们？
264,哈克：当人不是像我们这样
265,哈克：太多的人就只是坐在桌子后面
266,哈克：换一些新鲜空气 免去所有的繁文缛节
267,哈克：我讨厌旋转椅
268,哈克：这个椅子有点....  伯纳：我门可以换一个，大臣
269,汉佛莱：并不是那样
270,汉佛莱&伯纳：非常幽默先生，是的非常有趣
271,汉弗莱：长难句1：我是常务次长，也就是常任秘书
272,汉佛莱：祝您好运
273,哈克：我可不会这么说
274,哈克：谢谢，汉弗莱
275,哈克：你好汉弗莱先生  汉弗莱：你好，欢迎
276,（汉弗莱敲门进来）伯纳：大臣 请允许我介绍汉弗莱·阿普尔比爵士
277,哈克：那接下来是要做什么？
278,伯纳：不，请叫我伯纳
279,哈克：大臣，大臣？
280,副秘书：是的 弗兰克：我是吉姆哈克的特别顾问
281,这是等待室
282,哈克：弗兰克？  伯纳：他会被安排好的
283,哈克：那弗兰克呢？
284,哈克：我们是去哪里？
285,哈克：不不不，我相信你会胜任的
286,（伯纳目前还是真正的萌新公务员）
287,弗兰克：埃瑟尔（伯纳将弗兰克名字wiesel记成了weasel）
288,哈克：这是我的政治顾问
289,伯纳：下午好 大臣  哈克：下午好
290,旁白：原影子内阁的农业大臣
291,旁白：10号（白厅位于唐宁街10号）宣布了一组新的内阁
292,旁白：不过这对他来说绝对是一次巨大的飞跃
293,旁白：是啊，不过他已经快50岁了
294,旁白：kenneth（形容青涩），他对于内阁职位来说难道不是很年轻青，吗
295,旁白：行政部的一把手是吉姆哈克
296,应该是弗兰克
297,你好？喂？喂1
298,他们现在不会过来
299,听着富兰克林，事实上富兰克林
300,汽暖部
301,我一有消息就会打过去 好的 再见
302,比尔得到了欧洲
303,比尔接到电话了？
304,如果我出去了，谁知道呢
305,抱歉，我可不敢离开电话
306,是空的
307,看看烟盒
308,不 我不紧张
309,我在等一个重要的电话 是的 再见
310,是的，我最后也有点头痛了
311,他干嘛不直接搬过来住
312,你等什么呢？
313,旁白
314,怎么
315,怎么
316,标准结尾
317,汉妃一说话我就懵了
318,这是电视剧音轨，语速比较快
319,所以没中文是吗？
320,尽力听了一些破烂熊没写到的字幕，有些实在是听不出了。。
321,出现了出现了!长难句哈哈哈哈
322,意念看剧
323,骂汉弗莱可以不许骂小天使！！！
324,雅思比这个慢多了QAQ
325,伯纳德的声音好好听
326,哈哈哈哈哈哈
327,小天使伯纳德！
328,hhhhhhhhhh
329,广播剧台词和电视剧略有不同
330,太太太恐怖了，强行空耳
331,我要 这硬币有何用
332,伯纳小可爱
333,红红火火恍恍惚
334,红红火火恍恍惚惚
335,Any moment now then.
336,Our new Prime Minister.
337,英语听力
338,只有不涉密的才行
339,典型的下套，造出一大堆文件然后让大臣只能挑选其中几个完成
340,是rescind啦
341,直接阵亡……感觉想听懂这个少说得在英国留学个一两年
342,哈哈哈
343,为什么只听到声音，无画面？
344,哈哈哈
345,看书背景音限定
346,真，广播剧
347,来了
348,广播剧要啥画面
349,我很自责，为什么现在才发现这样的神剧
350,现在发估计也没人看得到吧
351,？？？？？？？
352,这我听得懂真的是成仙了
353,为啥我看不到图画
354,这是听力录音部分
355,小车穿行在落基山脉蜿蜒曲折的盘山公路上
356,黑暗，又听不懂，我是快进到这里的
357,我听得懂笑声
358,完了，毕业7年英语听力还给老师了
359,刚开了全屏，发现是黑屏。。
360,笑柄
361,we must find an office here
362,stuck
363,后面的片段更难哦，坚持下去！
364,后面困难部分都有字幕，坚持下去！
365,后面困难部分都有字幕，坚持下去！
366,后面困难部分都有字幕，坚持下去！
367,后面困难部分都有字幕，坚持下去！
368,I daren't leave the phone
369,carefree 无忧无虑的
370,are you very tense
371,recind
372,recine
373,appalled
374,obtain clearance
375,broken loose
376,dole
377,see that
378,unanswerable reasons
379,peripheral
380,short and curlies
381,secrecy about what they were up to
382,laughing stock
383,Ministerial career
384,grave
385,were to rock
386,coup 突然的成功之举
387,all the appropriate papers
388,Villa's at home to Liverpool
389,it's not for me to criticize
390,Don't start that again
391,cry shame
392,where are all we going to
393,加了回声的英语完全不懂
394,Wiesel 人名，weasel 鼬
395,a cabinet post
396,I did try and tell you
397,there happen to be
398,Confidential transaction
399,The manifesto 
400,听力考试现在开始
401,英语听力考试现在开始
402,广播剧。。。。。。
403,英国非物质文化遗产
404,anglo-american
405,even when the politicians are not around
406,这么好的剧，我为什么才发现！？[大哭]
407,出神了
408,哈哈哈哈
409,神吐槽哈哈
410,哦 所以就是原剧去掉画面啊
411,好喜欢夫人啊hhhhh
412,prime minister!
413,史诗级听力
414,我们希望能够采访您
415,2333
416,all the appropriate papers
417,来吧，雅思听力问题，请填空大臣的行程表
418,夫人：你好 记者：你好，这里是BBC，我们想知道Hacker先生下午是不是会接受我们PM节目的采访？ 夫人：PM？
419,你接这个电话吧，亲爱的
420,he hardly speak english
421,噩梦的开始，yes and no
422,"“I’d wish people wouldn’t keep ringing me out to congratulate me."""
423,"“Northam Spottiswood."""
424,我听不懂
425,which ministry
426,BBC PM office
427,幸好我有原著，一边看书一边听
428,哪个大佬能配个字幕的啊
429,23333333
430,没人吗~~
431,练听力~~~
432,hhhhh太黑暗了
433,这是听力考试吗
434, Part one:Listening Comprehension
435,我擦还真是英语听力
436,英语听力开始
437,111
438,这是广播剧……意味着只有声音
439,坚持听到这里
440,还真滴是广播剧啊
441,对的 所以随时可能来电话啊
442,？？？？？？？
443,为什么黑屏？
444,哦，广播剧！弱！
445,汉弗莱：事实上 就像你在去年5月2号在议会
446,哈克：是我们宣言的主要纲领
447,汉佛莱：长难句8：然后你会指定你自己的国会私人秘书
448,汉佛莱：长难句8：然后你会指定你自己的国会私人秘书
449,阿诺德：你越不想做什么事情就越会不断地说这件事
450,do you mean education
451,哈克：抱歉 我可不敢离开电话
452,安妮：一个快乐的无忧无虑的Z2家妻子
453,哈克：关键是 我发起过反对首相任职的运动
454,哈克：斯伯特伍德参议员
455,汉佛莱：你是说一个大扫除？
456,哈克：真可惜，我们可以开个代理处了
457,哈克：对手就是要提问
458,哈克：我需要叫你私人助理，私人助理？
459,你不介意的话我在等一个重要的电话
460,来了！！
461,吃片安定药
462,我只是个不准闹情绪的政治家的妻子
463,听着 你介意我等一下在打给你吗？
464,黑屏怎么回事
465,Oh sometimes I don't understand you He is my political adviser.I depend on him more than anyone
466,Please use English to communicate hhhhh
467,梦开始的地方
468,衬衫的价格是？
469,全是长难句
470,hhhhhhh这个人每次都绕pm
471,Are you very tense?
472,Sounds if you are about to enter the Ministry
473,噩梦，开始的地方。
474,全国大学生英语888级考试即将开始，请各位考生做好准备
475,啊这？？
476,每日一遍
477,我的英语可能还给老师了
478,套娃首秀
479,听力考试已开始
480,6.58
481,MP3啊，太好了，不用自己转换格式了，听着听着就睡着了的那种
482,是，大臣！
483,后面困难部分有字幕，坚持下去！
484,not like us
485,fingers crossed
486,collapses in ruins
487,librium 安定药
488,另外7位小朋友在哪里
489,广播剧…？？？
490,听到了polling booth
491,BBC的终于听懂了
492,完全听不懂，绕口令吗？
493,哈哈哈哈哈
494,坚持到这里的是不是也是考专四的
495,speaking
496,这不应该你告诉我的吗？
497,哦是的，我一直期待你们的电话
498,Then who's on the phone
499,Part1. Listening Comprehension
500,英语听力，告辞了，这分我不要
501,为什么没有画面只有声音
502,好吧，广播剧，还以为是纪录片
503,这个是怎么传上去的？
504,我记得我好像收藏了这个剧本PDF版的好像
505,为什么没有画面
506,开始学习。
507,why don't he just move in
508,这是广播版的
509,我现在知道为什么这个的收藏那么高……全是来练听力的吧
510,哼 过分
511,听力十级了
512,谁打来的？佰瑟～～他等下就来～
513,伯纳：为什么公众不能对正在发生的事知道的更详细些?
514,伯纳德：不过 民主政府的公民们当然有权利了解
515,汉佛莱：长难句7：首相会给你指定两个国会私人秘书
516,放那里比放到文章里要无害多了
517,哈哈哈哈哈哈是啥
518,哈克：抱歉 我可不敢离开电话
519,汉佛莱：长难句4：直接受我管辖的有十个常务副秘书长
520,how does that strike you
521,阿诺德：你认真的吗？
522,哈克：我真的很惊讶
523,汉佛莱：请看这些提议大臣，这些是使这个政策生效的大体规划
524,哈克：就是一个大扫除
525,哈克：我们要打开窗户
526,汉佛莱：当然不是，大臣
527,哈克：他们都会打字吗？
528,哈克：是的 我明白你的意思了
529,哈克：不不 吉姆 叫我吉姆就好
530,弗兰克：你知道马丁得到了外交部吗？哈克：真的吗？
531,幸运的欧洲
532,我可以转告
533,关键是，我发起过反对首相任职的运动
534,一个快乐的 无忧无虑的政治家妻子
535,是的 不过关键是哪一个大臣
536,感觉就像是你要当大臣一样
537,斯伯特斯伍德参议员
538,啊，雪莉
539,救命，这句汉弗莱到底说了什么
540,Why doesn't he just move in ?
541,Oh oh oh my gosh~
542,完全听不懂了
543,黑屏了!
544,梦开始的地方
545,梦开始的地方
546,还是跟不上…
547,小天使的声音既稳重又娇气hhhh
548,至少有个中文字幕 没有画面没字幕我觉得是在考验我的英语
549,开 始 吟 唱
550,Bill's got Europe
551,Try the cigarette box.
552,A cigarette. I can't find any.
553,"Oh sometimes I don't understand you. He is my political advisor, I depend on him more than anyone."
554,Any moment now then.
555,哈哈哈
556,长 句 精 听
557,I saw it on the news.
558,啊？这是广播剧吗
559,哈哈哈哈
560,0。5倍速，感觉自己棒棒哒
561,没有字幕，哭了
562,我一边听一边做政治题
563,不用看了，后面都是黑屏
564,瑰宝
565,这是广播剧啊
566,应该是雅思听力
567,没有画面嘛！
568,怎么用弹幕配的字幕啊
569,brandy 白兰地
570,complicity A串通
571,Pity we could've opened an agency
572,Bernard
573,if I hear your name?
574,感谢分享
575,只有我看不到图像吗
576,采访（也有面试的意思）
577,果然没人坚持得住
578,全部没有画面。。。
579,I saw it on the news
580,啊哈哈哈哈哈哈哈广播剧
581,我的职业陷入危机，因为首相根本打不进我的电话
582,听力考试..
583,这段我看过的，有画面的啊
584,这题我会：Ba—babababa 
585,真实的一*
586,does anyone got brains
587,哈哈哈哈
588,居然有这个。
589,没字幕。。。
590,这个操作好诶
591,厉害了厉害了
592,生...生肉？
593,看我刷出了什么
594,居然没字幕。。
595,淦 我就想看个剧！哪怕给个画也好，，
596,哈克：如果我太迟钝了请你们原谅
597,哈克：哦 是的 是的  我明白你的意思了
598,副秘书：当然了 不过在他叫你之前 请在这里等着
599,oh不对 应该是estimates in the public accounts commitee
600,安妮：听着 如果首相想让你进什么愚蠢内g的话
601,安妮：一个快乐的无忧无虑的ZZ家妻子
602,哈克：抱歉 我可不敢离开电话
603,安妮：一个快乐的无忧无虑的政治家妻子
604,汉佛莱：放在那里比放在文章里要无害多了
605,汉佛莱：我们只是来帮助执行您的政策的
606,哈克：不过我们必须清除给彼此制造工作的人了
607,汉佛莱：长难句5：直接首席私人秘书管辖的是国会私人秘书
608,汉佛莱：长难句4：直接受管辖的有十个常务副秘书长，87个副秘书长和219个助理
609,听着，富兰克林 昨天有个选举
610,哦..是你啊迈克尔
611,ok
612,笑死
613,听的好艰难啊，感谢字幕君们
614,字幕呢
615,梦开始的地方
616,我的图图勒
617,后面会有字幕吗?
618,为啥没有中文
619,What's he got? Europe?
620,There is it.
621,appalling
622,Aldernam Spottiswood
623,Why doesn't he just move in.
624,Who from?
625,哈哈哈哈哈
626,拿腔拿调的BBC
627,愉快地看弹幕
628,梦开始的地方
629,你们信不信我英语十五级
630,我错了，我听不懂
631,黑屏了
632,英国的雾霾还没散吗
633,？？？？？？？
634,我为什么看到的是黑屏啊
635,blunt迟钝
636,老爷子台词真厉害
637,i beg your pardon?
638,？？/////????
639,redeployment
640,来了
641,你要说这画质是1080+我都相信
642,野生字幕君有没有
643,does anyone got brains?2333
644,厉害了
645,nice
646,hhhhhhh
647,感谢野生字幕
648,打开看弹幕了～
649,who from?
650,懵逼
651,哈哈哈
652,我看看谁坚持到最后
653,what r u looking 4
654,why don't u marry him
655,he's comi ng right over
656,yes
657,黑屏
658,我们的新首相怎么样，你觉得？
659,广播剧啊
660,图呢
661,hhhhhh
662,选举主任宣布了投票结果
663,汉弗莱：长难句6：直接受首席私人秘书管辖的是国会私人秘书
664,安妮：一个快乐的无忧无虑的zz家妻子
665,哈克：安妮 他是我的政治顾问
666,伯纳：是啊...我是说...这毕竟是大臣的政策
667,哈克：缩短申请上诉手续的提案？
668,哈克：让我们充分相信国家
669,哈克：如果我太迟钝了请你们原谅，不过我就是这样的人
670,哈克；我想他们都会这么说
671,副秘书：不过在他叫你之前请在这里等着
672,安妮：不是，我知道我是什么意思
673,听着，如果首相想让你进什么愚蠢内阁的话
674,你很紧张吗？
675,他们不知道我在等电话吗
676,我发现了什么
677,gin，金酒，琴酒
678,牛
679,可以有中文弹幕吗…
680,过分了
681,哈哈哈哈或
682,It's empty.
683,Here we are!
684,必须得两倍速
685,梦开始的地方
686,汉妃来啦
687,听力练习？
688,为什么，这么像粤语？
689,高能
690,streamline 提高效率
691,I've been hoping
692,2020 04 26
693,听力⋯
694,没有字幕？
695,暖
696,绝了
697,2200111
698,没人了。。。
699,233
700,这里估计全体阵亡
701,没有图像
702,只有声音？
703,为啥黑屏
704,what do u expect
705,233333
706,能不能有字幕。
707,我发
708,还没来电话对吧～～？
709,广播剧。。。。。。
710,本身就是广播剧吧....
711,过分了啊
712,图呢
713,6级的时候拿这个做听力，第一级都快被熟了
714,阿诺德：如果人们不知道你在干什么，他们就不知道你做错了什么
715,安妮：听着 如果首相想让你进什么愚蠢内阁的话
716,we want a new broom
717,opposition's about asking awkward questions
718,选举主任宣布了投票结果 the Returning Officer is declaring the result.
719,安妮：一个快乐的无忧无虑的政治家妻子
720,旁白：而且看来肯定能在新政府中有一席之地
721,在西伯明翰 选举主席宣布了选举结果
722,伯纳：不过透明政府有什么不对吗
723,阿诺德：你越是不愿意做什么就会越不断说这件事
724,汉佛莱：事实上，就像你在去年5月2日在议会，然后是11月23日
725,哈克：透明政府是我的政党信条，是我们宣言的主要纲领
726,伯纳：清除掉？
727,伯纳：辞职小技巧2：一种雷厉风行，另一种原地转圈
728,汉佛莱：长难句6：首相会指定两个国会私人秘书，然后你会指定你自己的国会私人秘书
729,哈克：还剩下什么了？我还有什么？
730,安妮夫人：有人得到了大脑吗？哈克：你是说教育部吗？
731,如果我去了消费者事务部他们就会来了
732,哦，你投的另一方 是吗？
733,你好 是的 请将
734,祈祷吧
735,安妮，他是我的政治顾问
736,那随时会打来了...
737,我们的新首相 你以为是谁？
738,在西伯明翰
739,天哪
740,广播剧，好耶
741,2333333
742,What are you looking for?
743,Who from?
744,我坚持了
745,？？？？？？？？？
746,cross of swords
747,没字幕，你觉得我们听得懂？
748,画面呢。。。
749,字幕君呢
750,0.75好点
751,+
752,I don't care if the whole central heating systems collapses in ruins
753,I must say I'm rather suprised
754,pm.下午；PM大臣缩写
755,1
756,但是我还是拜拜比较合适
757,这里是坐在桌子后面说的 just sitting behind desk
758,？？？
759,不是careful是carefree
760,secretary 
761,这，，，，，，
762,i saw it on the news
763,哇
764,BBC
765,(｡･∀･)ﾉﾞ
766,哈哈哈哈哈哈
767,纯粹看弹幕
768,233
769,哈哈
770,没有字幕吗
771,。。。。.
772,输了
773,(´⊙ω⊙`)
774,Humphrey首秀再怎么没人我也要来打个卡，五刷参上
775,图呢？
776,怎么黑屏了我
777,汉佛莱:要是这对他们并无好处的话
778,汉弗莱：长难句7：首相会给你指定两个国会私人秘书
779,"所以在当了这么多年的影子大臣后  So Jim Hacker's back, and after"
780,安妮：听着 如果首相想让你进什么愚蠢内阁的话
781,哈克：你很紧张吗
782,汉佛莱：英国国会议事录第487卷第1102页 B栏
783,哈克：可以吗？伯纳我们可以换任何东西，大臣
784,伯纳：我想如果对您来说都一样的话我还是更愿意叫您大臣
