,词语,次数
165,报,2
166,同学,2
167,同学会,1
168,学会,2
169,仇,1
170,这里,83
171,体现,5
172,现出,3
173,夫妻,3
174,夫妻感情,1
175,感情,6
176,好,310
177,话,99
178,没出,2
179,出口,2
180,丈夫,3
181,啥,206
182,大家,21
183,注意,53
184,扔,13
185,衣服,36
186,设计,18
187,如此,3
188,自然,49
189,瞬间,13
190,变脸,2
191,高,97
192,笑,301
193,得,100
194,有感,5
195,感染,3
196,感染力,3
197,巅峰,49
198,作,36
199,范德彪,7
200,早期,29
201,净,1
202,演,141
203,官儿,1
204,儿,24
205,东北,61
206,农村,12
207,脱鞋,6
208,鞋,30
209,放,10
210,窗台,3
211,窗台上,3
212,台上,5
213,台词,105
214,经典,273
215,吧,132
216,产房,17
217,传,23
218,喜讯,16
219,人家,28
220,生,12
221,升,12
222,三个,9
223,影,2
224,同台,1
225,飙,1
226,戏,48
227,发现,84
228,赵,29
229,老蔫,6
230,现在,177
231,乡长,40
232,他俩,9
233,侧面,3
234,说明,2
235,实干,1
236,实干家,1
237,必须,3
238,四句,1
239,诗,5
240,讲究,5
241,炕上,5
242,跨,8
243,服,10
244,聊天,6
245,把,68
246,当,29
247,炖,2
248,后来,14
249,马大帅,4
250,大帅,6
251,里,46
252,赵本山,76
253,扮演,5
254,老太,1
255,老太太,1
256,太太,1
257,唱戏,1
258,不慎,1
259,丢,2
260,酱缸,1
261,咬了一口,1
262,一口,3
263,这个,242
264,包袱,19
265,绝,95
266,隔壁,7
267,吴,34
268,老二,17
269,退出,2
270,直播,6
271,直播间,3
272,开头,8
273,简短,1
274,明,10
275,交代,2
276,背景,5
277,让,47
278,回,46
279,家,8
280,！！,29
281,那,92
282,一,102
283,低头,4
284,嘀咕,1
285,传神,4
286,其实,22
287,认出,1
288,认出来,1
289,出来,71
290,正在,11
291,谈判,7
292,赶紧,7
293,造出,1
294,鱼塘,8
295,来,108
296,回来,32
297,抓紧,5
298,抓紧时间,5
299,训练,9
300,领,3
301,认识,5
302,诶,5
303,这些,9
304,些小,1
305,能用,2
306,一辈,5
307,一辈子,3
308,辈子,4
309,眼神,56
310,爸,6
311,在外,3
312,喝酒,26
313,妈,12
314,去,51
315,拉回,1
316,拉回来,1
317,摸,5
318,一样,32
319,一段,16
320,个人,38
321,表演,46
322,仔细,1
323,仔细想,1
324,细想,1
325,是非,6
326,非常,10
327,同时,1
328,进行,1
329,动作,36
330,最后,23
331,汇合,1
332,合到,1
333,一点,29
334,写,27
335,几位,2
336,演员,32
337,功力,10
338,更是,1
339,恐怖,4
340,又,92
341,纯朴,1
342,势利,4
343,入,10
344,木,4
345,七分,1
346,暗中,3
347,中观,3
348,观察,4
349,可,17
350,还行,10
351,看,229
352,反客为主,14
353,为主,15
354,艾,1
355,马,21
356,场景,4
357,我家,6
358,家里,2
359,过年,16
360,桌上,1
361,那个,44
362,绿色,1
363,瓶装,1
364,瓶装水,1
365,乐百氏,2
366,那会儿,3
367,会儿,9
368,棒,9
369,会,55
370,句,61
371,听,45
372,着,83
373,多心,1
374,心酸,6
375,请,15
376,老,119
377,左手,8
378,在,211
379,搓脚,2
380,脚气,1
381,送,16
382,战友,10
383,踏,5
384,征程,3
385,默默,4
386,默默无语,3
387,无语,4
388,两眼,3
389,眼泪,7
390,耳边,6
391,响起,7
392,驼铃,8
393,驼铃声,6
394,铃声,6
395,这歌,4
396,好听,8
397,戴高乐,26
398,高乐,26
399,台下,5
400,大佬,5
401,你俩,4
402,合伙,4
403,包,13
404,当年,47
405,时事,2
406,臭氧,9
407,臭氧层,8
408,破洞,1
409,人心,8
410,心目,1
411,目中,1
412,最佳,6
413,佳作,1
414,小舅,26
415,小舅子,26
416,舅子,26
417,一般,14
418,啊哈,42
419,酒量,1
420,相当,4
421,当好,1
422,可能,18
423,头发,8
424,少,18
425,变,18
426,彪,26
427,哥,35
428,那样,1
429,造型,7
430,干部,7
431,老板,5
432,逗,20
433,版,11
434,和蔼,1
435,和蔼可亲,1
436,可亲,1
437,辽,11
438,台,5
439,听到,7
440,永远,17
441,活,14
442,我们,48
443,心中,8
444,词,33
445,发怒,1
446,主要,7
447,要是,14
448,这段,36
449,脑,3
450,补,6
451,太精彩,4
452,精彩,12
453,多,68
454,到位,16
455,肚子,11
456,肚子疼,6
457,哑谜,1
458,前方,90
459,高能,84
460,预警,24
461,预言,46
462,两口,4
463,两口子,3
464,口子,3
465,子鸡,1
466,鸡兔,1
467,鸡兔同笼,1
468,确实,37
469,实是,10
470,大师,32
471,老戏骨,4
472,戏骨,4
473,编剧,12
474,牛,80
475,丽,12
476,声导,1
477,导师,1
478,放血,30
479,快,23
480,死,113
481,跟着,7
482,出声,4
483,hhhhhh,5
484,清晰,23
485,地,14
486,记得,12
487,一年,19
488,看到,31
489,吓,7
490,跳,16
491,持续,5
492,名,47
493,场面,45
494,千锤,14
495,千锤百炼,14
496,红极一时,1
497,一时,4
498,瓦良格,17
499,号,37
500,购买,1
501,事儿,8
502,民间,1
503,向,4
504,奇怪,3
505,方向,4
506,发展,3
507,已是,1
508,悬崖,1
509,百丈,1
510,冰,2
511,犹有,1
512,花枝,1
513,俏,1
514,卧槽,23
515,突然,17
516,办公,1
517,办公室,1
518,公室,1
519,坐,6
520,凳子,4
521,没变,4
522,不让,8
523,一直,28
524,不断,4
525,从头,2
526,尾,4
527,简直,13
528,出神,2
529,出神入化,2
530,可是,7
531,祖传,1
532,俩,16
533,帽子,21
534,大海,1
535,海航,1
536,航行,1
537,靠,12
538,舵手,1
539,里海,1
540,磕,2
541,一下,54
542,细节,32
543,潘长江,32
544,长江,34
545,直呼,10
546,内行,11
547,史,3
548,每年,6
549,能,98
550,这样,54
551,该,10
552,身高,2
553,逐渐,8
554,贬低,1
555,战术,12
556,转圈,4
557,谐音,3
558,扣钱,1
559,！！！,81
560,反映,1
561,社会,4
562,现实,15
563,20,12
564,年,148
565,没听到过,1
566,过,47
567,内涵,4
568,嘛,50
569,溜,1
570,这么,92
571,一会,5
572,一会儿,3
573,功夫,4
574,送走,6
575,好几,4
576,好几回,1
577,几回,1
578,歇后语,1
579,后语,1
580,岸边,1
581,露,9
582,伴,1
583,东方,2
584,东方仗助,1
585,仗助,1
586,大笑,4
587,经常,4
588,前,20
589,指,23
590,小眼,15
591,眨,1
592,媳妇,11
593,暗号,2
594,么,38
595,黑,9
596,段子,4
597,编成,1
598,部,2
599,由,2
600,主演,1
601,全程,10
602,剧本,14
603,接,13
604,不到,16
605,呀,63
606,咔嚓,6
607,一声,6
608,霹雳,2
609,响,2
610,老婆,22
611,老婆子,2
612,婆子,3
613,留点,1
614,面子,6
615,整,10
616,盅,1
617,~~,12
618,表面,2
619,四个,1
620,炸雷,1
621,诞生,2
622,忘,14
623,选,12
624,那年,7
625,村里,2
626,代表,4
627,当时,21
628,老姑,17
629,心,5
630,临别,1
631,临别时,1
632,上路,5
633,回头,3
634,相亲,1
635,们,26
636,摆手,1
637,东头,3
638,老高,5
639,高家,3
640,把门,4
641,门第,4
642,第一,40
643,第一家,4
644,一家,11
645,三间,4
646,瓦房,4
647,叠,3
648,满堂,13
649,咱俩,1
650,原来,21
651,堡子,3
652,父老,5
653,父老乡亲,5
654,老乡,6
655,乡亲,5
656,小米,7
657,小米饭,2
658,米饭,2
659,养大,2
660,胡子,2
661,里长,2
662,长满,2
663,故事,6
664,想,45
665,没想,9
666,想起,13
667,起来,45
668,只要,3
669,一乐,1
670,保证,3
671,沟通,2
672,差不多,9
673,不多,11
674,卯,1
675,劲,2
676,戴高帽,5
677,高帽,6
678,唱赞歌,3
679,赞歌,3
680,几句,8
681,拜年,5
682,嗑,1
683,不时,2
684,时兴,1
685,送礼,1
686,用,38
687,依,1
688,这俩,6
689,玩意,13
690,玩意儿,8
691,不,196
692,拿,17
693,急,25
694,承包,3
695,常有,1
696,内容,4
697,最重,1
698,重要,7
699,感受,3
700,特别,11
701,真实,126
702,正是,22
703,陛下,12
704,为什么,17
705,硬,8
706,解释,16
707,呢,86
708,吃,28
709,点,35
710,饭,9
711,呗,13
712,站,49
713,姿,4
714,的话,9
715,现场,18
716,还是,71
717,孩子,14
718,听懂,26
719,不会,20
720,玩,16
721,语言,23
722,真是,49
723,改编,13
724,情节,1
725,妙,4
726,对比,4
727,更,29
728,鲜明,1
729,突出,2
730,好看,23
731,无法,10
732,无法形容,1
733,形容,5
734,转换,18
735,法国,12
736,总统,7
737,日常,18
738,开涮,1
739,直到,4
740,等,19
741,之前,11
742,舞台,9
743,力天,1
744,天花,23
745,天花板,23
746,真,90
747,0,22
748,痕迹,7
749,是从,5
750,买回,3
751,买回来,3
752,肯定,8
753,定能,2
754,找到,25
755,自己,24
756,己身,1
757,身边,1
758,影子,2
759,巨,2
760,锯,1
761,：？？？,3
762,一个个,1
763,个个,1
764,后退,3
765,退一步,1
766,一步,1
767,很细,4
768,著名,3
769,耗子,4
770,汁,2
771,两盅,1
772,yongwu,2
773,是因为,14
774,念法,1
775,地球,5
776,非得,3
777,围,3
778,转,11
779,太阳,5
780,以为,17
781,还愿,1
782,写信,18
783,带,95
784,告,16
785,擦,6
786,水,11
787,脑门,2
788,想到,6
789,已经,47
790,开始,109
791,教科,8
792,教科书,8
793,赵老师,6
794,创作,2
795,质量,5
796,很,94
797,坐姿,1
798,小,69
799,萌,11
800,青年,1
801,简单,5
802,佩服,2
803,导演,9
804,导演组,1
805,说出,5
806,核能,15
807,075,4
808,型,2
809,两栖,1
810,攻击,1
811,舰首,1
812,舰,6
813,出海,1
814,试航,1
815,那时,27
816,正宗,3
817,欢乐,6
818,喜气,1
819,味道,2
820,尴尬,24
821,而,16
822,不失,7
823,失礼,7
824,原曲,1
825,出现,9
826,戴,14
827,手铐,7
828,旅客,3
829,可爱,34
830,啥时候,2
831,时候,89
832,惦记,1
833,筐,4
834,电话,6
835,没放,2
836,放回,2
837,原位,1
838,歌词,12
839,辽北,4
840,狠,5
841,哪,30
842,说理,6
843,理去,4
844,酒醒,1
845,形象,22
846,既,4
847,正面,12
848,不虚,1
849,虚浮,1
850,转身,1
851,肩膀,2
852,蹭,7
853,嘴,11
854,闯关,4
855,闯关东,4
856,关东,4
857,电影,7
858,主题,1
859,主题曲,1
860,主人,2
861,主人公,1
862,着手,1
863,摔,8
864,虎,29
865,扑,15
866,一员,1
867,温习,6
868,流行,12
869,流行语,9
870,致敬,11
871,三位,1
872,艺术,19
873,艺术家,13
874,术家,13
875,次于,1
876,！】,2
877,范围,3
878,帅气,1
879,角色,30
880,高干,4
881,知识,4
882,知识分子,1
883,分子,1
884,横空,1
885,横空出世,1
886,空出,1
887,出世,1
888,.,149
889,温州,10
890,一家人,2
891,家人,3
892,王八,8
893,:??????,1
894,眼睛,7
895,2333,28
896,带走,2
897,一句,32
898,莫名,4
899,莫名其妙,1
900,小张,1
901,慌,4
902,不慌,2
903,原本,1
904,但,17
905,她,8
906,蒙住,1
907,反而,6
908,更好,5
909,下,47
910,不能,31
911,不然,1
912,完蛋,2
913,上头,7
914,还用,6
915,用来,2
916,怼,1
917,摄像,3
918,摄像师,2
919,笑容,5
920,恢复,3
921,结局,1
922,证明,3
923,留下,1
924,留下来,1
925,下来,25
926,喝,16
927,对了,5
928,mmp,1
929,：？？？？,4
930,每次,7
931,接话,3
932,习惯,8
933,拖鞋,4
934,然后,4
935,搁,3
936,由此,1
937,由此可见,1
938,可见,4
939,本,5
940,老一辈,2
941,三陪,4
942,经典台词,9
943,铁岭,8
944,太严,1
945,严肃,2
946,敢,12
947,情绪,11
948,真传,1
949,张,7
950,翰,4
951,:？？？,1
952,躲,5
953,拥护,13
954,网络,7
955,发达,4
956,看起,2
957,看起来,2
958,百看不厌,15
959,不厌,16
960,魔,14
961,性,8
962,南极,11
963,极点,4
964,任何,5
965,何方,2
966,北,10
967,才,94
968,妥,1
969,不了,24
970,酒,7
971,meng,1
972,叫,72
973,大舅,1
974,最早,7
975,安排,7
976,明白,9
977,咳嗽,7
978,突显,1
979,人物,15
980,人物性格,1
981,物性,1
982,性格,6
983,没事,6
984,再次,4
985,教课,1
986,腰杆,2
987,直,12
988,儒雅,1
989,想象,1
990,得到,1
991,凝固,1
992,自由,2
993,微,7
994,为,12
995,而来,2
996,半,3
997,起身,2
998,攻势,4
999,六亲,5
1000,六亲不认,5
1001,步伐,6
1002,二,5
1003,毛子,14
1004,嗨,6
1005,买下,1
1006,买下来,1
1007,狂,10
1008,镜头,9
1009,疯狂,7
1010,寻找,2
1011,节奏,41
1012,逼,88
1013,2333333,17
1014,走出,4
1015,故意,17
1016,忘词,42
1017,前一天,3
1018,一天,10
1019,视,7
1020,演过,8
1021,怎,3
1022,啦,37
1023,磨,1
1024,钯,1
1025,不行,26
1026,大过年,4
1027,在家,4
1028,吹牛,4
1029,呆,5
1030,小贩,2
1031,感谢,7
1032,那些,10
1033,带给,2
1034,还有,45
1035,北地,1
1036,被迫,1
1037,迫害,1
1038,诬陷,1
1039,hhhh,5
1040,喷,4
1041,！！！！,20
1042,演唱,2
1043,演唱者,2
1044,彭,1
1045,：。。。,1
1046,级,11
1047,陪笑,1
1048,排练,4
1049,多遍,2
1050,怎么,68
1051,拌嘴,1
1052,太好了,34
1053,打电话,1
1054,认为,4
1055,jr,112
1056,腰板,4
1057,微微,3
1058,强行,18
1059,最为,1
1060,致命,1
1061,胆子,1
1062,最怕,1
1063,空气,1
1064,任,11
1065,火,19
1066,好笑,26
1067,爽朗,1
1068,怀念,25
1069,师师,1
1070,师师长,1
1071,师长,2
1072,此,24
1073,老蔫儿,1
1074,团,5
1075,回家,8
1076,搓衣,1
1077,搓衣板,1
1078,伺候,3
1079,水准,1
1080,真会,2
1081,解千愁,1
1082,千愁,1
1083,微笑,5
1084,jpg,3
1085,农民,10
1086,兄弟,15
1087,无奈,1
1088,小小,3
1089,小小的,1
1090,狡黠,1
1091,演得,6
1092,生动,4
1093,平常,1
1094,教育,4
1095,犯,2
1096,完,17
1097,再,25
1098,改,18
1099,出自,7
1100,太多,13
1101,搓手,1
1102,一脸,23
1103,懵,34
1104,↓,2
1105,咱,8
1106,爷俩,1
1107,亲切,7
1108,实力,7
1109,实力派,1
1110,最后通牒,3
1111,通牒,4
1112,我俩,2
1113,养,3
1114,鳖,3
1115,98,13
1116,年均,1
1117,工资,1
1118,六七,1
1119,六七千,1
1120,七千,1
1121,难怪,3
1122,怪叫,1
1123,公开,1
1124,泄漏,1
1125,国家,7
1126,国家机密,1
1127,机密,2
1128,面有,8
1129,有点,31
1130,小拳,2
1131,小拳头,2
1132,拳头,3
1133,攥,1
1134,給,1
1135,云南,18
1136,云南白药,8
1137,白药,8
1138,无法弥补,2
1139,弥补,2
1140,内心,7
1141,创伤,2
1142,反转,42
1143,蓄力,2
1144,中,28
1145,喜剧,21
1146,最,31
1147,部分,2
1148,哭,45
1149,师表,5
1150,爹,6
1151,接电,2
1152,接电话,2
1153,开场,3
1154,开场白,1
1155,真是太,2
1156,反应,8
1157,照顾,2
1158,观众,49
1159,灌酒,2
1160,来自,4
1161,却,7
1162,咣,2
1163,叽,2
1164,掉下来,3
1165,宝石,2
1166,结构,5
1167,结构紧凑,1
1168,紧凑,2
1169,躺,4
1170,枪,126
1171,十几,6
1172,十几年,5
1173,几年,17
1174,MMP,1
1175,？”,2
1176,屋子,2
1177,屋子里,2
1178,几圈,1
1179,本真,1
1180,钱,19
1181,道,16
1182,堵死,1
1183,三,42
1184,鞭子,5
1185,讽刺,33
1186,应该,27
1187,该是,16
1188,风声,1
1189,挺,26
1190,精髓,3
1191,完成,3
1192,成就,7
1193,B,4
1194,电视,12
1195,实在,12
1196,实在太,3
1197,塑造,2
1198,23333333,10
1199,怪,4
1200,咯,3
1201,县长,32
1202,长亲,1
1203,亲戚,2
1204,感觉,50
1205,新,9
1206,b,5
1207,年代,4
1208,兄弟姐妹,1
1209,姐妹,1
1210,西安,2
1211,一套,8
1212,六十,2
1213,六十多,1
1214,十多,5
1215,平,8
1216,房子,7
1217,八万,1
1218,想想,2
1219,概念,2
1220,至少,3
1221,相当于,2
1222,当于,2
1223,于今,1
1224,今天,16
1225,五十,5
1226,五十万,1
1227,十万,2
1228,万一,1
1229,年收入,1
1230,收入,2
1231,五六,14
1232,五六万,12
1233,六万,12
1234,有人,15
1235,连,39
1236,看不懂,5
1237,直球,1
1238,hhh,7
1239,倒计,1
1240,倒计时,1
1241,计时,1
1242,问题,17
1243,前面,28
1244,拉,7
1245,临时,4
1246,替换,1
1247,替换成,1
1248,换成,1
1249,按,11
1250,an,2
1251,前边,5
1252,加,15
1253,n,7
1254,口音,7
1255,音问,2
1256,这时,16
1257,这时候,14
1258,还要,4
1259,别人,4
1260,行事,5
1261,比着,1
1262,同一,1
1263,同一个,1
1264,演出,8
1265,状态,2
1266,后期,3
1267,打磨,3
1268,决定,2
1269,多少,19
1270,不对,46
1271,卤,26
1272,不对味,2
1273,看见,13
1274,既然,5
1275,侄儿,2
1276,h,12
1277, ,6
1278,最好,9
1279,笑场,15
1280,教上,1
1281,上来,3
1282,费劲,2
1283,具有,2
1284,信息,1
1285,信息量,1
1286,觉得,23
1287,经过,1
1288,与,24
1289,前后,4
1290,因果,1
1291,联系,2
1292,像是,7
1293,因,1
1294,起意,1
1295,而为,1
1296,个人见解,1
1297,见解,1
1298,哈,21
1299,歌颂,1
1300,不光,2
1301,光是,3
1302,喝喝,2
1303,吃吃饭,1
1304,吃饭,6
1305,定有,2
1306,有事,1
1307,阶级,1
1308,不算,2
1309,陈佩斯,79
1310,佩斯,91
1311,两次,1
1312,光膀子,1
1313,膀子,2
1314,醉,1
1315,2000,3
1316,往前,1
1317,万元,3
1318,万元户,3
1319,哦,17
1320,斯人,1
1321,杠铃,7
1322,般的,7
1323,正片,13
1324,二郎,1
1325,二郎腿,1
1326,666,11
1327,小人,9
1328,小人物,2
1329,很漂亮,1
1330,漂亮,7
1331,血腥,1
1332,招数,1
1333,魔幻,1
1334,疗,2
1335,贴切,1
1336,赛,2
1337,诗会,1
1338,不过,16
1339,造船,1
1340,造船厂,1
1341,船厂,2
1342,制造,3
1343,超级,7
1344,大衣,1
1345,伏笔,5
1346,圈,2
1347,属鸡,10
1348,1957,2
1349,生人,2
1350,看出,12
1351,屯子,2
1352,小名,30
1353,陈冠希,10
1354,又名,1
1355,现有,1
1356,有些,8
1357,凭,6
1358,几句话,4
1359,秒杀,4
1360,名人,4
1361,名人名言,4
1362,人名,5
1363,名言,17
1364,大艺,1
1365,而且,8
1366,关键,7
1367,刺到,1
1368,品味,1
1369,没人,11
1370,买房,1
1371,眨眼,1
1372,称呼,6
1373,5,16
1374,6,16
1375,万,10
1376,那么,22
1377,夸张,2
1378,套房,4
1379,四五,2
1380,四五万,1
1381,五万,2
1382,年老,2
1383,老火,1
1384,没笑,1
1385,多次,1
1386,不用,23
1387,高清,13
1388,画质,4
1389,一批,1
1390,结束,3
1391,1998,3
1392,可惜,16
1393,只得,1
1394,二等,1
1395,二等奖,1
1396,TM,7
1397,严重,2
1398,低估,1
1399,比,22
1400,中国,14
1401,国三,1
1402,大喜,1
1403,天才,5
1404,爆炸,3
1405,满地,1
1406,找,26
1407,或,84
1408,打,27
1409,上去,8
1410,警告,11
1411,级别,5
1412,别的,3
1413,前倨后恭,2
1414,家属,1
1415,答谢,1
1416,之一,17
1417,大师级,2
1418,师级,2
1419,实现,1
1420,实有,2
1421,放在,1
1422,套,8
1423,一气,5
1424,一气呵成,5
1425,浑然,2
1426,浑然天成,2
1427,天成,3
1428,十分,5
1429,说错,6
1430,错话,1
1431,特,8
1432,叫做,2
1433,无敌,7
1434,生活,24
1435,：？,2
1436,一斤,3
1437,意识,8
1438,模糊,2
1439,居然,10
1440,聊城,8
1441,过去,16
1442,多年,10
1443,无数,4
1444,无数遍,1
1445,数遍,1
1446,厉害,37
1447,需要,34
1448,字幕,98
1449,密集,2
1450,抽烟,1
1451,江河,1
1452,江河湖海,1
1453,河湖,1
1454,湖海,1
1455,毛病,8
1456,真好,34
1457,朴实,5
1458,支,1
1459,愣,9
1460,鱼汤,1
1461,100,3
1462,毛,10
1463,莽撞,1
1464,将军,2
1465,山腰,1
1466,腿,31
1467,弯,5
1468,吟游,1
1469,诗人,1
1470,有意,7
1471,意外,9
1472,收获,2
1473,长长,1
1474,好像,31
1475,四周,1
1476,24,4
1477,达到,3
1478,工作,18
1479,晚上,5
1480,允许,1
1481,影视,1
1482,影视作品,1
1483,视作,1
1484,不好,22
1485,刻板,1
1486,宿迁,2
1487,233,9
1488,对应,1
1489,养鱼,7
1490,大王,2
1491,2021,66
1492,大年,21
1493,大年初二,3
1494,年初,26
1495,年初二,4
1496,初二,6
1497,二晚,1
1498,接地,1
1499,地气,2
1500,味儿,10
1501,跟前,1
1502,使唤,1
1503,呼应,2
1504,美,9
1505,乐,5
1506,彩电,1
1507,名牌,1
1508,品节,2
1509,各种,5
1510,出事,3
1511,互相,3
1512,埋怨,1
1513,留余地,1
1514,余地,1
1515,滴,25
1516,两个,15
1517,棉帽,1
1518,下面,7
1519,子哈哈,3
1520,采购,1
1521,妈呀,6
1522,1,84
1523,年龄,2
1524,41,2
1525,岁,14
1526,贴地,1
1527,七月,2
1528,七月份,1
1529,月份,1
1530,雨天,1
1531,呐,20
1532,处,5
1533,五十六,2
1534,十六,2
1535,呃,2
1536,～,54
1537,倒,11
1538,这回,3
1539,回想,1
1540,哎哟,19
1541,快来,3
1542,老丈,3
1543,老丈人,3
1544,丈人,3
1545,敲门,24
1546,到期,2
1547,没用,2
1548,大事,2
1549,能行,2
1550,咋,22
1551,着急,4
1552,急呀,1
1553,咱家,1
1554,飞,7
1555,清,7
1556,未改,1
1557,改变,6
1558,堵上,1
1559,小市,2
1560,市井,1
1561,淋漓,1
1562,淋漓尽致,1
1563,尽致,1
1564,编,18
1565,不下,7
1566,下去,14
1567,立起,1
1568,存在,3
1569,感,29
1570,低,2
1571,绝对,11
1572,内部,5
1573,内部消息,1
1574,消息,5
1575,坐大,1
1576,大巴,1
1577,大巴回,1
1578,充满,2
1579,回忆,25
1580,83,1
1581,届,2
1582,熟悉,3
1583,普及,2
1584,义务,2
1585,义务教育,2
1586,拆台,1
1587,老手,1
1588,暖气,1
1589,好家伙,8
1590,家伙,14
1591,刚,18
1592,帖子,13
1593,全,44
1594,小事,1
1595,小事儿,1
1596,承认,4
1597,远古,2
1598,乳,16
1599,法,20
1600,视频,18
1601,老头,10
1602,词儿,10
1603,讲道,1
1604,讲道理,1
1605,道理,3
1606,表现,5
1607,没落,1
1608,落井,1
1609,落井下石,1
1610,井下,1
1611,石,2
1612,2020,19
1613,11,9
1614,月,14
1615,日前,1
1616,前来,19
1617,考古,32
1618,咳,1
1619,意味,4
1620,狄,1
1621,胖胖,1
1622,鞠,4
1623,而后,2
1624,恭,2
1625,思,1
1626,令人,3
1627,发笑,2
1628,震怒,3
1629,diss,2
1630,叔,5
1631,无,55
1632,变色,5
1633,变色龙,5
1634,”！,1
1635,哇,10
1636,包装,1
1637,变过,1
1638,这段话,1
1639,：（,2
1640,东北方,6
1641,北方,10
1642,方言,22
1643,原意,1
1644,应为,1
1645,路子,6
1646,”，,8
1647,即,2
1648,不一,9
1649,一致,1
1650,随着,1
1651,使用,1
1652,渐渐,1
1653,读音,1
1654,焖,1
1655,四声,2
1656,）：,1
1657,xswl,1
1658,记住,9
1659,来源,3
1660,来源于,1
1661,源于,1
1662,早,20
1663,脱离,1
1664,脱离群众,1
1665,离群,1
1666,群众,15
1667,空洞,4
1668,把头,2
1669,剃,2
1670,谦虚,1
1671,jrs,16
1672,好开心,2
1673,开心,18
1674,普通,6
1675,既有,2
1676,一面,2
1677,造谣,1
1678,造谣惑众,1
1679,惑众,1
1680,一个响,1
1681,响雷,1
1682,壶里,1
1683,三线,1
1684,城市,1
1685,00,68
1686,花,2
1687,4,11
1688,平房,1
1689,楼,2
1690,最贵,2
1691,其次,1
1692,四楼,1
1693,北一,2
1694,80,6
1695,平米,3
1696,房,3
1697,8,13
1698,脚,8
1699,般,1
1700,拿手,2
1701,手指,3
1702,手指头,2
1703,指头,2
1704,踏实,1
1705,肢体,9
1706,紧张,2
1707,贴近,2
1708,………,2
1709,壁,6
1710,吹,4
1711,！？！,1
1712,？？,15
1713,可不,7
1714,不得,12
1715,不得了,2
1716,。。。。。。,4
1717,极度,3
1718,直接,20
1719,押,8
1720,外号,8
1721,大张,2
1722,大张伟,2
1723,二斤,1
1724,不出,26
1725,后,21
1726,没看,11
1727,懂,22
1728,可不是,2
1729,一种,6
1730,句句,13
1731,挣,4
1732,低下,2
1733,下有,1
1734,外国,1
1735,友人,1
1736,要能,1
1737,能看懂,2
1738,呜呜,13
1739,总,8
1740,骂,9
1741,越,8
1742,有味,2
1743,为啥,26
1744,看完,10
1745,1080,2
1746,救,1
1747,娄,1
1748,精辟,2
1749,实诚,1
1750,02,6
1751,受,3
1752,疫情,4
1753,影响,8
1754,宅,1
1755,重温,6
1756,温经,3
1757,揭露,1
1758,表达,3
1759,中心,1
1760,主旨,1
1761,人生,3
1762,人生观,1
1763,价值,1
1764,价值观,1
1765,真正,11
1766,升职,1
1767,年来,6
1768,初三,7
1769,三夜,2
1770,⚠️,1
1771,除夕,21
1772,来回,13
1773,回顾,12
1774,高强,1
1775,高强度,1
1776,强度,1
1777,力度,1
1778,极大,1
1779,同事,3
1780,后边,5
1781,消停,3
1782,算,7
