,词语,次数
220,喜欢,29
221,吃,24
222,以后,5
223,真是,9
224,杯,1
225,微,1
226,猝不及防,36
227,不及,43
228,防,47
229,杜,12
230,特尔,9
231,尔特,9
232,痴,18
233,汉,18
234,到位,5
235,最后,8
236,和,63
237,冬,8
238,晓,9
239,一起,6
240,清理,1
241,污垢,1
242,一个,59
243,直播,3
244,耽误,1
245,演员,3
246,看,70
247,小猪,1
248,佩奇,1
249,效果,2
250,棒极了,1
251,极了,3
252,从此,2
253,。。。。。,8
254,hahahahah,1
255,看来,5
256,中奖,3
257,hhhhhh,1
258,连续,8
259,连续剧,7
260,此时,1
261,飘过,2
262,外卖,2
263,小哥,2
264,意大利,9
265,意大利人,1
266,大利,9
267,利人,2
268,脱,2
269,怒气,1
270,值,3
271,上升,1
272,懵,1
273,逼,24
274,这里,4
275,不是,122
276,自己,80
277,跟着,2
278,去,41
279,敏感,18
280,肌,16
281,也,119
282,能用,16
283,常年,2
284,因为,19
285,头发,5
286,发过,1
287,过于,3
288,浓密,1
289,而,11
290,倍感,1
291,烦恼,1
292,无线,1
293,法国,1
294,国别,1
295,研究,5
296,小丑,19
297,竟是,17
298,村里,1
299,每家,2
300,发,4
301,一台,3
302,乡亲,1
303,乡亲们,1
304,说好,2
305,双,9
306,休,2
307,内心,2
308,戏,2
309,高手,1
310,生,3
311,无缝,1
312,竟然,10
313,单身,1
314,~~~,1
315,白眼,11
316,灵性,2
317,直接,37
318,梅开二度,2
319,二度,2
320,笑,55
321,死,38
322,奖,7
323,词,3
324,现在,19
325,专门,3
326,用来,2
327,指代,1
328,产品,4
329,卧槽,18
330,无情,1
331,办公室,8
332,公室,8
333,冰冰,4
334,限定,1
335,皮肤,4
336,攥,1
337,紧,1
338,拳头,1
339,给,80
340,卡车,1
341,世,3
342,界,1
343,名,5
344,画,3
345,肝火,1
346,压不住,1
347,不住,11
348,啊哈,16
349,Joey,1
350,一套,3
351,百科,1
352,百科全书,1
353,全书,1
354,寒假,1
355,寒假作业,1
356,假作,1
357,作业,1
358,即,2
359,视,1
360,感,2
361,可以,56
362,送给,5
363,请,9
364,根据,3
365,中奖者,1
366,选出,1
367,中国,9
368,最优,1
369,优秀,6
370,真实,20
371,拍摄,2
372,！！！,20
373,气氛,1
374,组,1
375,欲言又止,2
376,接好,3
377,定,3
378,体,5
379,问,45
380,编剧,2
381,居然,8
382,惨,16
383,绊,1
384,到,18
385,脚,1
386,失败,3
387,来,66
388,刀,5
389,拿,11
390,剪短,1
391,简短,2
392,牵挂,1
393,名字,5
394,字距,2
395,距离,3
396,非常,3
397,满意,1
398,三,40
399,人,67
400,打包,1
401,打包带,1
402,带走,1
403,华为,7
404,办公桌,1
405,值得,6
406,拥有,3
407,开心,1
408,翻车,1
409,终于,2
410,后续,2
411,官方,1
412,cp,1
413,有点,12
414,点心,1
415,心疼,11
416,制,2
417,题,18
418,难,10
419,开始,13
420,快,13
421,跑,14
422,来得,1
423,来得及,1
424,茶水,2
425,自备,1
426,观察,5
427,观察者,3
428,版,6
429,哥,6
430,威武,3
431,国产,2
432,味,5
433,浓,1
434,大意,16
435,根本,7
436,没法,2
437,闪,6
438,机会,2
439,狠狠,1
440,地,8
441,叫,17
442,一声,1
443,把,25
444,这家,4
445,赶走,1
446,书,3
447,接上,4
448,回,7
449,韦小,1
450,韦小宝,1
451,小宝,1
452,追,3
453,阿,5
454,珂,1
455,感觉,10
456,突然,5
457,打,34
458,抢,2
459,老婆,21
460,太多,8
461,哎呀,4
462,，，，,2
463,萧,5
464,老师,10
465,领导,4
466,？？？？？？？,2
467,抹,2
468,茶,8
469,葡,1
470,提,2
471,yyds,1
472,佳,5
473,宁,7
474,个人,13
475,笔,1
476,岂不是,1
477,容易,11
478,掉下来,1
479,下来,6
480,如果,9
481,有罪,1
482,让,27
483,炒,3
484,鱿鱼,1
485,弟,1
486,下单,4
487,搞,6
488,吗,119
489,癫疯,1
490,体验,2
491,～,14
492,全部,4
493,闷,2
494,杀,5
495,不出,3
496,出去,4
497,节目,1
498,瞬间,1
499,香,10
500,百万,6
501,制作,1
502,整,9
503,活,4
504,先,13
505,为,9
506,敬,1
507,后面,6
508,新闻,1
509,新闻频道,1
510,频道,1
511,点,18
512,边,3
513,吃饭,22
514,边下,1
515,旁边,2
516,颜,2
517,杀人,1
518,眼神,4
519,亮,1
520,首先,2
521,一个团,1
522,欢迎,1
523,进入,2
524,宇宙,1
525,懂,13
526,买书,1
527,。。。。,7
528,姐姐,9
529,真的,54
530,好看,6
531,！！！！！,4
532,妈,8
533,电脑,3
534,亲自,1
535,出演,9
536,推广,2
537,一下,18
538,替代,1
539,代电,1
540,电视,3
541,电视机,1
542,市场,6
543,市场需求,1
544,需求,1
545,巨大,1
546,。。,11
547,火车,1
548,大人,2
549,两万,3
550,七起,1
551,作为,3
552,企业,11
553,们,11
554,吼,1
555,辣,4
556,么,22
557,大声,5
558,干嘛,10
559,广告设计,1
560,设计,5
561,成功,8
562,括约肌,2
563,如何,3
564,泡,2
565,同事,10
566,沾,2
567,上面,3
568,面包,1
569,糠,1
570,更佳,1
571,非,9
572,静止,1
573,画面,7
574,为何,2
575,全世界,2
576,世界,9
577,泪,2
578,流,2
579,一遍,5
580,有种,2
581,大力,1
582,丸,1
583,可怕,4
584,措,2
585,馋,1
586,哭,15
587,为什么,26
588,小剧场,3
589,剧场,3
590,头疼,2
591,大黑,1
592,黑边,1
593,停航,1
594,航母,1
595,喊,1
596,～！～！,1
597,可怜,10
598,汤姆,1
599,没有,79
600,心,7
601,狠,1
602,看到,11
603,周,3
604,雄起,1
605,”？,1
606,是不是,14
607,起名,1
608,路边,1
609,拉来,1
610,主任,5
611,不能,18
612,回家,5
613,年终,2
614,年终奖,2
615,小吃,1
616,吃惊,1
617,停,2
618,阎锡山,1
619,锡山,1
620,山客,1
621,客户,4
622,订,1
623,50,3
624,台,1
625,影帝,3
626,好玩,7
627,甘地,2
628,查,10
629,干,20
630,湖,4
631,胖头,2
632,胖头鱼,2
633,哈哈笑,5
634,隔开,1
635,居家,1
636,旅行,1
637,必备,1
638,就是,103
639,做,31
640,65,3
641,寸,4
642,5888,3
643,前两天,1
644,两天,1
645,评论,3
646,见,4
647,LSP,3
648,敷衍,1
649,反向,2
650,疯狂,3
651,暗示,1
652,谢谢,8
653,一车,3
654,老人,3
655,意大利语,2
656,语,4
657,套路,4
658,单位,6
659,视频,25
660,视频会议,1
661,玛,1
662,德,9
663,玩意,5
664,卖,4
665,谁,27
666,没想,2
667,没想到,2
668,想到,3
669,全,24
670,甘,1
671,显示,1
672,显示器,1
673,砸过去,1
674,过去,4
675,系列,2
676,持续,1
677,下出,1
678,愿,2
679,长青,1
680,奥利,1
681,发现,2
682,秘密,3
683,暗中,1
684,中观,1
685,价格,3
686,公,8
687,屏,10
688,上,39
689,不过,10
690,娶,1
691,hhhh,6
692,仔细,1
693,细看,1
694,自动,1
695,开启,1
696,话题,3
697,读到,1
698,结束,1
699,？？,12
700,小子,6
701,捣乱,1
702,牛,38
703,起码,1
704,得,37
705,三五,1
706,三五百,1
707,五百,4
708,吧,114
709,向,5
710,不失,3
711,还有,18
712,擦,2
713,没完,8
714,看完,12
715,哔,2
716,哩,2
717,钱,12
718,逃跑,1
719,moglie,3
720,王,18
721,纯,1
722,注意,3
723,可爱,10
724,好好,8
725,laosp,1
726,演,5
727,出神,1
728,出神入化,1
729,鸽,3
730,坏事,1
731,事儿,2
732,看起,1
733,看起来,1
734,起来,9
735,挺不错,1
736,不错,6
737,意大利式,1
738,式,1
739,侮辱,3
740,里面,6
741,剧情,3
742,爱看,1
743,冬冬,1
744,翻白,1
745,翻白眼,1
746,总统,2
747,够,5
748,硬核,5
749,浮夸,1
750,林俊杰,1
751,俊杰,1
752,很气,1
753,第三,1
754,第三遍,1
755,三遍,2
756,平板,1
757,大号,1
758,辣椒,1
759,果然,3
760,好几,4
761,好几万,2
762,几万,3
763,公司,69
764,实验,2
765,实验室,2
766,助攻,3
767,1,11
768,用电,1
769,电脑软件,1
770,软件,1
771,幽兰,2
772,铁,3
773,确实,24
774,实有,2
775,甜,2
776,但是,18
777,整个,5
778,口味,1
779,丝,3
780,滑,3
781,插播,1
782,线,2
783,送,1
784,张,8
785,彩票,1
786,呗,14
787,TM,1
788,肌肤,1
789,~~~~,1
790,说完,2
791,己,1
792,经,1
793,单一,1
794,一千,7
795,千台,2
796,出境,1
797,咋,13
798,好多,8
799,白发,2
800,爱心,1
801,聊,7
802,嗨,2
803,不到,4
804,一句,6
805,话,16
806,绝,7
807,没用,1
808,赞,17
809,马,2
810,离谱,9
811,名画,1
812,年轻,6
813,年轻人,3
814,讲武,4
815,三角,1
816,三角恋,1
817,离,3
818,晒,1
819,大谱,1
820,选择,4
821,萌芽,1
822,威尔,1
823,史密斯,1
824,密斯,1
825,奥斯卡,1
826,奥斯卡奖,1
827,奖给,1
828,防不胜防,6
829,不胜,6
830,的话,6
831,完全,5
832,被打乱,1
833,打乱,1
834,点卡,1
835,反复,16
836,身材,2
837,超远,1
838,没,66
839,结婚,2
840,施,1
841,佬,1
842,开除,9
843,除了,3
844,君,1
845,住,7
846,长江,2
847,江头,1
848,尾,1
849,克里,3
850,克里斯,3
851,里斯,3
852,手机,3
853,投,4
854,慎用,1
855,上集,1
856,盼,1
857,着,26
858,Kris,2
859,不来,5
860,如,2
861,过分,7
862,回购,1
863,琉璃,1
864,净,2
865,柠檬,1
866,红茶,1
867,才,42
868,6,5
869,元,1
870,一小,2
871,小时,5
872,梳子,1
873,停不下,1
874,停不下来,1
875,不下,8
876,抖,1
877,音,1
878,味儿,3
879,需要,16
880,家庭,1
881,投影,1
882,更爽,1
883,世界级,1
884,停停,2
885,体质,2
886,沙利文,1
887,利文,1
888,美式,2
889,机,2
890,被套,1
891,触,3
892,知道,31
893,芊芊,1
894,马克,1
895,龙,1
896,调走,1
897,呢,59
898,一万,3
899,一万只,1
900,万只,7
901,MMP,1
902,好了吧,1
903,摸鱼,1
904,真,27
905,红,1
906,米,4
907,98,3
908,大,27
909,折磨,2
910,E,2
911,毫无,7
912,征兆,1
913,来不及,1
914,介绍,4
915,设计师,1
916,出来,21
917,退出,3
918,难道,5
919,为了,16
920,用掉,1
921,乐死,2
922,梗,2
923,勒,1
924,唐突,1
925,转,2
926,KPI,1
927,以为,15
928,痛苦,2
929,面具,2
930,3000,3
931,以下,1
932,没完没了,2
933,没了,5
934,了了,5
935,不算,20
936,植入,1
937,哎,5
938,呦,5
939,武大,1
940,武大帝,1
941,大帝,1
942,接受,4
943,受不了,2
944,不了,5
945,呀,34
946,看不下去,3
947,下去,6
948,忍,3
949,妹妹,3
950,a,1
951,好喝,3
952,强烈,1
953,强烈建议,1
954,建议,6
955,大家,17
956,购买,1
957,嘎,1
958,土,2
959,觉得,17
960,蜜,1
961,雪,1
962,冰城,1
963,蛮,1
964,贵,8
965,长沙,3
966,沙特,1
967,推荐,2
968,使用,2
969,特,5
970,针对,2
971,差,3
972,斧,1
973,神工,1
974,梦幻,1
975,联动,1
976,太长,15
977,格局,2
978,演习,2
979,结局,1
980,苹果,3
981,拖进,1
982,进度,1
983,进度条,1
984,长沙人,2
985,进,7
986,坚持,3
987,当然,5
988,.,64
989,5,8
990,天,11
991,喝,4
992,扎,5
993,节奏,1
994,掉,4
995,一大,5
996,一大截,1
997,差不多,6
998,不多,8
999,多行,2
1000,经典,7
1001,复刻,1
1002,妙,13
1003,吴,2
1004,亦,2
1005,凡,2
1006,武汉,3
1007,排,1
1008,有意,6
1009,路过,10
1010,资产,1
1011,好像,12
1012,俺,2
1013,高中,6
1014,高中班,1
1015,中班,1
1016,班主,1
1017,班主任,1
1018,特来,1
1019,完,18
1020,白,8
1021,学,14
1022,赶快,1
1023,出道,1
1024,哥们,2
1025,买买,2
1026,承包,2
1027,空,4
1028,对,27
1029,观众,1
1030,残忍,1
1031,停止,1
1032,摄像,1
1033,摄像头,1
1034,像头,2
1035,不行,9
1036,偏蓝,1
1037,中计,1
1038,matebook,1
1039,双休,1
1040,10,7
1041,箱,1
1042,很苦,2
1043,不太好,1
1044,欧,1
1045,耶,1
1046,王者,3
1047,荣耀,1
1048,9,2
1049,包,5
1050,邮,3
1051,看下,2
1052,下边,1
1053,违反,1
1054,告发,1
1055,希,3
1056,沃,1
1057,第一,13
1058,第一个,3
1059,不服,8
1060,二,3
1061,刷,6
1062,？？？？？,9
1063,跑题,1
1064,作文,1
1065,？？！,1
1066,pc,1
1067,模块,1
1068,火锅,2
1069,重庆,2
1070,不得,7
1071,不得不,2
1072,品尝,2
1073,h,15
1074, ,11
1075,？？？？,17
1076,德芙,1
1077,卷,3
1078,厉害,12
1079,生气,2
1080,去年,5
1081,朵,2
1082,hhhhhhhhh,1
1083,jjjjjJJJJJJ,1
1084,御,1
1085,姐,2
1086,草,12
1087,草率,2
1088,？、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、,1
1089,↓,3
1090,？？？？？？？？？,3
1091,？？？,29
1092,？？？？？？？？？？,1
1093,不能不,1
1094,抓手,2
1095,直白,1
1096,局外,2
1097,局外人,2
1098,外人,2
1099,捕,5
1100,车底,1
1101,不要,22
1102,走,13
1103,剧,1
1104,透,1
1105,号,3
1106,服,2
1107,弄,1
1108,米兰,2
1109,家用,1
1110,嘛,18
1111,贴切,1
1112,帧,1
1113,率,2
1114,延迟,2
1115,怎么样,4
1116,李,2
1117,咏,2
1118,海康,1
1119,偷袭,1
1120,酷,1
1121,白头,1
1122,白头发,1
1123,有完没完,1
1124,666,15
1125,搞笑,8
1126,舔,29
1127,狗,35
1128,狼,2
1129,笑容,2
1130,多,45
1131,真诚,2
1132,前面,14
1133,听到,1
1134,一块,2
1135,一块儿,1
1136,块儿,1
1137,休假,1
1138,相比,1
1139,唉,2
1140,气,2
1141,必死,1
1142,呵呵,7
1143,毛,4
1144,本来,5
1145,ppt,2
1146,这样,36
1147,讲,8
1148,更加,1
1149,起劲,1
1150,屁股,1
1151,翘,1
1152,想,22
1153,拔刀,2
1154,再说,3
1155,取,2
1156,关了,1
1157,。。。。。。。。。。。。。。。。。。。。。。。。。。。。,1
1158,揍,1
1159,嗯,3
1160,当,17
1161,黄,2
1162,字体,1
1163,排版,1
1164,也好,3
1165,美学,2
1166,一无所有,2
1167,无所,4
1168,所有,14
1169,本色,9
1170,假发,1
1171,尬,6
1172,ban,1
1173,别,27
1174,较劲,1
1175,1000,4
1176,多个,1
1177,摔,1
1178,刺激,2
1179,鸡公,1
1180,煲,1
1181,家,2
1182,味道,16
1183,tom,1
1184,尴尬,3
1185,失礼,2
1186,礼貌,2
1187,微笑,3
1188,下次,3
1189,聊天,1
1190,起头,1
1191,rnm,2
1192,退钱,4
1193,他们,34
1194,同一,2
1195,同一个,2
1196,部门,2
1197,拔,3
1198,插头,1
1199,贱,5
1200,tm,3
1201,哪儿,2
1202,人家,24
1203,不感兴趣,1
1204,感兴,1
1205,感兴趣,1
1206,兴趣,3
1207,看出,4
1208,恨,1
1209,替,1
1210,着急,1
1211,吃不下,1
1212,下饭,3
1213,一手,1
1214,懒得,2
1215,买不起,1
1216,有心,7
1217,心理,4
1218,神,9
1219,变态,2
1220,R,1
1221,入,3
1222,自,3
1223,0,4
1224,开会,1
1225,不同,4
1226,同意,1
1227,统统,1
1228,枪毙,1
1229,23333,5
1230,操作,1
1231,跑不了,2
1232,门,4
1233,焊,2
1234,好评,5
1235,打死,1
1236,截图,4
1237,垂死,1
1238,病,14
1239,惊,1
1240,坐起,1
1241,属于,4
1242,于是,2
1243,大哥,4
1244,允许,3
1245,光速,1
1246,吟唱,1
1247,198,1
1248,交,3
1249,朋友,9
1250,文案,1
1251,场面,3
1252,水,2
1253,一期,2
1254,连着,1
1255,360p,1
1256,至极,1
1257,8848,1
1258,模式,3
1259,这部,1
1260,学校,4
1261,控,1
1262,一次,7
1263,三双,1
1264,有史以来,1
1265,以来,1
1266,猥琐,14
1267,封面,1
1268,低,4
1269,茶多酚,1
1270,一脸,4
1271,样,2
1272,恍恍惚惚,7
1273,恍惚,7
1274,惚,7
1275,红点,4
1276,臭,4
1277,现实,3
1278,咱们,1
1279,没谱,1
1280,没谱儿,1
1281,谱儿,1
1282,淦,4
1283,灿烂,1
1284,一塌糊涂,1
1285,糊涂,1
1286,lol,1
1287,芭蕾,1
1288,腿,3
1289,可,16
1290,秀,5
1291,。。。。。。,3
1292,姚安,1
1293,安娜,1
1294,晚上,2
1295,更多,8
1296,尤其,3
1297,解放,1
1298,西,2
1299,51,1
1300,商圈,1
1301,那,42
1302,一带,1
1303,多少,36
1304,多少钱,9
1305,收藏,3
1306,恰,3
1307,嘞,4
1308,老婆大人,1
1309,傻,11
1310,急,10
1311,假笑,1
1312,放弃,2
1313,你俩,1
1314,不合,2
1315,合适,4
1316,脸,6
1317,妄想,1
1318,P,2
1319,花钱,1
1320,严重,4
1321,超,6
1322,一无所获,1
1323,获,1
1324,可用,1
1325,闭嘴,1
1326,一万匹,1
1327,万匹,1
1328,草泥马,1
1329,马奔腾,1
1330,奔腾,1
1331,而过,1
1332,情敌,2
1333,虎子,1
1334,娘,2
1335,炮,1
1336,插座,1
1337,察言观色,1
1338,观色,2
1339,终是,1
1340,一无所得,1
1341,所得,1
1342,无视,1
1343,哭哭,1
1344,找,10
1345,媳妇,1
1346,卡,4
1347,嫌弃,1
1348,喽啰,1
1349,钉,4
1350,办,1
1351,痛快,1
1352,妹子,1
1353,痴心,1
1354,改,1
1355,最佳,2
1356,KRIS,3
1357,连,34
1358,演员表,1
1359,三个,1
1360,差钱,1
1361,色眯眯,1
1362,不耐,1
1363,不耐烦,1
1364,耐烦,1
1365,胖子,1
1366,不想,10
1367,理,3
1368,拉,7
1369,跨,1
1370,答应,3
1371,全都,3
1372,平常,1
1373,一样,21
1374,怪不得,2
1375,女人,2
1376,面相,1
1377,相好,1
1378,xsl,1
1379,出差,1
1380,女友,1
1381,很大,3
1382,舒服,2
1383,tnt,1
1384,无疑,1
1385,密码,1
1386,正确,7
1387,接进,1
1388,付费,1
1389,环节,1
1390,插话,1
1391,气愤,1
1392,面广,1
1393,啰嗦,1
1394,谢,1
1395,糟老头子,2
1396,老头,3
1397,老头子,2
1398,头子,2
1399,想着,3
1400,心痛,2
1401,波,7
1402,免,1
1403,十分,1
1404,尼玛,4
1405,TNT,2
1406,缩水,1
1407,猥琐男,3
1408,想为,1
1409,为所欲为,1
1410,所欲,1
1411,好久,1
1412,配音,1
1413,美的,1
1414,算了,6
1415,萎缩,1
1416,憋,1
1417,尿,4
1418,目,1
1419,瞪,1
1420,呆,2
1421,两个,7
1422,月,1
1423,没让,1
1424,超越,2
1425,忒,1
1426,盒,1
1427,生鲜,1
1428,基本,2
1429,排队,1
1430,自编,1
1431,自导,1
1432,自导自演,1
1433,自演,1
1434,lsp,5
1435,上当,1
1436,当了,3
1437,m,2
1438,码,2
1439,太大,6
1440,寻思,2
1441,咱,2
1442,用得,1
1443,用得上,1
1444,zhebuhls,1
1445,用不上,1
1446,削,2
1447,这笔,1
1448,真不,6
1449,不识,1
1450,识趣,1
1451,好丑,2
1452,过不去,1
1453,TMD,2
1454,烦死,1
1455,主持,1
1456,主持会议,1
1457,丑,4
1458,一笔,1
1459,没玩,2
1460,硬着头皮,1
1461,头皮,1
1462,刀光,2
1463,刀光剑影,1
1464,光剑,1
1465,剑影,1
1466,家里,8
1467,小孩,2
1468,颜色,1
1469,不见,3
1470,像,5
1471,越,3
1472,媒人,1
1473,港币,1
1474,赶紧,2
1475,催,9
1476,撮合,1
1477,每个,7
1478,脚指头,1
1479,指头,1
1480,扣出,1
1481,李成,1
1482,李成儒,1
1483,嘴里,2
1484,俗,1
1485,别墅,1
1486,回不来,1
1487,健身,1
1488,健身房,1
1489,更衣,1
1490,更衣室,1
1491,衣室,1
1492,gif,1
1493,牵手,1
1494,警告,4
1495,真是太,1
1496,啦,33
1497,偷看,1
1498,模样,1
1499,不适,2
1500,适合,3
1501,战术,1
1502,卖房,1
1503,屯,1
1504,经济,1
1505,自由,3
1506,量,3
1507,顿,1
1508,反光,2
1509,行,9
1510,秃,1
1511,然,1
1512,这回,1
1513,头,4
1514,疼,2
1515,阴魂,1
1516,阴魂不散,1
1517,不散,1
1518,反派,1
1519,托,1
1520,演戏,1
1521,工具,2
1522,你好,11
1523,真美,1
1524,是因为,3
1525,清楚,4
1526,算了吧,1
1527,她,5
1528,Rnm,2
1529,抽,1
1530,办公用品,1
1531,公用,1
1532,用品,1
1533,饭,4
1534,喷出,2
1535,喷出来,2
1536,女生,1
1537,该,8
1538,疯,3
1539,收敛,1
1540,一点,10
1541,讲究,2
1542,硬,2
1543,腐,1
1544,忍不住,1
1545,嘿嘿,5
1546,嘿嘿嘿,4
1547,批,8
1548,您,6
1549,呐,20
1550,样子,2
1551,握,3
1552,弹幕,11
1553,化妆,1
1554,化妆品,1
1555,奶酪,1
1556,棒,4
1557,别人,18
1558,8K,1
1559,1080P,1
1560,？!,1
1561,退,1
1562,币,14
1563,裂开,3
1564,笑话,2
1565,女朋友,1
1566,明天,2
1567,不用,13
1568,上班,9
1569,出镜,1
1570,霸,1
1571,面前,2
1572,战斗,2
1573,战斗力,1
1574,现货,1
1575,nice,1
1576,反对,1
1577,亲事,1
1578,死心,1
1579,那人,2
1580,一条,7
1581,求,3
1582,lj,1
1583,胯,1
1584,倒,4
1585,回来,2
1586,来看,2
1587,遍身,1
1588,不好,19
1589,锤子,3
1590,科技,2
1591,没念,1
1592,念完,1
1593,用途,1
1594,读,3
1595,接满,1
1596,满出,1
1597,你老,2
1598,大白,1
1599,粗,1
1600,··,1
1601,遭,2
1602,RNM,1
1603,插,1
1604,鼠标,1
1605,键盘,1
1606,熟悉,2
1607,咖,1
1608,灰,1
1609,歪嘴,2
1610,战神,1
1611,到底,5
1612,拼,3
1613,NTR,1
1614,必须,5
1615,水表,1
1616,写稿,1
1617,说话,6
1618,事,13
1619,太好了,2
1620,慈善,2
1621,慈善家,1
1622,工作,44
1623,之余,16
1624,继续,5
1625,压榨,10
1626,剩余,2
1627,剩余价值,2
1628,内卷,3
1629,赚,3
1630,心思,9
1631,应该,24
1632,挂,8
1633,电线,3
1634,电线杆,3
1635,意思,18
1636,不让,4
1637,员工,22
1638,宿舍,17
1639,赌博,24
1640,每天,5
1641,加班,29
1642,打麻将,22
1643,麻将,27
1644,曹,11
1645,管,9
1646,没错,7
1647,大概,20
1648,概率,1
1649,涉及,1
1650,带,3
1651,彩头,1
1652,希望,9
1653,职工,1
1654,往上,6
1655,往上走,6
1656,披着,1
1657,羊皮,1
1658,震惊,2
1659,两班,1
1660,资本,26
1661,来到,1
1662,人间,2
1663,每,9
1664,毛孔,1
1665,滴,1
1666,肮脏,1
1667,血,1
1668,一刀,2
1669,s,1
1670,清醒,2
1671,才能,5
1672,更好,2
1673,打工,12
1674,工人,28
1675,努力,6
1676,努力学习,2
1677,力学,2
1678,学习,14
1679,挣,2
1680,联谊,1
1681,》↑,1
1682,理解,4
1683,夜,1
1684,店,1
1685,很少,2
1686,少有,2
1687,好人,5
1688,赌,3
1689,有瘾,1
1690,而且,7
1691,戒,1
1692,随意,4
1693,辞退,4
1694,所以,21
1695,打游戏,2
1696,游戏,2
1697,＝,1
1698,先生,1
1699,生意,1
1700,应有,1
1701,上进,2
1702,上进心,1
1703,不应,3
1704,原地,1
1705,原地打转,1
1706,打转,1
1707,可惜,2
1708,告诉,8
1709,福清,1
1710,清口,1
1711,口头,1
1712,口头禅,1
1713,宿舍区,9
1714,影响,9
1715,更,11
1716,刚,6
1717,旺,3
1718,捐款,2
1719,100,2
1720,亿,5
1721,指,6
1722,一种,1
1723,陋习,1
1724,戒掉,1
1725,比如,15
1726,如在,1
1727,亿万,1
1728,万豪,1
1729,豪宅,1
1730,散散,1
1731,散散步,1
1732,散步,1
1733,玩物,2
1734,玩物丧志,2
1735,丧志,2
1736,校,1
1737,宿,1
1738,舍,1
1739,能手,1
1740,资本家,20
1741,本家,20
1742,尽是,1
1743,歪理,1
1744,一辈,12
1745,一辈子,11
1746,辈子,13
1747,做工,1
1748,将,1
1749,技术,7
1750,练到,1
1751,极致,1
1752,成为,1
1753,技术工,1
1754,行为,2
1755,滋生,1
1756,监守,1
1757,监守自盗,1
1758,分清,1
1759,低层,2
1760,天都,1
1761,有人,7
1762,补充,1
1763,进来,3
1764,上层,2
1765,作对,1
1766,人材,1
1767,要求,5
1768,急切,1
1769,无产,1
1770,无产者,1
1771,产者,1
1772,联合,1
1773,合起,2
1774,当年,3
1775,光荣,2
