,弹幕
278,流动人口，生育率搬迁了。
279,老大是shi
280,你还是不想生
281,这怪谁？
282,他不急
283,就是不生
284,叫你不建设
285,164万少了把
286,东北生态不好，不光是经济层面的
287,粮食安全靠谁呢
288,好
289,《拿下》
290,天天画大饼，让人民群众冲
291,干得漂亮
292,克隆
293,经济均衡发展
294,好事没东北，生孩子第一个找东北
295,不然呢？
296,该
297,前面说冷的，冬天到低哪冷，扯呢
298,中国就是人太多了，各岗位的工资都相对较低，你不干有大把的人干，一个人都活的这么难
299,老百姓有钱，有时间才是关键
300,“着急”
301,那就下调警戒线
302,人少了 地多了，房价下去了
303,你行，你来
304,先说你准备生几个？
305,东北女版陈浩南那么拽，你娶啊
306,把房价压高，青年还不如老头子香
307,可喜可贺！
308,你生
309,资源不平衡
310,燕郊这边东北人很多
311,房子买不起，老百姓没法生活
312,没关系
313,投资不过山海关
314,留下没事干啊
315,与我无关
316,继续，没事
317,可喜可贺
318,东北经济得发展起来，才能留住人啊
319,让有钱的生不就行了
320,三个省才
321,退耕还林!
322,老婆
323,用不了那么久！10年之内就会极速衰退
324,别搞什么二胎三胎了呗，取消计生随便生，养的起的人爱生多少就生多久，让有钱人自己内卷自己去
325,东北全国领先
326,知道我们东北是人口流出，那为什么打疫苗还给那么大指标让完成？？？
327,可喜可贺！那可真太好了
328,可喜可贺！
329,本来就不适合人类居住 ，建国初期的人口迁入也是因为东北的矿产资源和日本人留下来的工业基础，工业产业迁移后根本就没有居住的必要了，直接变成生态保护区更好
330,人人有房，岂不妙哉
331,管我鸟事
332,把环境还给地球
333,明明低得高兴
334,但是，休闲生活，慢节奏，过的很舒服
335,而是因为结婚率不足
336,屁。而是没结婚
337,所以，东北人过的舒服。
338,中国不缺人
339,好！
340,吃不饱饭，你给我加个碗有什么用
341,没有改善
342,可以探索，你就是放开生10胎都没人生
343,赚断子绝孙钱
344,就是国家自己作的
345,东北倒数三巨头
346,羊不够吃了，狼很着急
347,太好了，
348,探索？还顾及着脸面。那就彻底不要脸吧。
349,国家就会搞些没用的 天天口头鼓励 解决问题连问题的本质都没发现
350,开放二孩是给一孩家庭准备的，三孩是给二孩家庭准备的，时隔三年，其实针对的就是愿意生的家庭
351,才1300不至于吧，我感觉县城就比这个人高
352,关键就是去可以赚到钱的北上广有几个敢生第一胎的
353,哈哈哈哈哈哈哈哈哈经典
354,急啥？你不生有得是人生
355,光说生尼  咋样姑娘00”
356,给有钱人开放一夫多妻
357,我觉得这时候应该套用这句话   你不生有的是人生（狗头）
358,什么？还有1300人？  我对你们很失望啊
359,真是
360,千万不要上当受骗
361,说明你我开始值钱了
362,能让有钱人生
363,国家着急没有社畜了吧，国家能有什么坏心思呢
364,多开放几太胎嘛，让想生的生个够
365,免费送房我就生
366,大快人心
367,那你多生点
368,她真漂亮
369,目的是让有钱人多生孩子
370,我不是不想生，我是同性都找不到
371,你生了吗？主持人
372,不用50年，生老病死的，不结婚不生孩子更快
373,你房价下来，马上有人生
374,振兴东北就是口号啊
375,关我屁事，女朋友都没有
376,东北人都走吧，不种粮食了
377,借用周星星一句话天下安居乐业哪来的乞丐
378,吃饭嫌人多，做饭嫌人少
379,东北等于北欧
380,看东北就知道，按这个搞法不可能
381,东北那是龙兴之地 肯定不能乱开发动了龙脉
382,100万你想养活孩子？生下来就是打工的命。
383,生不起，不想让孩子生下来受罪。
384,你知道英雄母亲吗？你知道强行揭瓦吗？
385,14亿人口还很多
386,把人口看成红利都不是人
387,你生了几个？不够来跟我生
388,那你还不快点回去生孩子
389,东北赶紧灭亡吧，不适合生存
390,国家急TMB，房价一跌就直接调查，那是人干的事啊
391,关我屁事，不生就是不生
392,你不生，我不生
393,我佛不渡穷逼
394, 我们当不当乞丐完全取决于你啊皇上
395,中国人口本来就多一直想降低人口现在不是开始降了吗，这还不好吗
396,娃长大也是奴隶，为撒带他来世
397,全国除了东北遍地都是东北人
398,这是消除贫苦你懂什么    绝户就不贫苦了
399,挺好的。学会上海话广州话 誓死不做东北人
400,你当别人是猪，开放了，就给你生10胎8胎？
401,所以房价可以降下来了吗
402,这不很符合国情嘛再接再厉，争取十年再少一千万人，东北地区
403,有钱做航母，没钱搞民生
404,看不出来，都吃得满嘴流油
405,我儿子12岁，再给我100万我也不生二胎，不是不能生，是真不够啊！
406,真生不起，各种不刷医保的生产检查
407,没关系，我像韩国人，日本人学习，因为不向他们学习不行！一个人孤独终老吧！
408,让有钱人生就完事了
409,着急就好，急也没用
410,你想多了
411,弹幕别刷quan了，juaner就是我们东北这的方言，
412,女子耳阝
413,太好了，我绝对不会上当，我不生
414,阴间bgm
415,儿孙自有儿孙福，没有儿孙我享福
416,他急了
417,年纪轻轻就赶紧去奋斗，生什么孩子
418,我不福
419,又不能花一辈子
420,别可东北一个地方坑了行不？
421,啥他么有风险的都让东北先试
422,富豪多生点
423,真实
424,哈哈，装糊涂的高手
425,装糊涂的高手！
426,先别谈生娃了，前面还有谈恋爱，结婚两座大山没跨过去呢
427,海南岛全是东北人
428,有用吗
429,没看出急？至少我觉得垃圾分类急一点
430,着急
431,怎么就流这么一点
432,着急也接着装糊涂
433,专家先生10个做个示范
434,让那些老逼登生吧，天天满口仁义道德
435,还搁那分析呢，用分析吗还
436,摸摸
437,老叫兽了
438,你再骂
439,好
440,哈哈我允许你每天吃十顿饭你为什么还说没饭吃
441,北弱南强 人都跑了
442,好
